"","tractid","all_fire","alarm_unknown","alarm_presented","alarm_not_presented","ratio_no_alarm_in_all","ratio_no_alarm_in_all_known"
"162","01055010601",1,1,0,0,0,NA
"163","01055010700",1,1,0,0,0,NA
"164","01055010800",4,4,0,0,0,NA
"165","01055011200",1,0,0,1,1,1
"166","01057020200",3,2,1,0,0,0
"167","01057020300",2,0,0,2,1,1
"168","01059973600",2,1,0,1,0.5,1
"169","01061050100",6,2,1,3,0.5,0.75
"170","01061050300",1,0,1,0,0,0
"171","01061050400",1,0,0,1,1,1
"172","01061050500",8,6,0,2,0.25,1
"173","01067030500",7,2,3,2,0.285714285714286,0.4
"174","01069040100",1,0,0,1,1,1
"175","01069040201",3,1,1,1,0.333333333333333,0.5
"176","01069040202",4,0,3,1,0.25,0.25
"177","01069040301",3,0,3,0,0,0
"178","01069040302",2,0,1,1,0.5,0.5
"179","01069040500",1,0,1,0,0,0
"180","01069040600",7,1,2,4,0.571428571428571,0.666666666666667
"181","01069040700",4,0,3,1,0.25,0.25
"182","01069040800",2,0,1,1,0.5,0.5
"183","01069040900",4,1,2,1,0.25,0.333333333333333
"184","01069041000",4,0,2,2,0.5,0.5
"185","01069041100",2,0,2,0,0,0
"186","01069041200",5,0,1,4,0.8,0.8
"187","01069041400",10,3,4,3,0.3,0.428571428571429
"188","01069041500",7,0,4,3,0.428571428571429,0.428571428571429
"189","01069041600",1,1,0,0,0,NA
"190","01069041700",1,1,0,0,0,NA
"191","01069041800",3,3,0,0,0,NA
"192","01069041900",10,10,0,0,0,NA
"193","01069042000",5,3,1,1,0.2,0.5
"194","01069042100",1,1,0,0,0,NA
"195","01071950600",3,0,1,2,0.666666666666667,0.666666666666667
"196","01071950700",1,1,0,0,0,NA
"197","01071950800",4,2,0,2,0.5,1
"198","01071950900",2,2,0,0,0,NA
"199","01073000100",2,2,0,0,0,NA
"200","01073000300",7,1,0,6,0.857142857142857,1
"201","01073000400",1,0,1,0,0,0
"202","01073000500",1,0,1,0,0,0
"203","01073000700",1,1,0,0,0,NA
"204","01073000800",1,1,0,0,0,NA
"205","01073001100",5,2,3,0,0,0
"206","01073001200",2,0,0,2,1,1
"207","01073001500",1,0,1,0,0,0
"208","01073001902",1,1,0,0,0,NA
"209","01073002100",1,0,0,1,1,1
"210","01073002200",1,1,0,0,0,NA
"211","01073002303",2,1,1,0,0,0
"212","01073002400",3,0,0,3,1,1
"213","01073002700",5,3,0,2,0.4,1
"214","01073003001",1,1,0,0,0,NA
"215","01073003100",2,0,0,2,1,1
"216","01073003200",1,1,0,0,0,NA
"217","01073003400",1,0,0,1,1,1
"218","01073003500",4,1,0,3,0.75,1
"219","01073003600",11,9,0,2,0.181818181818182,1
"220","01073003700",3,2,0,1,0.333333333333333,1
"221","01073003802",1,0,1,0,0,0
"222","01073003803",4,2,1,1,0.25,0.5
"223","01073003900",2,1,0,1,0.5,1
"224","01073004000",3,0,1,2,0.666666666666667,0.666666666666667
"225","01073004200",1,0,0,1,1,1
"226","01073004500",3,2,1,0,0,0
"227","01073005000",1,1,0,0,0,NA
"228","01073005101",1,0,0,1,1,1
"229","01073005103",2,1,0,1,0.5,1
"230","01073005104",1,0,0,1,1,1
"231","01073005200",7,4,0,3,0.428571428571429,1
"232","01073005500",1,1,0,0,0,NA
"233","01073005701",1,1,0,0,0,NA
"234","01073005702",2,2,0,0,0,NA
"235","01073005800",2,1,1,0,0,0
"236","01073005903",2,1,1,0,0,0
"237","01073005905",3,1,0,2,0.666666666666667,1
"238","01073005907",1,0,1,0,0,0
"239","01073005908",3,1,1,1,0.333333333333333,0.5
"240","01073005909",1,1,0,0,0,NA
"241","01073005910",5,2,3,0,0,0
"242","01073010100",7,1,1,5,0.714285714285714,0.833333333333333
"243","01073010200",5,1,1,3,0.6,0.75
"244","01073010301",9,4,0,5,0.555555555555556,1
"245","01073010302",13,2,0,11,0.846153846153846,1
"246","01073010401",15,6,3,6,0.4,0.666666666666667
"247","01073010500",1,1,0,0,0,NA
"248","01073010602",8,6,0,2,0.25,1
"249","01073010603",1,0,1,0,0,0
"250","01073010701",2,1,1,0,0,0
"251","01073010702",3,0,2,1,0.333333333333333,0.333333333333333
"252","01073010704",3,2,1,0,0,0
"253","01073010705",3,1,0,2,0.666666666666667,1
"254","01073010706",10,4,4,2,0.2,0.333333333333333
"255","01073010801",1,1,0,0,0,NA
"256","01073010803",8,4,3,1,0.125,0.25
"257","01073010804",2,1,1,0,0,0
"258","01073010805",3,2,1,0,0,0
"259","01073010900",2,2,0,0,0,NA
"260","01073011001",2,1,1,0,0,0
"261","01073011002",1,0,0,1,1,1
"262","01073011104",1,0,1,0,0,0
"263","01073011107",1,1,0,0,0,NA
"264","01073011110",3,2,0,1,0.333333333333333,1
"265","01073011111",3,0,2,1,0.333333333333333,0.333333333333333
"266","01073011205",1,1,0,0,0,NA
"267","01073011206",4,2,2,0,0,0
"268","01073011207",2,0,1,1,0.5,0.5
"269","01073011208",3,1,1,1,0.333333333333333,0.5
"270","01073011209",4,2,1,1,0.25,0.5
"271","01073011210",6,0,5,1,0.166666666666667,0.166666666666667
"272","01073011301",6,5,1,0,0,0
"273","01073011302",1,1,0,0,0,NA
"274","01073011600",3,0,2,1,0.333333333333333,0.333333333333333
"275","01073011703",3,1,2,0,0,0
"276","01073011705",1,1,0,0,0,NA
"277","01073011706",1,0,0,1,1,1
"278","01073011802",4,2,2,0,0,0
"279","01073011803",5,0,3,2,0.4,0.4
"280","01073011804",5,2,3,0,0,0
"281","01073011901",7,3,1,3,0.428571428571429,0.75
"282","01073011904",3,3,0,0,0,NA
"283","01073012001",4,1,1,2,0.5,0.666666666666667
"284","01073012103",3,0,2,1,0.333333333333333,0.333333333333333
"285","01073012302",2,2,0,0,0,NA
"286","01073012304",1,0,1,0,0,0
"287","01073012305",5,2,3,0,0,0
"288","01073012401",1,1,0,0,0,NA
"289","01073012402",1,0,0,1,1,1
"290","01073012403",2,1,0,1,0.5,1
"291","01073012500",31,21,1,9,0.290322580645161,0.9
"292","01073012602",1,0,0,1,1,1
"293","01073012701",1,1,0,0,0,NA
"294","01073012905",2,1,1,0,0,0
"295","01073012906",2,2,0,0,0,NA
"296","01073012907",2,2,0,0,0,NA
"297","01073012911",2,1,1,0,0,0
"298","01073012915",3,0,2,1,0.333333333333333,0.333333333333333
"299","01073013002",1,0,1,0,0,0
"300","01073013100",1,1,0,0,0,NA
"301","01073013200",4,2,1,1,0.25,0.5
"302","01073013400",7,5,0,2,0.285714285714286,1
"303","01073013601",7,3,0,4,0.571428571428571,1
"304","01073013801",7,1,1,5,0.714285714285714,0.833333333333333
"305","01073013901",2,0,1,1,0.5,0.5
"306","01073014001",5,2,1,2,0.4,0.666666666666667
"307","01073014102",3,1,1,1,0.333333333333333,0.5
"308","01073014105",3,1,1,1,0.333333333333333,0.5
"309","01073014301",5,2,2,1,0.2,0.333333333333333
"310","01073014302",1,1,0,0,0,NA
"311","01073014404",3,0,2,1,0.333333333333333,0.333333333333333
"312","01075030000",7,7,0,0,0,NA
"313","01075030100",2,2,0,0,0,NA
"314","01077010100",4,4,0,0,0,NA
"315","01077010300",4,3,1,0,0,0
"316","01077010400",1,1,0,0,0,NA
"317","01077010600",1,1,0,0,0,NA
"318","01077010700",3,3,0,0,0,NA
"319","01077010800",5,5,0,0,0,NA
"320","01077010900",1,1,0,0,0,NA
"321","01077011000",1,1,0,0,0,NA
"322","01077011101",1,1,0,0,0,NA
"323","01077011102",1,0,1,0,0,0
"324","01077011200",3,3,0,0,0,NA
"325","01077011501",1,1,0,0,0,NA
"326","01077011502",1,1,0,0,0,NA
"327","01077011603",1,1,0,0,0,NA
"328","01077011604",2,2,0,0,0,NA
"329","01077011802",2,2,0,0,0,NA
"330","01079979400",7,5,2,0,0,0
"331","01079979500",1,1,0,0,0,NA
"332","01079979800",1,1,0,0,0,NA
"333","01081040200",1,1,0,0,0,NA
"334","01081040400",2,0,2,0,0,0
"335","01081040602",1,1,0,0,0,NA
"336","01081040604",1,0,1,0,0,0
"337","01081040700",1,1,0,0,0,NA
"338","01081040901",1,1,0,0,0,NA
"339","01081040902",1,1,0,0,0,NA
"340","01081041100",4,3,1,0,0,0
"341","01081041200",3,2,0,1,0.333333333333333,1
"342","01081041300",3,0,0,3,1,1
"343","01081041400",5,4,1,0,0,0
"344","01081041600",2,0,1,1,0.5,0.5
"345","01081041700",4,1,1,2,0.5,0.666666666666667
"346","01081042002",38,33,1,4,0.105263157894737,0.8
"347","01081042102",1,1,0,0,0,NA
"348","01083020201",1,1,0,0,0,NA
"349","01083020500",6,6,0,0,0,NA
"350","01083020600",7,2,3,2,0.285714285714286,0.4
"351","01083020700",1,1,0,0,0,NA
"352","01083020900",1,1,0,0,0,NA
"353","01083021100",2,1,0,1,0.5,1
"354","01083021200",3,1,1,1,0.333333333333333,0.5
"355","01089000201",1,1,0,0,0,NA
"356","01089000202",2,2,0,0,0,NA
"357","01089000301",3,2,0,1,0.333333333333333,1
"358","01089000302",3,1,2,0,0,0
"359","01089000403",2,2,0,0,0,NA
"360","01089000501",2,1,0,1,0.5,1
"361","01089000502",3,1,0,2,0.666666666666667,1
"362","01089000503",1,1,0,0,0,NA
"363","01089000601",1,1,0,0,0,NA
"364","01089000602",1,1,0,0,0,NA
"365","01089000701",6,5,1,0,0,0
"366","01089000702",1,0,1,0,0,0
"367","01089001000",2,1,0,1,0.5,1
"368","01089001200",8,5,1,2,0.25,0.666666666666667
"369","01089001301",7,3,4,0,0,0
"370","01089001302",1,1,0,0,0,NA
"371","01089001402",2,2,0,0,0,NA
"372","01089001500",8,4,2,2,0.25,0.5
"373","01089001700",1,1,0,0,0,NA
"374","01089001901",2,1,1,0,0,0
"375","01089002000",1,0,1,0,0,0
"376","01089002100",7,4,2,1,0.142857142857143,0.333333333333333
"377","01089002300",4,2,2,0,0,0
"378","01089002400",2,1,1,0,0,0
"379","01089002502",1,0,1,0,0,0
"380","01089002600",2,2,0,0,0,NA
"381","01089002721",1,0,1,0,0,0
"382","01089002722",1,1,0,0,0,NA
"383","01089002802",2,2,0,0,0,NA
"384","01089002912",1,1,0,0,0,NA
"385","01089002921",3,1,2,0,0,0
"386","01089002922",1,1,0,0,0,NA
"387","01089003000",3,1,0,2,0.666666666666667,1
"388","01089003100",2,1,1,0,0,0
"389","01089010100",1,1,0,0,0,NA
"390","01089010200",1,1,0,0,0,NA
"391","01089010501",3,3,0,0,0,NA
"392","01089010502",1,1,0,0,0,NA
"393","01089010612",2,1,0,1,0.5,1
"394","01089010621",5,4,1,0,0,0
"395","01089010622",3,3,0,0,0,NA
"396","01089010623",1,1,0,0,0,NA
"397","01089010624",2,0,2,0,0,0
"398","01089010701",1,1,0,0,0,NA
"399","01089010702",1,1,0,0,0,NA
"400","01089010901",1,1,0,0,0,NA
"401","01089010902",5,4,0,1,0.2,1
"402","01089011011",1,0,1,0,0,0
"403","01089011012",1,1,0,0,0,NA
"404","01089011021",2,1,1,0,0,0
"405","01089011022",3,1,2,0,0,0
"406","01089011200",4,2,2,0,0,0
"407","01089011300",2,2,0,0,0,NA
"408","01089011400",1,1,0,0,0,NA
"409","01091972900",3,1,2,0,0,0
"410","01091973200",5,3,0,2,0.4,1
"411","01091973300",8,7,1,0,0,0
"412","01091973400",1,1,0,0,0,NA
"413","01093964400",2,2,0,0,0,NA
"414","01093964500",1,1,0,0,0,NA
"415","01095030201",4,3,0,1,0.25,1
"416","01095030202",2,0,1,1,0.5,0.5
"417","01095030300",11,11,0,0,0,NA
"418","01095030401",2,2,0,0,0,NA
"419","01095030402",4,1,1,2,0.5,0.666666666666667
"420","01095030500",21,14,4,3,0.142857142857143,0.428571428571429
"421","01095030600",3,1,0,2,0.666666666666667,1
"422","01095030701",3,1,0,2,0.666666666666667,1
"423","01095030702",1,0,0,1,1,1
"424","01095030801",3,1,1,1,0.333333333333333,0.5
"425","01095030802",6,5,0,1,0.166666666666667,1
"426","01095030902",3,2,1,0,0,0
"427","01095030903",4,2,0,2,0.5,1
"428","01095030904",4,4,0,0,0,NA
"429","01095031000",3,2,0,1,0.333333333333333,1
"430","01097003407",2,0,1,1,0.5,0.5
"431","01097003800",1,1,0,0,0,NA
"432","01097005400",4,0,2,2,0.5,0.5
"433","01097005500",2,0,0,2,1,1
"434","01097005600",3,1,0,2,0.666666666666667,1
"435","01097005700",3,2,0,1,0.333333333333333,1
"436","01097005900",1,1,0,0,0,NA
"437","01097006105",5,1,3,1,0.2,0.25
"438","01097006200",1,0,1,0,0,0
"439","01097006301",3,1,2,0,0,0
"440","01097006302",5,3,2,0,0,0
"441","01097006402",1,0,1,0,0,0
"442","01097006406",1,0,1,0,0,0
"443","01097006407",3,3,0,0,0,NA
"444","01097006502",5,4,0,1,0.2,1
"445","01097006600",3,2,0,1,0.333333333333333,1
"446","01097006701",5,4,0,1,0.2,1
"447","01097006702",1,0,0,1,1,1
"448","01097007102",1,0,1,0,0,0
"449","01097007103",4,3,1,0,0,0
"450","01097007201",1,1,0,0,0,NA
"451","01097007202",3,3,0,0,0,NA
"452","01097007300",3,2,1,0,0,0
"453","01099075700",1,1,0,0,0,NA
"454","01099075900",7,1,3,3,0.428571428571429,0.5
"455","01099076000",4,1,3,0,0,0
"456","01099076100",3,3,0,0,0,NA
"457","01101005501",1,1,0,0,0,NA
"458","01103005301",1,1,0,0,0,NA
"459","01103005302",4,2,1,1,0.25,0.5
"460","01103005303",1,0,1,0,0,0
"461","01103005304",3,2,0,1,0.333333333333333,1
"462","01103005600",4,3,0,1,0.25,1
"463","01107050000",7,7,0,0,0,NA
"464","01109188800",1,1,0,0,0,NA
"465","01109188900",1,1,0,0,0,NA
"466","01109189000",4,3,0,1,0.25,1
"467","01109189100",1,0,1,0,0,0
"468","01109189300",2,2,0,0,0,NA
"469","01111000300",4,4,0,0,0,NA
"470","01111000400",5,3,0,2,0.4,1
"471","01111000500",5,3,0,2,0.4,1
"472","01113030200",6,1,2,3,0.5,0.6
"473","01113030300",7,2,2,3,0.428571428571429,0.6
"474","01113030401",4,0,4,0,0,0
"475","01113030402",2,1,1,0,0,0
"476","01113030500",4,1,2,1,0.25,0.333333333333333
"477","01113030600",13,5,5,3,0.230769230769231,0.375
"478","01113030700",7,3,4,0,0,0
"479","01113030800",11,1,4,6,0.545454545454545,0.6
"480","01113030901",12,5,4,3,0.25,0.428571428571429
"481","01113030902",13,8,5,0,0,0
"482","01113031000",1,1,0,0,0,NA
"483","01113031200",5,4,0,1,0.2,1
"484","01115040103",1,1,0,0,0,NA
"485","01115040201",3,2,0,1,0.333333333333333,1
"486","01115040205",1,1,0,0,0,NA
"487","01115040300",2,2,0,0,0,NA
"488","01115040501",4,3,0,1,0.25,1
"489","01117030211",2,0,2,0,0,0
"490","01117030212",4,1,2,1,0.25,0.333333333333333
"491","01117030213",1,1,0,0,0,NA
"492","01117030214",2,0,2,0,0,0
"493","01117030215",2,0,2,0,0,0
"494","01117030303",6,5,1,0,0,0
"495","01117030304",1,1,0,0,0,NA
"496","01117030319",1,1,0,0,0,NA
"497","01117030344",2,1,0,1,0.5,1
"498","01117030406",1,1,0,0,0,NA
"499","01117030408",1,1,0,0,0,NA
"500","01117030501",5,1,1,3,0.6,0.75
"501","01117030701",4,2,0,2,0.5,1
"502","01117030703",3,1,1,1,0.333333333333333,0.5
"503","01117030704",1,0,0,1,1,1
"504","01117030900",1,1,0,0,0,NA
"505","01119011500",2,1,0,1,0.5,1
"506","01121010101",6,5,0,1,0.166666666666667,1
"507","01121010102",1,1,0,0,0,NA
"508","01121010301",2,2,0,0,0,NA
"509","01121010302",10,6,0,4,0.4,1
"510","01121011100",4,4,0,0,0,NA
"511","01121011200",6,6,0,0,0,NA
"512","01121011300",2,2,0,0,0,NA
"513","01121011400",4,4,0,0,0,NA
"514","01121011500",4,4,0,0,0,NA
"515","01121011600",5,2,1,2,0.4,0.666666666666667
"516","01121011700",19,16,2,1,0.0526315789473684,0.333333333333333
"517","01121011800",4,0,2,2,0.5,0.5
"518","01121011900",2,0,2,0,0,0
"519","01121012000",8,1,0,7,0.875,1
"520","01123962000",4,0,0,4,1,1
"521","01123962100",10,1,1,8,0.8,0.888888888888889
"522","01123962200",6,0,1,5,0.833333333333333,0.833333333333333
"523","01123962300",10,1,1,8,0.8,0.888888888888889
"524","01123962501",1,0,0,1,1,1
"525","01123962502",2,1,0,1,0.5,1
"526","01123962700",5,2,0,3,0.6,1
"527","01125010102",1,0,1,0,0,0
"528","01125010103",1,0,0,1,1,1
"529","01125010201",2,1,0,1,0.5,1
"530","01125010202",2,0,1,1,0.5,0.5
"531","01125010203",1,0,1,0,0,0
"532","01125010204",1,0,0,1,1,1
"533","01125010301",3,1,1,1,0.333333333333333,0.5
"534","01125010403",2,1,1,0,0,0
"535","01125010404",2,1,0,1,0.5,1
"536","01125010406",2,2,0,0,0,NA
"537","01125010407",3,0,3,0,0,0
"538","01125010500",2,0,1,1,0.5,0.5
"539","01125010601",1,0,1,0,0,0
"540","01125010602",1,1,0,0,0,NA
"541","01125010701",5,0,4,1,0.2,0.2
"542","01125010702",5,3,0,2,0.4,1
"543","01125010802",2,0,1,1,0.5,0.5
"544","01125010803",1,1,0,0,0,NA
"545","01125010804",2,0,1,1,0.5,0.5
"546","01125011200",2,2,0,0,0,NA
"547","01125011402",1,1,0,0,0,NA
"548","01125011600",13,6,2,5,0.384615384615385,0.714285714285714
"549","01125011701",5,1,2,2,0.4,0.5
"550","01125011703",18,11,3,4,0.222222222222222,0.571428571428571
"551","01125011800",13,6,3,4,0.307692307692308,0.571428571428571
"552","01125011901",41,34,5,2,0.0487804878048781,0.285714285714286
"553","01125011902",7,5,2,0,0,0
"554","01125012000",4,1,0,3,0.75,1
"555","01125012100",2,0,2,0,0,0
"556","01125012303",3,1,2,0,0,0
"557","01125012304",1,0,1,0,0,0
"558","01125012403",6,1,4,1,0.166666666666667,0.2
"559","01125012404",1,1,0,0,0,NA
"560","01125012405",4,3,0,1,0.25,1
"561","01125012501",4,2,1,1,0.25,0.5
"562","01125012502",9,2,6,1,0.111111111111111,0.142857142857143
"563","01125012503",2,0,2,0,0,0
"564","01125012600",1,1,0,0,0,NA
"565","01125012700",1,1,0,0,0,NA
"566","01127020100",7,7,0,0,0,NA
"567","01127020200",2,2,0,0,0,NA
"568","01127020300",1,1,0,0,0,NA
"569","01127020400",3,2,1,0,0,0
"570","01127020600",1,0,0,1,1,1
"571","01127020800",5,2,0,3,0.6,1
"572","01127020900",7,4,1,2,0.285714285714286,0.666666666666667
"573","01127021000",7,6,0,1,0.142857142857143,1
"574","01127021100",5,2,1,2,0.4,0.666666666666667
"575","01127021200",9,7,1,1,0.111111111111111,0.5
"576","01127021300",4,1,1,2,0.5,0.666666666666667
"577","01127021400",1,1,0,0,0,NA
"578","01127021500",5,4,1,0,0,0
"579","01127021600",1,1,0,0,0,NA
"580","01127021900",4,3,0,1,0.25,1
"581","01129043900",3,1,0,2,0.666666666666667,1
"582","01129044000",1,1,0,0,0,NA
"583","01129044100",2,1,1,0,0,0
"584","01133965501",1,1,0,0,0,NA
"585","01133965503",1,0,0,1,1,1
"586","01133965600",1,1,0,0,0,NA
"587","01133965900",3,2,0,1,0.333333333333333,1
"588","02013000100",2,0,2,0,0,0
"589","02020000101",6,2,2,2,0.333333333333333,0.5
"590","02020000102",10,6,1,3,0.3,0.75
"591","02020000201",3,1,2,0,0,0
"592","02020000202",2,1,1,0,0,0
"593","02020000203",2,1,0,1,0.5,1
"594","02020000500",1,0,1,0,0,0
"595","02020000600",13,5,5,3,0.230769230769231,0.375
"596","02020000701",10,6,4,0,0,0
"597","02020000702",2,0,2,0,0,0
"598","02020000703",9,1,6,2,0.222222222222222,0.25
"599","02020000801",6,1,3,2,0.333333333333333,0.4
"600","02020000802",9,4,3,2,0.222222222222222,0.4
"601","02020000901",4,1,2,1,0.25,0.333333333333333
"602","02020000902",4,0,3,1,0.25,0.25
"603","02020001000",4,1,2,1,0.25,0.333333333333333
"604","02020001100",3,1,0,2,0.666666666666667,1
"605","02020001300",2,0,2,0,0,0
"606","02020001400",6,1,5,0,0,0
"607","02020001601",2,1,0,1,0.5,1
"608","02020001602",2,0,1,1,0.5,0.5
"609","02020001701",5,3,1,1,0.2,0.5
"610","02020001702",3,1,2,0,0,0
"611","02020001731",4,0,3,1,0.25,0.25
"612","02020001732",5,2,2,1,0.2,0.333333333333333
"613","02020001801",7,1,5,1,0.142857142857143,0.166666666666667
