"tractid","death_injury_rf_risk_prob"
5085020700,0.332
5119003607,0.324
4013040530,0.414
4013093101,0.356
4013110701,0.416
4013111300,0.376
6001443105,0.352
6013355306,0.318
6019004210,0.58
6037195400,0.518
6037217100,0.24
6037403408,0.412
6037920015,0.34
6067006003,0.29
6071000823,0.436
6085512038,0.382
6099000908,0.45
6111002400,0.352
8013012904,0.384
8097000500,0.354
9001050300,0.27
9001070300,0.378
9001072100,0.488
9003473800,0.424
10003012000,0.122
12011020404,0.342
12011060605,0.214
12033002200,0.306
12086000402,0.302
12086002403,0.408
12086006302,0.38
12099007617,0.392
12105013801,0.374
13077170304,0.192
13113140303,0.302
15001991000,0.262
15003007809,0.388
19019950200,0.306
19083480300,0.392
19113001003,0.542
16001010321,0.41
16047960200,0.066
16083000700,0.664
17031842400,0.734
17043846413,0.306
17099963500,0.65
18035000300,0.5
18035002000,0.522
18085961700,0.358
18089012600,0.49
18141011602,0.412
18145710200,0.332
18163010500,0.232
20091053424,0.352
20123176600,0.472
21233960400,0.264
22001961200,0.398
22071004401,0.408
22093040400,0.586
22119032000,0.616
25013813205,0.2
25023503101,0.042
25023510300,0.4
25023530100,0.272
25027744101,0.412
24033803527,0.4
26049012801,0.44
26051000200,0.42
26099215300,0.534
26099241400,0.422
27109001000,0.558
27137014100,0.42
27143170198,0.2
27145011301,0.68
29145020602,0.36
29145020900,0.396
28003950600,0.312
30009000500,0.376
37021002401,0.436
37091950300,0.868
37129011701,0.828
37151031602,0.646
37161961102,0.376
37183053807,0.25
37193961001,0.386
33011001900,0.468
33019975400,0.664
34009020302,0.194
34019011304,0.212
34021003400,0.29
36005039100,0.448
36023970500,0.172
36047000200,0.272
36049950300,0.422
36081046200,0.51
36081089200,0.21
36081156700,0.448
36093033200,0.798
39035120801,0.694
40011958600,0.45
40101001000,0.6
40109100700,0.466
40153953300,0.15
41005020600,0.496
41019160000,0.17
42003480300,0.338
42033331100,0.472
42071012102,0.25
42101004201,0.566
42101010900,0.452
42101019000,0.428
42101037300,0.338
72095951600,0.412
45091060905,0.428
46013952000,0.246
47091956100,0.354
47093005813,0.402
47157022410,0.412
48029181715,0.404
48181001801,0.116
48201333000,0.382
48201340400,0.17
48201521000,0.41
48213950902,0.142
48259970401,0.714
48303010505,0.66
48331950700,0.504
48381020400,0.292
48451000200,0.282
48453002410,0.78
48453002419,0.364
49057210302,0.296
51041100205,0.508
51059421102,0.314
51153901012,0.26
51171040700,0.218
50025967600,0.242
53015002100,0.322
53025011100,0.554
53067011610,0.228
55001950100,0.378
55031021100,0.54
55079001200,0.458
55139002400,0.236
1107050200,0.388
1121010301,0.4
5027950400,0.448
5033020402,0.53
4013061036,0.376
4013522903,0.312
4013615400,0.472
6001441923,0.354
6037277000,0.34
6037980030,0.262
6059063500,0.338
6059063805,0.404
6065040202,0.41
6067008125,0.438
6071007000,0.566
6073003112,0.306
6073017104,0.38
6083000700,0.314
8069000902,0.442
9015904500,0.086
12011040203,0.45
12015020501,0.604
12031014702,0.406
12037970302,0.238
12057011007,0.378
12057011610,0.634
12057014117,0.482
12085001500,0.448
12086005201,0.422
12095017004,0.462
12099007763,0.374
12109020804,0.428
12115001803,0.492
13067030335,0.284
13121000100,0.318
13213010100,0.344
15001020400,0.406
15001021010,0.114
19055950400,0.234
17031611300,0.418
17077010900,0.568
17081050500,0.438
17197880505,0.348
18019050401,0.492
18027954400,0.296
18089010201,0.354
20035493200,0.566
20173008300,0.456
20209043500,0.274
21111006800,0.682
21117061400,0.67
21185030701,0.306
21225950202,0.402
22005030103,0.4
22071009200,0.472
22119031500,0.266
25017317202,0.264
25017350800,0.634
25021417502,0.258
25025000402,0.206
25025050400,0.614
25025160501,0.916
24005420200,0.578
24031701001,0.308
24031704100,0.21
26065000600,0.42
26081003500,0.608
26081014704,0.25
26107960600,0.494
26111291101,0.126
26125137700,0.366
26139025800,0.464
26145010401,0.49
26163555300,0.582
27003050116,0.358
27003050230,0.328
27009021101,0.216
27015960300,0.436
27047180400,0.52
27053011000,0.554
27105105400,0.446
29077003200,0.71
29095004300,0.444
28027950700,0.332
37063002013,0.254
37125950401,0.242
31109003604,0.304
34001011300,0.048
34005700200,0.21
34013007501,0.276
34013019100,0.16
34021002702,0.108
34023007806,0.35
34035051400,0.952
34035053905,0.294
34039034900,0.184
36007001300,0.592
36055008400,0.49
36061016002,0.13
36069051300,0.258
36081079702,0.192
36083040300,0.48
36103146206,0.362
39045031700,0.662
39049009350,0.484
39049010500,0.154
39085206100,0.614
39089751600,0.486
39145002100,0.284
39155932701,0.49
39157022002,0.73
40101000300,0.326
40105172400,0.17
41035972000,0.392
41051000302,0.25
42019911600,0.256
42071012002,0.31
42081011700,0.3
42091206400,0.324
72029100103,0.418
45013000600,0.398
45041000300,0.454
45091060907,0.422
46029954600,0.328
47037015614,0.396
47037016500,0.306
47093005501,0.248
47125100602,0.362
47157980200,0.262
47187050305,0.278
48029121813,0.444
48029161302,0.408
48029170500,0.284
48067950300,0.726
48085030302,0.512
48113008802,0.38
48113009202,0.29
48113020700,0.536
48157673300,0.224
48215021904,0.028
48281950100,0.326
48347950301,0.248
48423000300,0.596
48439110704,0.488
51033030300,0.374
51059491303,0.326
51107611400,0.384
51710980100,0.308
51770000400,0.422
50025967100,0.336
53057940200,0.35
53077002001,0.248
55031020600,0.404
55039040200,0.314
55079019300,0.38
2020002501,0.446
1031011000,0.37
5023480300,0.432
5131000700,0.256
4013108602,0.432
4013319104,0.642
4021002003,0.654
6037132900,0.386
6037208502,0.394
6037535604,0.402
6037570501,0.358
6053011204,0.386
6059062702,0.296
6065042407,0.406
6067005002,0.474
6067007209,0.38
6067007416,0.452
6067008135,0.414
6079011504,0.354
8005086200,0.396
8031002703,0.678
9001205300,0.338
9003501200,0.196
9009150100,0.066
9009155100,0.148
11001001200,0.264
11001010200,0.304
12011041900,0.122
12011060115,0.476
12015030502,0.352
12057012900,0.556
12057013917,0.608
12061980000,0.262
12087980000,0.364
12099003000,0.156
12099007612,0.52
12103027603,0.408
12105013002,0.322
13089020200,0.306
13117130506,0.362
13135050423,0.524
13153021500,0.258
13185011100,0.494
13247060308,0.78
19041080100,0.346
17031802504,0.366
17031804805,0.364
17063000400,0.328
17203030100,0.348
18089040501,0.438
18105001502,0.238
18141002900,0.408
20043020300,0.236
21111006900,0.322
21113060504,0.548
22051023100,0.446
22051025202,0.292
22057021000,0.352
22065960200,0.388
22113950700,0.636
25005600204,0.366
25005985500,0.34
26077000600,0.478
26099241700,0.472
26125127300,0.424
26125139200,0.44
26133970500,0.736
26163508000,0.302
26163532700,0.414
27009020100,0.416
27123030900,0.602
28081951100,0.082
37081011000,0.426
37119003018,0.38
37183053519,0.312
34007607000,0.242
34015501704,0.496
34017005801,0.546
34019011303,0.344
34035050802,0.21
32003005321,0.41
36005006000,0.356
36023970100,0.264
36047035300,0.524
36055012201,0.236
36061003601,0.096
36071010600,0.126
36081055900,0.374
36085018902,0.454
36085030301,0.214
36103170202,0.296
36119005200,0.168
39017013600,0.5
39035111202,0.622
39045030800,0.228
39061007400,0.484
39061021401,0.31
39113070500,0.5
39153530108,0.374
40037020707,0.392
40101000802,0.252
40109106607,0.67
40115574700,0.122
40143003400,0.672
40143005806,0.352
40143007513,0.396
40143007518,0.388
41039004100,0.886
41051002702,0.338
42001030400,0.478
42003160900,0.38
42003520001,0.24
42011010500,0.064
42027010200,0.29
42045403902,0.32
42063961101,0.3
42101003702,0.488
42101017300,0.67
72079850300,0.35
45045002604,0.386
47047060401,0.14
47073050601,0.75
47149040810,0.318
47157022023,0.418
48029121803,0.642
48029151100,0.292
48121021900,0.342
48185180400,0.392
48201510400,0.392
48215023103,0.396
48245002100,0.43
48259970100,0.208
48303002300,0.422
48323950700,0.34
48409010800,0.29
49005001201,0.368
49011126901,0.44
49043964402,0.37
49049010600,0.234
51079030102,0.2
51115951300,0.306
51171040100,0.256
51179010213,0.344
51680000900,0.376
51840000100,0.592
53033028100,0.416
53061053509,0.62
55009001400,0.478
55059002904,0.632
56021000200,0.492
1043964600,0.33
1073005907,0.438
1101005609,0.392
1117030211,0.166
5035030202,0.418
5041950500,0.438
4013111700,0.448
4013216819,0.342
4013420212,0.648
4013811100,0.442
4015950705,0.716
4021000208,0.286
6013318000,0.392
6013350000,0.308
6037273502,0.338
6037480012,0.382
6037570403,0.382
6037599000,0.408
6039000300,0.35
6041126200,0.066
6059011722,0.418
6067008005,0.142
6073001100,0.366
6073004800,0.38
6073007905,0.344
6089011701,0.426
6099002002,0.418
9013533102,0.268
10005051302,0.654
12005002607,0.446
12011031204,0.62
12015020601,0.288
12049970300,0.284
12057000901,0.456
12057013002,0.094
12057013920,0.362
12061050100,0.34
12081000902,0.56
12086003913,0.416
12099005810,0.69
12099007821,0.432
13121004300,0.332
13121010800,0.272
13139001302,0.54
13295020902,0.332
15003008617,0.334
19139050700,0.396
16019970402,0.378
17031010400,0.778
17031160700,0.564
17031823806,0.448
17031828100,0.58
17045070500,0.688
17097862000,0.696
17183010900,0.324
17197880503,0.578
18067010200,0.182
18095010500,0.346
18097341200,0.518
18097353300,0.436
18097381001,0.49
18183050500,0.222
20177000400,0.344
21003920200,0.354
21047200700,0.42
21089040201,0.458
21111010104,0.428
21141960600,0.41
22051027200,0.45
22119031200,0.256
25001013600,0.58
25017317103,0.248
25017356500,0.414
25021456402,0.23
25023509102,0.106
24001001800,0.322
24005402406,0.398
24021751002,0.426
24029950500,0.238
24031703902,0.384
24033801405,0.404
24033806601,0.746
26005030200,0.228
26025001200,0.516
26025001700,0.372
26099256500,0.734
26111290700,0.498
26145010403,0.506
27013170400,0.754
27053103000,0.588
27123042503,0.402
29159480500,0.442
29183311721,0.294
29510109600,0.332
28107950300,0.538
28151002000,0.448
30029001700,0.222
37001021204,0.38
37025040703,0.438
37155960402,0.244
31167962200,0.658
33005970400,0.196
34007604400,0.212
34017013900,0.162
34029739100,0.498
34033022000,0.068
35039000100,0.274
35061970301,0.566
36001014002,0.394
36027050104,0.144
36029009501,0.526
36029009702,0.374
36047041402,0.216
36047044700,0.508
36055014505,0.346
36065022400,0.854
36081016300,0.35
36081047200,0.968
36081063000,0.392
36083052403,0.384
36089491700,0.314
36107020600,0.292
36109001800,0.358
39035177101,0.384
39049002000,0.614
39061020762,0.44
39087050300,0.266
39123050100,0.338
39139001700,0.68
39169000600,0.57
40063484900,0.436
40143007306,0.728
41051006402,0.322
42003552400,0.456
42019911200,0.42
42021012700,0.284
42079201300,0.488
42101038900,0.324
42101980700,0.262
42131400100,0.292
72099420200,0.404
72127000900,0.422
72143550300,0.354
45063980100,0.262
46023970100,0.39
47031970100,0.212
47093006202,0.404
47145030600,0.672
47155080102,0.08
47157010110,0.562
48013960500,0.346
48027021700,0.338
48061012508,0.338
48085030900,0.152
48113014126,0.226
48133950500,0.376
48201210700,0.452
48201320500,0.428
48201555402,0.59
48229950300,0.338
48303001904,0.382
48367140300,0.264
48439106514,0.354
48453002312,0.572
49035111202,0.426
49035112301,0.442
49049010411,0.128
51067020700,0.32
51085321403,0.338
51550020906,0.204
51640070102,0.448
53005011700,0.244
53053060906,0.308
53053071205,0.332
55009001801,0.41
55059001400,0.38
54011010300,0.41
54039012300,0.354
2188000200,0.448
5131000400,0.746
5137950100,0.402
4013422221,0.494
4015953602,0.268
6013352202,0.314
6037135202,0.33
6037401901,0.29
6037503301,0.384
6037920338,0.322
6059099250,0.31
6065045125,0.368
6067008144,0.424
6067009406,0.358
6073011602,0.38
6075016700,0.282
6081606700,0.308
6085503333,0.334
6087110300,0.398
6111006400,0.406
8001009323,0.496
8005005611,0.14
8123002009,0.522
9003515101,0.526
9009167202,0.402
9013890201,0.33
11001009903,0.412
12011080103,0.378
12011110338,0.538
12015020502,0.434
12031014410,0.496
12041950203,0.348
12071010404,0.366
12086005903,0.304
12095016412,0.472
12099006502,0.42
12103027105,0.448
12127080901,0.716
13047030301,0.254
13067031405,0.58
13079070100,0.312
13121007200,0.302
13189950100,0.344
13241970201,0.368
19151780100,0.454
17031828401,0.448
17111870401,0.314
17167000600,0.416
18095000300,0.35
18167010702,0.388
20173000900,0.438
21059001502,0.318
21111004400,0.586
21163970302,0.224
21181960100,0.376
25027709600,0.218
24033805202,0.558
24510190300,0.974
23005004701,0.344
26023951000,0.334
26093710300,0.35
26125150100,0.41
26151970600,0.462
26163506400,0.438
27039950200,0.25
29183311801,0.382
37071030802,0.296
37119001915,0.192
37153971100,0.546
31109001900,0.402
31155968300,0.42
34019011100,0.196
34029722900,0.566
35049000300,0.298
32003005614,0.472
36005025400,0.328
36017970700,0.138
36023970300,0.422
36047005800,0.324
36047006300,0.338
36047024200,0.15
36081058300,0.368
36103158320,0.512
39017011200,0.044
39035161400,0.408
39049009322,0.476
39113003404,0.52
39113100102,0.11
39153532902,0.368
40027201000,0.78
40047000600,0.664
41061970700,0.622
41065970100,0.29
41067032603,0.324
42003459201,0.248
42029303501,0.342
42033331200,0.44
42049011900,0.45
42075003600,0.43
42091201408,0.22
42091209202,0.418
42095016700,0.272
42101005600,0.218
42101010200,0.43
42119090102,0.304
72025202800,0.37
72069180800,0.362
72089140102,0.394
72127009614,0.412
45031011300,0.364
45051060301,0.794
47001020202,0.424
47055920100,0.23
47065011323,0.238
47157021731,0.376
48061013901,0.354
48113009702,0.36
48113018203,0.292
48141010213,0.338
48157674900,0.956
48201250702,0.47
48245002000,0.416
48245006500,0.938
48339693300,0.44
48401950100,0.252
48415950300,0.454
48439113405,0.63
48439113907,0.218
48457950200,0.28
49049001402,0.24
51147930300,0.326
51153901417,0.35
51550021006,0.346
51550021601,0.196
53057952401,0.2
55009010202,0.436
55009020204,0.378
55055100500,0.446
55063010700,0.32
55089650200,0.378
54107000901,0.454
1003011101,0.332
1009050601,0.138
5021950200,0.366
4013092715,0.388
4013103209,0.202
4013106701,0.382
4013116612,0.386
4013319403,0.45
4013421702,0.702
4013421801,0.432
4013815300,0.37
4019004621,0.414
4019004626,0.352
6017030810,0.502
6029005508,0.418
6037104620,0.38
6037243100,0.386
6059021822,0.306
6059062628,0.32
6065045706,0.384
6065050500,0.374
6067004701,0.708
6071002022,0.268
6071003506,0.746
6071010013,0.356
6077001400,0.148
6077005406,0.288
6085503305,0.414
6097150607,0.346
8031003003,0.382
9001045300,0.448
10001040202,0.142
12009065231,0.384
12011030904,0.556
12086000206,0.406
12086002201,0.368
12095016509,0.488
12099001101,0.276
12103024509,0.602
12121970301,0.398
13061960300,0.32
13067030224,0.636
13121003200,0.396
13215000300,0.672
13225040200,0.078
19133960400,0.414
19153004702,0.64
16001010401,0.582
17031807300,0.57
17031821401,0.22
17097863201,0.584
17203030300,0.368
18063210604,0.126
18103952200,0.468
20127963700,0.494
21111012408,0.452
22007050300,0.382
22045030700,0.47
22055001406,0.336
22071001701,0.39
22073011000,0.348
25017341700,0.66
25025010103,0.148
24005403300,0.332
24021751600,0.214
24021773500,0.1
24033801207,0.36
24033801210,0.274
26049010201,0.346
26139023001,0.198
26157001000,0.358
27171101000,0.202
29075960100,0.426
29077001301,0.474
29095005500,0.44
29113810301,0.292
29161890300,0.432
29183311132,0.36
29187950101,0.4
28047003000,0.3
28093950401,0.962
28139950300,0.486
37053110301,0.218
37071032703,0.64
37167931100,0.336
33017081300,0.378
34007608303,0.23
34031216702,0.168
32003002708,0.308
32003004301,0.298
36009961600,0.268
36021000600,0.23
36029013501,0.094
36047009400,0.234
36061019600,0.954
36061023802,0.338
36061029700,0.356
36103159509,0.38
36119014810,0.484
39013012000,0.236
39035123700,0.394
39095004702,0.504
39117965500,0.264
39137030300,0.424
39165031500,0.274
40043959200,0.436
40109106602,0.45
41047002102,0.356
41051006200,0.384
42041012200,0.056
42069100200,0.344
42091200704,0.314
42091204600,0.148
72081957700,0.36
72127004500,0.368
45007012200,0.228
45019005300,0.76
45027960600,0.368
45041980100,0.262
45077010903,0.368
47065001400,0.526
48061014200,0.38
48113007906,0.286
48119950100,0.206
48161000100,0.352
48201210600,0.434
48201314002,0.388
48201342001,0.36
48201551800,0.712
48233950200,0.676
48439113107,0.574
48439114205,0.272
48471790700,0.244
48485011000,0.826
51023040301,0.238
51510200301,0.324
51680001600,0.174
53033025806,0.436
53033029406,0.41
53053061400,0.248
55057100400,0.258
55073001104,0.7
55131400102,0.392
54051021000,0.642
2070000200,0.872
2198940100,0.464
1087231601,0.424
1125011901,0.376
5007021406,0.266
5033020501,0.694
4003000202,0.296
4013612500,0.334
4013613800,0.364
4013614900,0.438
4015950500,0.454
4019004057,0.454
4019004107,0.254
6001401000,0.286
6025011803,0.28
6037134901,0.374
6037276500,0.334
6037405301,0.404
6037408212,0.394
6037460200,0.406
6037553701,0.414
6037601301,0.26
6037620901,0.262
6037920337,0.442
6059021812,0.244
6059032059,0.314
6059062631,0.306
6065040702,0.392
6065044405,0.546
6071003503,0.404
6075021200,0.294
6085505007,0.418
6107002202,0.412
8005006603,0.402
8031004306,0.256
8031006809,0.218
8075966200,0.502
8091967600,0.32
9001100200,0.174
9003515000,0.252
10003014906,0.498
12021010205,0.392
12021010405,0.152
12033002400,0.226
12057010814,0.41
12086011003,0.416
12086015600,0.36
12089050301,0.098
12101032402,0.386
12105012408,0.41
13051010802,0.602
13119890400,0.43
15003980800,0.262
19005960100,0.354
19129040202,0.486
17001001100,0.312
17015960200,0.614
17031301600,0.234
17031460600,0.422
17031560400,0.402
17031720100,0.66
17031801605,0.114
17031802503,0.37
17197881200,0.468
18141003100,0.478
20091053109,0.236
21067004105,0.366
22101040100,0.444
25003934200,0.286
25005652000,0.454
25017333100,0.486
25017368300,0.228
25021400400,0.076
24013507703,0.36
24021752603,0.25
24031702900,0.304
24031703212,0.268
24033801600,0.386
24033806602,0.36
24035810700,0.156
24039930600,0.254
24043001002,0.844
26081001300,0.668
26091061400,0.43
26147634600,0.242
27037060805,0.294
27163070403,0.312
27173970300,0.598
29095006000,0.46
29189215201,0.206
29213480501,0.44
30111000401,0.444
37013930600,0.298
37087920500,0.644
37119002905,0.218
37159050201,0.712
31119960802,0.378
31177050102,0.43
34003046300,0.36
34005701104,0.376
34005702700,0.286
34009021900,0.22
34023001600,0.366
34023009400,0.278
32003002982,0.374
32031002707,0.38
36029013300,0.37
36029015402,0.23
36045060300,0.198
36047010800,0.348
36047065000,0.344
36047096400,0.398
36055009601,0.35
36059413500,0.342
36059415401,0.208
36061022000,0.282
36065022701,0.362
36081008100,0.36
36081079000,0.374
36091060602,0.256
36103990100,0.262
39013012100,0.482
39017000500,0.318
39035134203,0.392
39035161600,0.348
39049002750,0.63
39061000200,0.316
39151713402,0.604
39159050200,0.26
41051009603,0.452
41051010200,0.572
42009960300,0.22
42017104702,0.338
42089301101,0.306
42091208301,0.316
42101019501,0.462
42129804200,0.272
72113993000,0.262
72139060212,0.354
45019990100,0.262
45047970500,0.928
45051050200,0.484
45079011419,0.752
47035970400,0.314
47065010303,0.39
47093005100,0.158
47117955000,0.674
47127930100,0.322
47165021106,0.264
47183968300,0.446
48005000800,0.48
48027020702,0.668
48029171401,0.424
48113011101,0.384
48141010317,0.414
48209010600,0.25
48401951200,0.36
48409010603,0.346
48439113929,0.338
48441011600,0.286
49035110104,0.262
49043964101,0.364
51059415402,0.32
51115951400,0.368
51141030100,0.268
50005957500,0.504
53053071305,0.35
53061053101,0.258
53071920200,0.392
55079980000,0.262
55133201505,0.534
56025001603,0.372
1077010400,0.464
5011950400,0.43
4003000303,0.344
6001405600,0.378
6013355110,0.382
6019004602,0.378
6029004603,0.354
6037134001,0.372
6037273300,0.35
6037500500,0.404
6053010603,0.314
6061021203,0.676
6073010015,0.276
6081613501,0.448
6085504505,0.34
6085508403,0.212
6085512510,0.584
6097150702,0.296
8031001901,0.312
8031003603,0.648
8069001304,0.486
8069002802,0.234
8097000402,0.338
8101002911,0.256
8101002914,0.254
8121924100,0.378
9003417200,0.536
11001009803,0.38
10003012500,0.256
12031017100,0.458
12071010601,0.984
12085001404,0.59
13057090100,0.07
13215001100,0.35
13245010204,0.432
19115450200,0.606
17031825900,0.74
17031828900,0.412
17031830007,0.494
17097864303,0.11
17109011000,0.368
17113005800,0.508
17119403534,0.286
17147954800,0.184
18069962100,0.246
18071967700,0.366
18087970402,0.34
18099020301,0.196
18129040700,0.902
18141010900,0.192
20009971600,0.454
20037956900,0.624
20209042001,0.482
21111009000,0.716
22031950100,0.336
22097961200,0.56
22119031300,0.482
25025101102,0.122
24005402404,0.34
24005408502,0.308
26125130700,0.316
26125190400,0.348
26163525700,0.428
26163557000,0.418
27123035000,0.342
29095014902,0.454
28067950700,0.648
28121020402,0.568
28143950100,0.178
30063000500,0.146
37021001200,0.306
37129011000,0.47
37193960802,0.328
34005701402,0.422
34007603001,0.606
34031182600,0.962
32003000527,0.392
32003003314,0.332
36005006700,0.444
36015010700,0.224
36047041900,0.376
36047056500,0.332
36055013902,0.49
36061001001,0.41
36061012600,0.522
36061024200,0.358
36081060100,0.364
36081061400,0.366
36103111506,0.206
36103158306,0.102
36119014400,0.344
39035103800,0.634
39061005200,0.61
39095005502,0.652
39163953100,0.242
40037021400,0.258
40109109004,0.254
41039001903,0.468
41067031911,0.566
42003130400,0.476
42003417200,0.42
42003484300,0.326
42017100404,0.218
42029302204,0.332
42041012000,0.26
42043021904,0.288
42049010902,0.398
42051260900,0.324
42101019200,0.868
72025202404,0.376
72027320402,0.366
72031050321,0.446
44007001000,0.242
45031011100,0.71
47097050300,0.44
47157006300,0.422
48027021303,0.12
48029181402,0.318
48039660602,0.132
48085030801,0.612
48223950402,0.604
48321730100,0.4
48453001822,0.542
48461950200,0.38
49035112907,0.444
49053270500,0.474
51035080100,0.656
51059482602,0.326
51600300400,0.25
53033009000,0.354
53033025001,0.336
55019950800,0.146
55047100400,0.364
55057100500,0.284
55093960300,0.542
55097961300,0.592
55141010700,0.176
54043955500,0.4
54065971000,0.14
54099020900,0.668
2020002301,0.346
1085781200,0.412
5031000602,0.482
4003001703,0.414
4019004030,0.352
6037405302,0.39
6037503501,0.216
6037533702,0.386
6045010400,0.408
6059062622,0.516
6067006600,0.338
6071009910,0.42
6071010410,0.418
6083001704,0.414
6083002707,0.418
6085503331,0.462
6085503504,0.384
9007550201,0.086
9009165400,0.43
9009170400,0.25
12011070502,0.554
12079110301,0.374
12083001800,0.404
12083002601,0.236
12086009019,0.384
12099001913,0.47
12099005951,0.602
13051003601,0.276
13067030337,0.372
13159010100,0.15
19011960600,0.358
19101090100,0.224
17011965600,0.306
17019005800,0.366
17121952000,0.692
18077966100,0.244
18141011504,0.38
21111012407,0.312
21125971002,0.638
21147960100,0.41
21179930700,0.422
22063040402,0.92
22071000400,0.476
22125951701,0.392
25017337300,0.098
25023510700,0.458
25023530200,0.518
25027733102,0.13
24001000400,0.61
23005004802,0.352
26125166500,0.544
26125181000,0.316
26163516600,0.458
27123037602,0.578
27145000601,0.23
29095016700,0.44
29155470400,0.56
30049000502,0.542
37067004012,0.298
37081015500,0.516
37183051000,0.4
31025965900,0.352
31055004400,0.658
33013003001,0.258
34003023401,0.37
34013022800,0.364
34041032300,0.308
36047011200,0.572
36047015400,0.262
36059521301,0.256
36061013200,0.368
36061014700,0.286
36071014502,0.152
36081056000,0.346
36105952000,0.216
39017014300,0.34
39035105700,0.682
39035114900,0.702
39099802300,0.418
39113003300,0.712
39113060200,0.466
39151714801,0.212
39153508301,0.442
40027201612,0.442
40109108523,0.35
41011000502,0.412
42005950600,0.314
42041010900,0.14
42045409902,0.318
42077005506,0.332
42091203205,0.254
42091204900,0.202
42101030700,0.462
42111020600,0.624
42129808500,0.416
72031050302,0.44
72041240601,0.38
45091060200,0.37
47157021113,0.238
47157021520,0.512
48029121506,0.282
48029180300,0.702
48029190200,0.278
48029191504,0.222
48109950300,0.462
48121021406,0.352
48121021502,0.434
48141002000,0.5
48201240801,0.574
48367140602,0.042
48423001901,0.626
48453000601,0.074
48453001817,0.174
48455950500,0.276
48499950800,0.272
51009010300,0.346
51067020101,0.134
51095080304,0.332
51680000100,0.87
53035092100,0.13
53041971700,0.24
53063001500,0.93
55093960800,0.298
55105001302,0.372
2150000500,0.338
1039961900,0.426
1109188600,0.366
1115040104,0.426
5007020404,0.152
5007021202,0.296
5045030104,0.354
4013092712,0.398
4013216841,0.286
4019004072,0.442
6001406900,0.238
6019005304,0.406
6037101300,0.552
6037189800,0.326
6037192001,0.362
6037212203,0.414
6037570202,0.238
6037609900,0.424
6037701701,0.456
6047000304,0.438
6047001801,0.43
6065042624,0.35
6071002028,0.42
6073000202,0.27
6073009602,0.414
6073020214,0.2
6075026404,0.42
6085509802,0.346
8095967700,0.382
9001010800,0.194
9009350800,0.428
10005050403,0.146
12011060900,0.564
12031013902,0.198
12057013903,0.082
12073001002,0.576
12086010001,0.412
12105012403,0.146
12105016003,0.372
13031110404,0.554
13089023310,0.258
16027021903,0.198
17031030601,0.382
17031061901,0.256
17031140200,0.422
17031570300,0.184
17031640400,0.454
17031830900,0.396
17097864101,0.076
17109010600,0.774
18141001700,0.382
21047200400,0.49
21111000800,0.624
22039950200,0.364
22051020700,0.41
22077952200,0.378
22097961600,0.564
22109000700,0.486
25009269100,0.072
25017356400,0.424
24033803514,0.196
23005001700,0.516
26045020302,0.36
26121000800,0.54
26163525800,0.416
26163535600,0.31
26163571500,0.394
27053026006,0.55
27053026816,0.236
27115950500,0.44
27123031100,0.586
27139080100,0.726
28155950300,0.546
30049001201,0.37
37129011705,0.282
37141920102,0.542
38101010600,0.558
34013010700,0.468
34017019800,0.278
35001002600,0.476
35045942900,0.364
32003002939,0.406
32013010600,0.416
36055008702,0.636
36059301700,0.266
36061001501,0.518
36061015001,0.306
36067005500,0.504
36071012602,0.294
36081085500,0.38
36087011302,0.224
39029952400,0.302
39049008811,0.456
39095009101,0.296
39107967600,0.16
39145002800,0.614
40031000100,0.322
40145030505,0.388
41051001201,0.47
42003250900,0.49
42017100900,0.212
42043022606,0.438
42053530300,0.418
42077006303,0.422
42101001600,0.328
42133022600,0.45
72087110102,0.356
72097080500,0.44
45019003104,0.936
45021970302,0.142
45063020707,0.756
47037018202,0.562
47043060601,0.304
47047060501,0.254
47047060800,0.236
47065011446,0.406
47157002900,0.378
47163040200,0.41
47173040100,0.342
48029190503,0.294
48121021720,0.318
48135001800,0.446
48139061600,0.336
48199030300,0.29
48201230900,0.714
48339693200,0.872
48355001500,0.428
48411950200,0.368
48473680300,0.412
49035112615,0.378
51047930501,0.294
53033001800,0.376
53053072109,0.296
53053073006,0.33
54037972203,0.416
2090001900,0.088
1093964100,0.428
5131001002,0.118
4013723304,0.41
6001451506,0.4
6013320003,0.354
6037212204,0.386
6037302504,0.4
6037573003,0.4
6037601801,0.392
6037920028,0.276
6037980009,0.4
6067007433,0.42
6067008009,0.74
6073015801,0.384
6075016900,0.154
6075026200,0.544
6085505203,0.266
6097153808,0.38
6097154201,0.27
6099002603,0.45
8001008542,0.302
8043978400,0.426
8059011712,0.368
8071000300,0.348
8123002204,0.38
9011702900,0.52
11001009509,0.278
12019031500,0.404
12057001100,0.418
12057010818,0.554
12081002016,0.344
12086009030,0.418
12086019700,0.414
12101032112,0.57
12103024803,0.644
12117022005,0.55
13067030209,0.356
13089022203,0.406
19153011404,0.4
19169010600,0.396
19193001400,0.75
17031110502,0.566
17031210601,0.296
17031560800,0.482
17031839100,0.202
17043841111,0.612
17099962900,0.446
17119403121,0.712
17125956700,0.336
17143004600,0.09
17197883216,0.442
18019050303,0.552
18039002102,0.496
18089043102,0.228
18097380403,0.584
18105000903,0.232
21029020400,0.204
25005653204,0.35
25009204300,0.302
25021419200,0.262
25025101002,0.256
24023000500,0.23
23003952900,0.368
23005001900,0.43
26049010305,0.454
26099226100,0.35
26139024400,0.29
26145011500,0.448
26161412100,0.962
