"tractid","death_injury_rf_risk_prob"
37119001400,0.636
31153010619,0.43
33013003200,0.338
34001012701,0.194
34007605700,0.696
34013013600,0.476
34013020200,0.092
34025810300,0.216
34031124401,0.574
35001000710,0.338
35001004749,0.476
35031945700,0.224
35039000300,0.42
32003003630,0.204
32003004907,0.394
32031002801,0.448
36005036800,0.272
36035971400,0.514
36055014504,0.308
36063023300,0.668
36083052303,0.284
36087013001,0.308
36111952900,0.188
39035118500,0.424
39035122100,0.442
39035180104,0.174
39049007933,0.4
39049009000,0.212
39093070400,0.45
39151711000,0.364
39151713700,0.458
39153532701,0.354
39173020401,0.4
39173021200,0.214
40017301201,0.49
40021978100,0.312
40109107801,0.45
41029000100,0.308
41067031907,0.618
41067032005,0.542
42003429700,0.396
42003445500,0.318
42003521301,0.48
42017106500,0.28
42021013300,0.338
42029302500,0.514
42075004200,0.376
42101002702,0.426
42129802500,0.606
45045001204,0.432
45045001700,0.56
46123971600,0.372
47001020400,0.3
47073050100,0.304
48113002702,0.374
48141010203,0.472
48183010500,0.21
48201232302,0.158
48201510300,0.394
48441011300,0.294
48453002435,0.386
51013102802,0.362
51179010205,0.368
53005011401,0.214
53033025102,0.5
53033030404,0.632
53037975700,0.718
53053072000,0.268
53061053301,0.122
53077940002,0.222
55099970600,0.396
54019020201,0.432
54039010200,0.488
54079020100,0.476
4013061022,0.238
4013108501,0.404
4013814300,0.398
4019004421,0.31
6013326000,0.33
6025011900,0.708
6037102105,0.52
6037137502,0.188
6037267404,0.294
6037575101,0.422
6037910002,0.426
6047001005,0.426
6073005900,0.37
6073009804,0.414
6075020300,0.296
6081608002,0.326
6083980000,0.344
6087121401,0.398
6095252707,0.58
11001006802,0.362
12009062500,0.404
12011110327,0.326
12031015925,0.468
12039020400,0.216
12059960100,0.972
12086006203,0.352
12086008702,0.416
12095016407,0.272
12099007835,0.314
12109020803,0.268
12113010400,0.59
13117130405,0.728
13121003100,0.644
13151070501,0.26
15001991100,0.262
19013002200,0.444
19083480500,0.424
19091970200,0.408
17031010502,0.776
17031030300,0.334
17043841705,0.364
17075950100,0.484
17097864901,0.276
17179020900,0.622
18035000500,0.352
18091042200,0.418
21111010318,0.18
22071001735,0.302
22071002501,0.298
22073001100,0.478
22117950200,0.372
25017312100,0.232
25017322300,0.508
24013514202,0.292
24033802201,0.444
23003950600,0.332
23025966000,0.218
26125127700,0.428
26125158200,0.334
26135970500,0.376
26161413000,0.432
27013171101,0.67
29189217807,0.318
28035010101,0.366
28069030100,0.26
30007000200,0.362
30023000300,0.674
37021001700,0.108
37025041601,0.32
37051001601,0.696
37053110102,0.332
37067004010,0.304
37097061202,0.274
37157040800,0.47
31055003402,0.438
31153010626,0.316
33011002400,0.472
33015990000,0.262
33019975200,0.38
34017004900,0.216
34017032400,0.356
34027040801,0.046
34039038900,0.188
32003004500,0.672
32019960303,0.146
32031002614,0.412
36005013100,0.316
36005031000,0.366
36013036500,0.274
36047001300,0.35
36047042400,0.22
36071001500,0.37
36081016400,0.384
36103135204,0.268
39017000600,0.524
39017014400,0.584
39035171102,0.68
39035174103,0.23
40079040302,0.388
41017000200,0.398
41057960600,0.666
42003562900,0.458
42007601200,0.386
42029300400,0.248
42035030600,0.518
42041011605,0.338
42079214300,0.402
42089300700,0.376
42129806400,0.374
42133020922,0.302
72089140201,0.416
72107954902,0.404
44009050902,0.286
45073030602,0.372
45083020400,0.272
46003973600,0.332
47001021000,0.586
47009010500,0.654
47019070200,0.422
47151975000,0.142
47161110700,0.538
48029121404,0.274
48029131503,0.582
48029181100,0.544
48107950200,0.44
48113012204,0.882
48113016511,0.336
48181001900,0.95
48201312300,0.486
48201554802,0.526
48291700100,0.44
48303000603,0.246
48491021201,0.432
48491021504,0.256
51127700100,0.392
53033027400,0.4
53033030312,0.728
53053061900,0.268
53061052708,0.378
55043960900,0.398
55059002200,0.392
55101000500,0.258
55117001100,0.592
56037970800,0.168
2020000901,0.522
1001020802,0.106
1081041300,0.444
1097002100,0.414
4013104216,0.48
4013111800,0.288
4013422617,0.3
6029005700,0.296
6037214902,0.294
6037240010,0.414
6037501200,0.4
6037501300,0.386
6037534804,0.368
6037600912,0.414
6055201500,0.372
6059042103,0.944
6065041702,0.416
6067003800,0.41
6077004404,0.39
6083002101,0.382
6085503804,0.416
6097152802,0.472
6101050702,0.468
6111006000,0.4
8031003001,0.564
8043978200,0.69
12031010102,0.722
12049970101,0.122
12057011106,0.476
12071000402,0.252
12073002416,0.372
12083002701,0.578
12083980000,0.262
12087970400,0.434
12093910500,0.286
12101032001,0.522
12127091017,0.376
12127091018,0.478
13021012600,0.348
13121004200,0.578
13131950300,0.44
13153021202,0.796
15003009504,0.344
19011960300,0.56
19111490200,0.446
19141490200,0.386
19153000202,0.418
19179960100,0.366
17015960100,0.19
17031160602,0.41
17031220901,0.358
17031814000,0.38
17031842600,0.27
17037001300,0.23
17043841321,0.364
17043842300,0.176
17097861012,0.202
17197880309,0.2
17197883402,0.408
18011810400,0.254
18043070200,0.33
18043071104,0.544
18063210603,0.374
18081610701,0.42
18097341000,0.256
20041084500,0.252
20133951900,0.314
20173007301,0.334
20183475800,0.48
21185030502,0.242
22051022500,0.372
22071008500,0.42
22119031700,0.364
25015821200,0.322
25027753100,0.112
24003701101,0.294
24033803601,0.224
26025002100,0.268
26073000100,0.378
26093742402,0.57
26139021700,0.356
26163546100,0.11
26163564100,0.444
26163564402,0.496
27003050215,0.29
27037060815,0.562
27037061001,0.252
27139080906,0.31
29031881000,0.48
29047021001,0.724
29095006100,0.748
29169470500,0.348
28057950100,0.418
28059042500,0.424
28131020202,0.634
37031971101,0.268
37075920100,0.222
37105030502,0.412
37119001802,0.584
31055007468,0.416
31109002800,0.396
33007951100,0.268
33019975902,0.382
34025812300,0.472
34027046103,0.31
36027190204,0.232
36029009600,0.414
36047010000,0.398
36055008600,0.59
36055013601,0.396
36059407900,0.358
36081004300,0.396
36081157901,0.176
36103190401,0.264
39007001002,0.324
39035104900,0.354
39035121100,0.572
39077915700,0.446
39089756500,0.25
39089757400,0.622
39153531801,0.854
39169000700,0.254
40081961300,0.48
40125500200,0.368
40143005300,0.438
40143007616,0.09
42003522000,0.502
42011011702,0.482
42017104506,0.322
42079201400,0.342
42079215800,0.286
42091202401,0.38
42101016000,0.26
72021031005,0.418
45057010500,0.32
47083120200,0.864
47139950300,0.238
47155080700,0.522
47157004200,0.382
47157020511,0.718
48029121904,0.37
48029170800,0.404
48029172003,0.56
48039660300,0.278
48085030404,0.21
48085031411,0.374
48113000900,0.408
48201254400,0.42
48213950400,0.21
48227950700,0.47
48303010700,0.692
48439105502,0.17
49049001106,0.154
51650010702,0.526
50011010800,0.426
50025967800,0.068
50027965502,0.292
53009001900,0.242
53011040604,0.616
53053063000,0.452
55025011200,0.33
55079001400,0.404
55115100900,0.636
55141011500,0.218
56005000700,0.504
56021001300,0.426
1029959800,0.064
1101005901,0.356
4019004513,0.464
6001440200,0.378
6037128101,0.402
6037208302,0.226
6037262100,0.244
6037276000,0.374
6037301900,0.288
6037402304,0.256
6037430701,0.33
6037502901,0.34
6037571503,0.376
6037701801,0.282
6037800102,0.506
6045011500,0.61
6059074405,0.398
6065045233,0.544
6071002204,0.318
6075023400,0.414
6085506103,0.358
6095252706,0.348
6097151401,0.426
6107000202,0.424
9003400300,0.282
9011690700,0.57
10001040501,0.632
12009064902,0.71
12031012500,0.654
12057013406,0.602
12071050601,0.476
12086000901,0.19
12086011800,0.422
12086014800,0.404
12095014806,0.42
12097043201,0.316
12099004812,0.574
12105012113,0.692
13067031312,0.382
13139001608,0.228
13185011200,0.448
13263960300,0.41
19045001000,0.24
19137960300,0.394
19163010600,0.454
16051960100,0.338
18003010900,0.31
18081610100,0.126
18097355100,0.31
20065952100,0.374
21067003803,0.452
21209040502,0.334
21225950100,0.412
22019003101,0.248
22051020101,0.408
22081960300,0.508
25013810403,0.278
25017300100,0.28
25017358600,0.264
25017373300,0.284
25021403300,0.118
24005402305,0.444
24027606906,0.524
24033806711,0.43
24510150800,0.458
23029955800,0.406
26125170000,0.536
26125197600,0.438
26163516000,0.28
26163564600,0.216
27023950400,0.408
27035950204,0.31
29021001000,0.746
29043020203,0.716
29095005400,0.704
29119070100,0.412
28159950100,0.612
28159950200,0.586
30047940303,0.358
30111000402,0.648
30111001801,0.314
37003040200,0.34
37055970400,0.29
37057060800,0.462
37097061408,0.352
37161961000,0.41
34005701302,0.35
34041030900,0.25
35047957600,0.406
32031002615,0.406
36047026900,0.382
36047028501,0.358
36047072000,0.348
36061002601,0.238
36081026902,0.318
36109000200,0.426
36119001403,0.33
39049007512,0.27
39061001700,0.39
39085205300,0.308
39095002300,0.454
40019892700,0.2
40071001302,0.342
41041951100,0.266
42003202300,0.436
42003220600,0.42
42011001800,0.346
42039112002,0.366
42041011304,0.622
42045407404,0.28
42095016201,0.392
42101006700,0.658
42103950702,0.338
42129807300,0.22
72027320600,0.398
72031050231,0.432
72103170300,0.39
45089970600,0.396
48029180400,0.44
48113005300,0.366
48135000300,0.632
48183000600,0.226
48233951000,0.288
48303010402,0.74
48439101500,0.664
48439106600,0.472
49037942100,0.39
49053271100,0.41
51005080202,0.332
51013100500,0.256
53011040416,0.372
53033021000,0.204
53033023401,0.35
53033031301,0.336
53041971400,0.148
53051970400,0.402
53063011500,0.43
55079000202,0.418
55079017900,0.518
55079100900,0.374
55131470202,0.282
1073011002,0.492
5053470100,0.126
4013116608,0.378
4013421302,0.588
4013617200,0.422
4019003504,0.31
6037123520,0.398
6037297120,0.432
6037302505,0.402
6037430400,0.318
6067009008,0.438
6071005300,0.39
6073017042,0.34
6073020807,0.292
6075030500,0.378
6095980000,0.352
6097150306,0.374
6107004101,0.242
8033000100,0.378
8123002014,0.406
9009142300,0.368
12021011001,0.38
12053041105,0.48
12071001911,0.382
12071001913,0.492
12071030203,0.404
12086004103,0.364
12086005410,0.4
12099004813,0.532
12099005917,0.4
12103022301,0.644
12113010502,0.342
12131950102,0.26
13051004212,0.254
13059150900,0.364
13063040525,0.322
13117130503,0.222
16069940000,0.358
17031803013,0.596
17031807400,0.308
17031810302,0.334
17039971500,0.292
17043841327,0.304
17043841703,0.28
17081050300,0.384
17089852906,0.438
17137951600,0.182
17197883303,0.342
18073101100,0.362
18093950600,0.392
20177001200,0.316
21089040501,0.232
21147960300,0.392
21175950300,0.41
22083970100,0.462
25009210100,0.624
25011040800,0.198
25025010404,0.1
25025020303,0.254
24003750101,0.852
24005980200,0.262
24027606705,0.392
24031700104,0.744
24031701221,0.352
24510010100,0.232
26125151000,0.18
26139021201,0.396
26163505500,0.396
27053001100,0.406
27141030404,0.348
27157490600,0.356
29019001902,0.308
29095010001,0.282
29097011400,0.496
29175490400,0.662
28081950201,0.422
28099010200,0.518
30001000300,0.448
37029950101,0.244
37125950900,0.484
37133002600,0.196
31025966100,0.32
31141965300,0.396
33005970700,0.488
33009960200,0.326
34003032103,0.294
34039033100,0.272
34039039700,0.63
35035000305,0.458
32003005006,0.284
32031003504,0.434
36013035700,0.504
36043010502,0.218
36047026500,0.368
36047078000,0.286
36059407204,0.224
36061004000,0.258
36081050201,0.36
36081085700,0.2
36091060200,0.46
36119001200,0.184
39003010200,0.324
39035131103,0.32
39103416100,0.356
39133600602,0.224
39169001200,0.446
40049681800,0.14
40131050203,0.316
41027950400,0.638
41047010802,0.574
41051002501,0.264
42043024104,0.306
42065950500,0.092
42101017601,0.526
42101028600,0.648
42101038400,0.376
72005401301,0.396
44003020602,0.268
45033970400,0.462
45079011301,0.684
47157022220,0.334
47165021107,0.494
47189030309,0.532
48029131505,0.382
48061012613,0.396
48085031652,0.892
48187210709,0.424
48201340203,0.336
48339692601,0.288
49057210506,0.238
51127700300,0.364
51510200104,0.218
51710005601,0.408
50011010400,0.304
53033001400,0.338
53033005900,0.274
53033022803,0.532
53035090700,0.424
53041970900,0.458
53063011201,0.474
55009001100,0.438
55089650101,0.106
55097961200,0.372
54001965700,0.534
54033030500,0.2
2090001500,0.876
1057020000,0.348
1083020401,0.408
1097007101,0.46
5035031000,0.404
5125010103,0.356
6001438204,0.42
6013355117,0.376
6013374000,0.384
6037191902,0.318
6037406000,0.388
6037408402,0.41
6045010801,0.112
6059001303,0.366
6061021802,0.4
6077003602,0.376
6085503313,0.426
6085509600,0.304
8059012047,0.414
8113968101,0.176
9009194201,0.096
12009071336,0.154
12021010110,0.738
12071001000,0.454
12073002101,0.454
12083980100,0.262
12086011201,0.432
12091020700,0.39
12103020500,0.718
12105014502,0.374
12109020901,0.456
12109021407,0.298
13059002200,0.424
13097080102,0.282
13121011614,0.13
13135050537,0.638
13143010302,0.54
13175951000,0.614
15003008931,0.386
15003009603,0.616
19169000100,0.578
17043842601,0.318
17053961800,0.288
17097865801,0.192
17119400802,0.426
17157951100,0.558
17201980000,0.262
18001030700,0.258
18019050803,0.572
18097322600,0.5
18097390102,0.316
20015020500,0.814
20173001000,0.664
21111012002,0.302
21177960600,0.408
22051027803,0.48
25009262100,0.032
25017382602,0.18
25021415300,0.532
25025090600,0.384
24001002100,0.664
24005403701,0.212
24029950400,0.23
24033803608,0.676
24033805601,0.422
24510250206,0.152
26077002002,0.526
26081010200,0.458
26099230800,0.274
26145010302,0.53
26163517200,0.34
27053026822,0.286
29017950100,0.672
29059480100,0.426
29077001200,0.504
29189211333,0.37
29211480300,0.416
29510115400,0.322
37067000400,0.878
37183054207,0.292
38071957700,0.376
31035962100,0.376
34013005000,0.394
34015501203,0.342
34029731201,0.492
32003005703,0.792
32003005903,0.438
36005036100,0.238
36027080201,0.438
36045061200,0.334
36047077000,0.364
36047089000,0.872
36047117800,0.412
36061006400,0.162
36069051700,0.466
36073040801,0.262
36081012000,0.732
36081020600,0.548
36081023000,0.458
36081138502,0.348
36085023900,0.18
39035136102,0.38
39093070102,0.43
39099801300,0.716
39155931300,0.548
39157021900,0.56
40015161900,0.398
40145030502,0.426
41051009302,0.424
41067030502,0.426
42003090200,0.176
42007602800,0.42
42031160101,0.328
42045401402,0.452
42079211301,0.322
42101008101,0.45
72011810600,0.416
72013302100,0.396
72097081512,0.382
72139060102,0.402
45037970300,0.43
45051020300,0.932
47157001100,0.716
48029181601,0.396
48085031408,0.304
48113013616,0.186
48149970700,0.352
48157670400,0.338
48201342002,0.374
48201455300,0.41
48201522500,0.246
48427950500,0.328
48439113519,0.366
48441010500,0.648
48441013600,0.248
49035112100,0.45
51079030200,0.242
51510200102,0.354
51510201400,0.528
53011041400,0.284
55079006000,0.382
55079006100,0.428
55079020200,0.462
55105000800,0.39
55131450105,0.312
55139002900,0.474
54075960200,0.398
56015957900,0.442
2185000100,0.254
1125010202,0.358
4005000500,0.3
4013092719,0.414
4013114600,0.414
4027011112,0.458
6013334001,0.372
6013345116,0.35
6019004504,0.5
6037123104,0.412
6037237401,0.386
6037311000,0.402
6059032030,0.536
6059075403,0.422
6059088701,0.432
6063000501,0.45
6067001600,0.36
6073010104,0.424
6073010502,0.39
6075012901,0.234
6083001206,0.302
6085505700,0.36
6085507500,0.478
6093000800,0.118
8005080600,0.486
8013012701,0.552
9003514800,0.552
11001008410,0.372
12021010401,0.422
12021011002,0.356
12031010700,0.304
12033002604,0.282
12053040502,0.594
12057013409,0.408
12099005817,0.398
12103024302,0.472
12103026818,0.456
12111382003,0.278
13009970800,0.134
13013180106,0.412
13051011104,0.418
13089023602,0.302
13135050217,0.368
19029190200,0.368
19081270100,0.41
19103000302,0.484
16073950102,0.288
17031062100,0.2
17037000500,0.382
17043842710,0.244
17089852002,0.148
17089853200,0.32
18039001702,0.77
18141002000,0.476
20169001200,0.214
21001970500,0.378
21099970100,0.38
22017023800,0.456
22051027810,0.202
22087030700,0.494
25009208102,0.464
25013800800,0.264
25017312400,0.292
25023510503,0.134
25023511701,0.352
25025030500,0.138
25027752100,0.254
24033800509,0.248
24033800800,0.528
23025966600,0.446
26043950200,0.31
26055551200,0.344
26103002600,0.356
26125128100,0.21
26125157400,0.356
26163539700,0.454
27025110302,0.374
27053023502,0.202
27053026611,0.302
27109001601,0.234
28139950100,0.298
30047940301,0.266
37081012705,0.278
37119006215,0.758
37129012009,0.538
34003039300,0.102
34011041000,0.374
34013002300,0.388
34023002101,0.232
34035052400,0.258
32023960405,0.434
36029010803,0.402
36029012902,0.398
36047015100,0.21
36047039100,0.214
36047041000,0.36
36059411400,0.23
36061021703,0.262
36063022401,0.408
36067016902,0.588
36081027000,0.402
36081047900,0.5
36087010701,0.36
36095740500,0.28
36103146002,0.566
36119001101,0.398
36119009300,0.332
39061008000,0.108
39061010004,0.244
39139002900,0.638
39149971900,0.25
39173021400,0.116
40017301003,0.438
40131050101,0.458
40143001400,0.288
41039000902,0.24
41067030900,0.46
42003050600,0.608
42043024400,0.354
42045407501,0.394
42049010101,0.344
42071011100,0.196
42079212700,0.754
42129803800,0.128
45079011607,0.238
46095940300,0.43
47091956300,0.422
47165021009,0.556
48085031507,0.316
48085031714,0.406
48113014407,0.384
48201420100,0.406
48215022502,0.394
48343950300,0.442
48453002111,0.318
49009960100,0.322
49049001503,0.366
51087200201,0.626
51153901304,0.348
53011040603,0.426
53011040810,0.406
53033032327,0.142
55025011600,0.264
55079013400,0.284
54049021600,0.702
1031010700,0.384
1125011401,0.37
5007020701,0.408
5011950100,0.222
4013040522,0.428
4013105102,0.352
4013422222,0.438
6007001100,0.226
6037106111,0.35
6037572201,0.292
6059088905,0.594
6061021045,0.342
6071001503,0.42
6073009805,0.38
6073020309,0.412
6081601605,0.426
6085507807,0.396
6099003605,0.388
6105000300,0.51
8003960000,0.62
8093000200,0.362
8101001400,0.526
8123002502,0.232
9009361402,0.292
11001009508,0.386
10005050901,0.376
12071040123,0.244
12081000201,0.288
12086004602,0.206
12099002800,0.562
12099007201,0.434
13017960100,0.364
13059130400,0.422
13071970400,0.038
13127000600,0.584
13195020500,0.362
13241970100,0.406
15003005100,0.412
19059450800,0.622
17031010202,0.568
17031491300,0.736
17031820700,0.394
17031834600,0.586
17033880400,0.554
17097861510,0.52
18097322500,0.44
18165020500,0.54
20035494000,0.612
20091053804,0.534
20179952600,0.394
21111012107,0.444
22051023002,0.414
22071007501,0.474
22073000700,0.462
22103040104,0.382
25009209100,0.08
25017356300,0.24
25021418200,0.838
25025000601,0.118
25027710800,0.28
25027755100,0.312
24001001000,0.676
24031701509,0.132
24033804700,0.822
24045000100,0.312
26065980200,0.262
26099225900,0.072
26115832400,0.342
26121000601,0.458
26125152700,0.174
26145012300,0.352
27037061401,0.31
27053025100,0.636
27053027300,0.264
27069090200,0.408
29095013203,0.324
29127960300,0.44
29189210100,0.45
29189220441,0.412
29510113500,0.612
28059040300,0.196
28113950400,0.47
28121020600,0.45
30111000600,0.264
37051003104,0.16
37081012510,0.278
37129990100,0.262
37171930501,0.252
37183052409,0.394
31037964700,0.39
31089974000,0.37
34003020100,0.134
34017010100,0.032
34029717102,0.282
32003005437,0.318
36005032800,0.458
36047014200,0.366
36047098400,0.252
36067016801,0.124
36081002400,0.282
36081038100,0.66
36099950800,0.248
39011040300,0.358
39035124202,0.466
39061005301,0.254
39061023501,0.206
39119911400,0.33
39153520600,0.42
39173020800,0.27
41039000904,0.294
41051003402,0.382
42003406000,0.064
42003473602,0.436
42003474203,0.292
42011012800,0.382
42049011002,0.452
45079011412,0.402
46085972600,0.396
46101959600,0.586
47065011700,0.144
48005000700,0.636
48029131402,0.284
48029170102,0.276
48029171000,0.666
48033950100,0.382
48141004004,0.478
48141004107,0.404
48257051201,0.412
48325000500,0.374
48351950300,0.168
48381021702,0.334
49011125304,0.424
49053270901,0.376
51195931000,0.406
50007003304,0.39
53011041309,0.35
53033009300,0.568
55001950202,0.274
55025001804,0.458
55059001000,0.432
55131420103,0.314
55133203402,0.36
54039001902,0.176
54039011401,0.4
56005000100,0.524
56037971000,0.58
1071950200,0.382
1125010406,0.334
5085020101,0.378
4013061038,0.374
4013422510,0.39
4013613200,0.434
4019004620,0.472
6001407300,0.37
6001450751,0.3
6037120105,0.4
6037192520,0.526
6037194102,0.344
6037206020,0.318
6037293306,0.36
6037574500,0.42
6037601100,0.372
6037621002,0.356
6053014202,0.452
6061020712,0.42
6065043504,0.258
6067006202,0.282
6085504321,0.458
6089012604,0.254
6097153102,0.406
8001008529,0.232
8005007600,0.402
8031008388,0.222
11001004802,0.324
10001041400,0.742
12011020204,0.442
12029970102,0.382
12071010802,0.614
12086002001,0.424
12086009311,0.3
12091021700,0.392
13067030106,0.506
19013001502,0.458
19193002101,0.468
17057953300,0.424
17159978300,0.53
18003011900,0.392
18005010200,0.408
18097355000,0.448
18097360202,0.492
20173009507,0.362
21111001700,0.678
22071000611,0.424
22071001302,0.432
22071012300,0.378
22079010600,0.232
22105954700,0.89
22109000101,0.224
25017314102,0.346
24005490602,0.25
24033807407,0.378
23007971200,0.246
26125158100,0.22
26163503100,0.466
27053025701,0.59
27123040503,0.23
27137015700,0.216
29071800401,0.306
29510101400,0.456
29510110400,0.468
28049011300,0.326
28089030500,0.444
28151001200,0.678
37063001503,0.386
37097060802,0.34
37101040302,0.616
37129980100,0.262
37153971000,0.112
31055006806,0.294
33011011000,0.244
34005702809,0.38
34007607702,0.408
34007609203,0.686
34037372100,0.272
35015000700,0.244
32003005807,0.38
36005006500,0.348
36029011500,0.448
36047013300,0.206
36051030800,0.056
36071014501,0.21
39035196400,0.514
39049007534,0.356
39081011900,0.496
39085204900,0.52
39087050900,0.606
39153503800,0.71
40109107808,0.482
40119010900,0.342
41005020401,0.322
42045410000,0.238
42049002000,0.454
42121200900,0.488
42127960700,0.292
42129806600,0.154
72127002200,0.46
72139060223,0.36
45047970900,0.354
45079010104,0.366
47035970800,0.428
47157005000,0.424
48027021800,0.166
48029170401,0.418
48091310401,0.42
48091310502,0.332
48113007604,0.046
48113016406,0.422
48139060702,0.52
48139060803,0.256
48201231600,0.44
48213950903,0.552
48439122300,0.432
48479001721,0.442
48493000500,0.354
51041100935,0.34
51051040300,0.196
51177020201,0.392
51710000600,0.444
53045961200,0.44
55025012800,0.108
55079101400,0.624
56033000300,0.458
1073000100,0.51
1077011501,0.258
1109188800,0.434
5031000102,0.178
5119004105,0.542
4019004115,0.46
4019941000,0.44
6037128220,0.43
6037141500,0.264
6037265510,0.204
6037408302,0.416
6037482800,0.262
6037910606,0.422
6065041808,0.334
6065042300,0.358
6065043247,0.308
6067009108,0.46
6085502500,0.318
6089011702,0.422
6095252913,0.392
6111002905,0.378
6111004600,0.318
8059011202,0.538
8069000202,0.742
9003497600,0.362
9009150400,0.368
11001004002,0.216
12001001811,0.668
12011010502,0.342
12057006101,0.35
12057011206,0.506
12086009306,0.386
12086018300,0.398
12095011100,0.41
12101031101,0.666
13021012200,0.328
13059000401,0.394
13077170303,0.368
13135050215,0.424
13217100600,0.356
19073080500,0.41
16011950500,0.286
17031150600,0.398
17031410100,0.402
17031671100,0.162
17031730202,0.266
17031801603,0.516
17031804308,0.474
17031824503,0.656
17077010400,0.236
17111870500,0.158
17111870904,0.562
17143001600,0.458
18003000900,0.636
18013974700,0.136
18085961000,0.35
18089042802,0.31
21009950100,0.332
21029020300,0.378
21121930300,0.408
22011960700,0.664
22071980100,0.386
25013812401,0.672
25017351300,0.338
25017373200,0.6
25025000704,0.092
25027758102,0.198
24005411410,0.378
24009860102,0.38
24015030903,0.29
24031700704,0.392
24033801901,0.952
24510271101,0.624
23011014000,0.288
26049011401,0.552
26065001200,0.484
26077000900,0.438
26125121500,0.374
26125144500,0.61
27003051400,0.554
27053021200,0.242
29023950100,0.372
29165030305,0.3
28075000200,0.766
30029001100,0.618
30095966500,0.21
37045950601,0.394
37045951100,0.512
38049955600,0.396
33015051000,0.114
34003060000,0.32
34017016300,0.316
34031124601,0.618
34039037400,0.18
35055940100,0.39
36005023200,0.178
36033950400,0.498
36047115000,0.658
36061002202,0.268
36081051100,0.228
36081055100,0.526
36081093401,0.26
36083052502,0.368
39035173103,0.282
39085202800,0.278
39093022100,0.572
39095009800,0.86
39099810900,0.646
39133600706,0.234
40021978300,0.366
40133583700,0.528
40137000800,0.356
41003000202,0.37
41005020200,0.51
41047010201,0.234
41067033102,0.418
42003520002,0.448
42011013702,0.302
42035030900,0.28
42091201201,0.17
42101034000,0.394
42117951000,0.282
42131400600,0.31
45045002105,0.554
45045002107,0.516
45079011304,0.614
45085000400,0.4
47011010300,0.348
47021070104,0.264
47157020652,0.286
48113000606,0.34
48121021735,0.194
48141003901,0.364
48201232500,0.268
48201332700,0.428
48201432902,0.436
48203020102,0.392
48203020603,0.136
48415950100,0.534
48453002317,0.356
48453002433,0.38
48473680500,0.412
48491020509,0.044
51059480504,0.206
51145500200,0.3
51149850400,0.572
50007002701,0.5
53033029206,0.44
55035000400,0.144
55123960100,0.386
1109189000,0.382
1123962502,0.394
1129044000,0.316
5143010102,0.198
4013092721,0.336
4013113700,0.436
4013420108,0.366
6007002500,0.476
6019005911,0.53
6029000503,0.364
6037535102,0.342
6059099601,0.496
6061021108,0.438
6065040616,0.212
6065042510,0.384
6067009311,0.39
6071010413,0.426
6071010419,0.118
6083990000,0.262
6095251804,0.438
6095253206,0.3
8041001301,0.428
8077001800,0.298
8105977000,0.29
9003494400,0.362
9009345100,0.61
10003015000,0.414
12011110335,0.166
12015030301,0.176
12053040303,0.362
12055980000,0.262
12081000705,0.578
12085000901,0.434
12086001502,0.278
12086001606,0.41
12086003803,0.236
12095013510,0.586
12099000507,0.372
12099007302,0.344
12103025009,0.492
12103025014,0.46
12105012503,0.328
13057091006,0.38
13083040300,0.332
13121005501,0.444
13121008000,0.612
19153000101,0.626
16013960200,0.37
17031190200,0.382
17031820605,0.336
17043842704,0.76
17181950500,0.698
17203030601,0.604
18039000501,0.526
18039002000,0.562
18091040100,0.388
20155000100,0.272
21111011005,0.56
21111012603,0.656
21117061300,0.728
22003950500,0.408
22051022600,0.266
25017324102,0.682
25027712102,0.586
24003702701,0.216
24009860701,0.38
24027602100,0.228
24031704803,0.188
24510200800,0.632
23019940000,0.284
23021960301,0.398
26017285100,0.41
26033990000,0.262
26049013500,0.692
26063950600,0.354
26085961200,0.312
26125143500,0.206
26147630100,0.852
26163572200,0.284
27003051304,0.456
27037060817,0.382
27037060818,0.612
27053027400,0.196
27053122600,0.418
27145011400,0.476
29029950100,0.404
29095011405,0.452
29109470500,0.38
29189211000,0.316
28047002700,0.466
28161950300,0.126
30043962201,0.31
37001021701,0.36
37071030101,0.364
37071030402,0.384
37163970400,0.392
31099966600,0.334
33011023000,0.162
34001002400,0.402
34005702203,0.128
34005702603,0.326
34013012900,0.378
34013020300,0.204
34027045100,0.328
32003005359,0.368
36005002400,0.262
36005023302,0.442
36007014000,0.512
36047007800,0.318
36075021102,0.598
36089491000,0.232
36119003600,0.382
39005970400,0.322
39033975100,0.478
39037530100,0.638
39039958400,0.468
39057280102,0.34
39095002800,0.318
39113020601,0.666
39159050602,0.29
40035373500,0.364
41035971100,0.644
41039004900,0.338
41041950602,0.478
42003563100,0.276
42029302203,0.488
42041012300,0.432
42043024002,0.596
42045402800,0.394
42127960900,0.308
72127002002,0.4
44003020300,0.584
45085000201,0.41
45091061403,0.268
48029120502,0.472
48029152000,0.398
48061011700,0.47
48201310200,0.386
48201331200,0.646
48201532700,0.28
48215022701,0.436
48265960600,0.298
48303010511,0.864
48309001800,0.484
48365950500,0.36
48439113112,0.478
48491020410,0.414
49049010406,0.38
51590001302,0.602
53011042800,0.58
53077002101,0.39
55025001900,0.234
55031020400,0.384
55099970500,0.43
5119002104,0.526
4013040517,0.414
4013106801,0.268
4013107400,0.492
4013116720,0.398
4013420706,0.394
4013422103,0.626
4025001603,0.432
6029000200,0.646
6037219020,0.4
6037296300,0.25
6037300901,0.178
6037401603,0.584
6037601211,0.392
