Tract (Group 1)	risk_indicator
40109105600	1
40109105904	1
40109106602	1
40109106913	3
40109106914	4
40109106915	4
40109107001	1
40109107002	1
40109107206	1
40109107207	1
40109107216	1
40109107303	2
40109107401	2
40109107405	1
40109108010	1
40109108217	1
40109108302	1
40109108307	1
40109108504	1
40109108804	1
40111000100	1
40111000500	1
40111000600	1
40111000901	1
40113940003	1
40113940005	1
40113940010	1
40115574500	1
40115574800	1
40123088700	1
40123089100	1
40123089200	1
40125500301	1
40125500302	1
40125501001	1
40125501102	3
40125501300	2
4012980000	1
4013050603	1
4013061018	1
4013082008	1
4013092401	3
4013092500	1
4013092724	1
4013092801	4
4013092900	1
4013104100	1
4013104207	2
4013104302	1
40131050302	2
40131050407	1
40131050408	1
40131050601	1
40131050604	1
4013107400	2
4013108400	3
4013109400	1
4013109900	1
4013110002	2
4013110801	7
4013113201	1
4013113700	3
4013115500	2
4013116000	1
4013116100	1
4013116703	1
4013116707	1
4013319201	1
40133583500	1
4013421701	1
4013421702	1
4013422616	1
40135030202	1
40135030302	4
4013612400	1
4013612600	1
4013618500	1
40137000300	1
40137001100	1
4013815700	1
4013816600	1
4013817600	1
40143000100	1
40143000400	2
40143001600	1
40143002700	1
40143002900	0
40143003100	1
40143003400	1
40143004800	1
40143005002	1
40143005300	1
40143005801	1
40143006200	1
40143006804	0
40143007200	1
40143007305	1
40143007306	1
40143007311	1
40143007508	1
40143007515	1
40143007609	1
40143007624	1
40143007702	1
40143007900	1
40143008600	2
40143009004	2
40143009101	1
40143009300	0
40143009500	1
40145030101	1
40145030798	1
40147000400	1
4015950703	1
4015950706	1
4015951502	1
4015951800	1
4015953601	1
4015954800	2
4017960500	1
4019001303	1
4019002602	1
4019002801	1
4019003003	1
4019004011	0
4019004049	1
4019004061	1
4019004067	1
4019004115	1
4019004116	1
4019004334	1
4019940800	2
4021000318	1
4021000802	1
4021001301	1
4021001600	1
4021941400	2
4025001701	1
4025002001	1
4027000302	0
4027011104	1
4027011107	1
41001950100	1
41001950200	0
41005020800	1
41007950900	1
41011000100	1
41015950301	1
41015950400	2
41017000402	1
41017000900	7
41019070000	1
41019190000	1
41019210000	1
41027950100	1
41029000300	1
41029000405	1
41031940000	1
41031960201	0
41033360100	1
41033360600	1
41035970900	2
41035971400	1
41035971600	2
41039000100	1
41039000200	1
41039001001	1
41039002501	1
41039003800	0
41039004300	1
41039004502	1
41041950601	1
41041951100	2
41041951400	1
41043020802	1
41045970500	1
41047010502	1
41051004002	1
41051005700	1
41051006100	1
41051007202	1
41051007900	1
41051008100	1
41051008202	1
41051008400	1
41051008901	2
41051009604	1
41051010305	1
41051010402	0
41053020203	1
41053020400	2
41067030402	1
41067032004	1
41067032005	1
41071030502	1
42001030200	0
42003070900	1
42003160800	1
42003191900	1
42003261400	1
42003300100	1
42003415002	1
42003418000	3
42003435000	1
42003459102	1
42003468700	1
42003468800	2
42003480400	1
42003486700	1
42003491200	1
42003492700	1
42003492800	1
42003499400	2
42003504100	1
42003507000	2
42003515100	1
42003561000	2
42003561100	1
42003561700	1
42003562400	1
42003562700	1
42003563200	4
42003564500	1
42005950100	1
42007601200	1
42007601300	1
42007601400	1
42007602702	1
42007603300	1
42007604600	0
42007604901	0
42007605400	2
42009960900	2
42009961000	1
42009961100	1
42011001200	1
42011001700	2
42011010600	1
42011010802	1
42011010902	1
42011011400	1
42011011904	1
42013010102	1
42013100300	2
42015950500	2
42015951000	2
42017100303	1
42021010700	1
42021011400	1
42021012100	1
42021012400	1
42021013100	1
42021013400	1
42025020105	1
42025020700	1
42025020900	1
42027010500	0
42027010700	0
42027011100	1
42027011201	0
42027011901	0
42029305500	16
42031160102	1
42031160600	1
42033330800	0
42033330900	1
42035030100	1
42035030200	1
42037050300	1
42037051200	1
42041010100	1
42041011304	1
42041011305	1
42041012501	1
42041012600	1
42041013000	1
42043020300	2
42043020400	4
42043021200	6
42043021300	2
42043021600	1
42043022000	1
42043022900	1
42043023300	2
42043023500	2
42043024503	1
42045404800	1
42045410700	2
42049000700	1
42049000800	1
42049002800	1
42049011300	2
42049012002	2
42049012100	1
42051260300	2
42051262701	1
42051262900	1
42055010300	1
42055010600	1
42055011301	1
42055011400	1
42055011500	6
42055012000	1
42055012400	1
42059970100	6
42059970300	1
42059970400	1
42061950400	0
42061950600	1
42061951100	1
42061951300	1
42063960300	1
42063960600	1
42063961900	1
42065950300	1
42065950600	1
42067070100	1
42067070202	1
42067070300	1
42069100800	2
42069101200	1
42069101300	1
42069103000	1
42069110300	0
42069111100	0
42069111400	0
42069111500	1
42069111800	1
42069112000	1
42069112400	0
42069112600	1
42071010400	1
42071010900	1
42071011200	1
42071011504	1
42071013202	1
42071013400	1
42071013702	1
42071014502	1
42073000700	2
42073000900	1
42073011300	1
42075000401	1
42075002100	1
42075003200	1
42075004100	1
42077000700	2
42077002000	1
42077005402	1
42077006500	5
42077006600	11
42077006701	1
42079211204	1
42079211600	2
42079216100	1
42079216200	1
42083420200	1
42085032800	1
42087960800	1
42089300102	1
42089300305	1
42089300403	1
42093050300	4
42095010900	2
42095011200	1
42095015500	1
42095017102	1
42095017200	1
42095017300	1
42097080600	1
42097081000	2
42099030201	1
42099030202	1
42099030602	1
42101008602	1
42101027600	3
42101027800	34
42101028200	1
42101033701	45
42105950100	1
42107000100	1
42107000400	1
42107000900	1
42107001000	1
42107003500	1
42109070100	1
42115032300	1
42115032400	1
42115032500	1
42115032600	1
42115032901	1
42119090300	1
42119090502	2
42123970300	2
42125763700	1
42125771100	1
42125796000	2
42127960900	4
42129802002	2
42129803700	1
42129804701	1
42129804801	1
42129807200	1
42131400300	1
42133000200	1
42133000500	3
42133000700	1
42133010400	1
42133020420	0
42133020922	1
42133021220	1
42133021720	0
42133023100	1
42133023500	1
42133024001	4
44003020400	0
44003020604	0
44003022000	1
44003022201	3
44007001400	4
44007001500	2
44007001600	2
44007001700	2
44007002102	3
44007011000	4
44007012602	2
44007012803	2
44007014300	0
44007014800	4
44007015300	1
44007017000	2
44007017100	7
44007017900	0
44007018000	5
45001950100	1
45001950400	2
45003020702	1
45003020901	1
45003021102	1
45007000700	1
45007010104	1
45007011202	1
45007011300	1
45007011402	1
45011970200	1
45011970500	1
45013000200	1
45015020201	4
45015020302	4
45015020504	1
45015020600	1
45015020711	1
45019001100	1
45019001500	2
45019002502	1
45019002613	1
45019002702	1
45019003104	1
45019003107	2
45019003114	1
45019003115	1
45019003400	2
45019003800	1
45019004300	1
45019004400	1
45019004611	2
45019005000	1
45019005300	1
45021970502	1
45023020300	2
45023020400	1
45023020900	2
45025950102	2
45025950502	1
45027960201	1
45027960701	1
45029970401	1
45029970402	1
45029970500	1
45029970600	1
45031010300	2
45031010700	1
45031010800	1
45031011300	1
45031011400	1
45033970100	1
45033970400	1
45033970600	1
45035010200	2
45035010300	1
45035010603	1
45035010700	1
45035010808	1
45035010809	1
45035010816	1
45035010818	1
45035010819	11
45035010820	1
45037970202	1
45039960100	1
45039960200	1
45041000202	1
45041000500	1
45041000700	1
45041000800	2
45041000900	1
45041001100	1
45041001506	1
45041001900	1
45041002000	1
45041002400	1
45043920301	1
45043920800	1
45045000200	2
45045000500	0
45045001600	1
45045002105	3
45045002108	1
45045002304	1
45045002403	1
45045002604	1
45045002901	1
45045003301	1
45045003705	1
45045003706	1
45045003902	1
45045004101	2
45047970101	1
45047970600	1
45047970702	5
45047970800	1
45049920200	2
45049920400	1
45049920500	1
45051020300	2
45051051403	1
45051060204	1
45051060308	1
45051060403	1
45051070602	1
45053950100	2
45053950202	1
45057010500	1
45057010600	1
45059920103	1
45059920201	1
45063020507	2
45063020801	1
45063020803	1
45063020804	1
45063021018	2
45063021303	1
45065920200	1
45067950500	1
45069960200	1
45069960302	1
45069960500	1
45071950502	1
45073030701	0
45073031000	1
45075011400	1
45075011600	1
45077010100	1
45077010402	2
45077010501	1
45077010903	1
45077011002	1
45077011204	6
45077011205	0
45079002400	1
45079010200	0
45079010309	1
45079010501	1
45079010600	1
45079010900	1
45079011303	2
45079011404	1
45079011608	2
45079011800	2
45079011902	1
45079012000	1
45083020900	3
45083021500	2
45083021700	1
45083022202	2
45083022302	1
45083023600	1
45083023700	1
45085000100	2
45085000400	1
45085000700	0
45085000800	1
45085000901	1
45085001100	1
45085001300	1
45085001600	1
45085001703	1
45085001801	1
45085001802	2
45085001901	1
45087030700	1
45089970200	1
45089970300	1
45089970400	1
45089970501	1
45089970502	4
45089970600	1
45089970700	1
45091060401	3
45091060502	1
45091060804	1
45091060901	1
45091061302	2
45091061801	1
45091061802	1
46011958700	2
46013952000	1
46019967600	1
46023940200	1
46025955800	1
46029954501	1
46031941000	1
46035962600	1
46035962800	1
46047964100	1
46077958100	1
46099000405	2
46099000900	1
46103010200	1
46109940400	1
46109940800	1
46113940800	2
46121940100	1
46121940200	1
46129965200	1
46137941600	1
47001021201	2
47009010400	1
47009010800	2
47009011301	1
47009011402	1
47009011603	1
47009011604	1
47011010100	1
47013950400	0
47013950600	1
47019070500	2
47019071700	1
47021070201	1
47025970100	1
47025970500	1
47025970700	1
47025970800	1
47029920501	1
47029920700	1
47031970100	0
47033961200	1
47033961400	1
47035970301	0
47035970302	1
47035970400	1
47037010402	1
47037010501	1
47037011300	2
47037011500	2
47037012100	1
47037013300	2
47037013900	1
47037015623	1
47037016200	1
47037017300	1
47037017402	1
47037018101	1
47037018401	2
47037019003	1
47037019116	1
47037019600	2
47043060601	1
47047060501	1
47049965100	1
47051960201	1
47053966300	1
47053966400	1
47053966900	1
47053967000	3
47059090400	2
47059090700	1
47059091200	1
47059091400	1
47065001300	1
47065001400	2
47065002000	1
47065002300	1
47065002600	1
47065011323	1
47065012100	1
47067960600	1
47069950100	1
47069950400	1
47069950600	1
47071920600	1
47073050200	1
47073050302	3
47073050900	1
47075930301	1
47075930302	1
47075930400	1
47077975400	1
47081950301	1
47081950302	1
47083120200	1
47085130100	1
47085130300	1
47085130500	1
47089070400	1
47093002800	1
47093003200	2
47093004000	1
47093004404	1
47093004607	1
47093005502	1
47093006600	0
47093006800	0
47097050300	1
47097050505	1
47107970101	1
47107970700	1
47109930500	1
47111970100	1
47113000400	1
47113001100	1
47115050101	1
47117955200	1
47119010500	1
47119010600	1
47119011002	1
47123925000	1
47123925100	1
47123925200	1
47123925400	1
47125100300	3
47125100400	1
47125101101	1
47125101102	1
47125101306	1
47125101307	1
47125101500	0
47125101700	1
47125101802	1
47125101903	1
47129110200	1
47129110500	1
47137925100	1
47139950400	1
47143975000	1
47143975402	1
47145030500	6
47145030900	0
47147080104	1
47147080200	1
47147080606	1
47149040303	0
47149041101	1
47151975100	1
47153060101	3
47155080400	1
47155080700	1
47155080802	1
47155081102	1
47157000200	2
47157000600	1
47157000800	1
47157000900	1
47157001100	1
47157001300	1
47157001500	1
47157001900	1
47157003100	9
47157003200	4
47157005300	1
47157005500	1
47157005900	1
47157006200	1
47157007821	2
47157008700	1
47157008800	1
47157010000	1
47157010120	3
47157010220	3
47157010710	1
47157010820	1
47157011020	1
47157011200	1
47157011300	3
47157011800	1
47157020210	1
47157020512	3
47157020521	14
47157020523	1
47157020524	1
47157020541	2
47157020621	1
47157020644	1
47157020810	1
47157021135	3
47157021744	1
47157022023	1
47157022130	1
47157022210	1
47157022500	1
47159975400	1
47161110600	0
47161110700	1
47163040600	1
47163040800	1
47163042801	2
47163042900	1
47163043401	1
47167040100	1
47171080300	1
47173040100	1
47173040300	1
47175925200	1
47177930400	1
47177930600	1
47177930800	1
47179061702	1
47179061800	1
47179062000	1
47187050103	1
47187050904	1
47187051002	1
47189030600	2
48001950500	1
48001950901	1
48005000101	1
48005000200	4
48005000400	1
48007950500	1
48011950100	1
48019000101	1
48019000300	1
48021950100	1
48021950501	2
48021950600	1
48021950802	2
48025950500	2
48027020701	1
48027022200	1
48027022404	1
48027023000	1
48027023105	1
48027023106	1
48029110700	5
48029110800	2
48029111000	1
48029121119	3
48029121601	1
48029121812	1
48029130900	1
48029140200	1
48029140800	1
48029141200	1
48029141300	1
48029160502	1
48029171000	2
48029171402	1
48029171802	1
48029180201	1
48029180504	1
48029190604	2
48037010400	1
48037011402	1
48039660602	1
48039661900	1
48039663200	1
48039663800	1
48039664200	0
48041000300	1
48041000400	1
48041000500	1
48041000800	1
48041002008	1
48053960500	2
48053960800	2
48055960101	1
48055960300	1
48055960700	1
48059030102	0
48061010301	1
48061011100	1
48065950100	1
48067950300	1
48067950500	1
48073950100	1
48073950200	1
48073950300	1
48073950500	1
48073950600	1
48073951000	1
48085030305	1
48085030900	1
48085031648	1
48091310100	1
48091310200	1
48091310801	1
48091310901	1
48093950200	1
48097001100	1
48099010101	1
48099010102	2
48099010701	1
48099010804	1
48107950200	1
48113002400	2
48113003700	1
48113008701	1
48113008703	1
48113008704	1
48113009202	1
48113009303	1
48113009304	1
48113010500	1
48113011401	1
48113012206	1
48113012207	1
48113012701	1
48113013009	8
48113013720	1
48113014131	1
48113014302	2
48113016518	2
48113016520	1
48113016605	1
48113016705	2
48113016802	1
48113016902	1
48113017101	2
48113017808	4
48113018129	6
48113018135	1
48113018600	1
48113018700	1
48113019035	1
48117950400	1
48117950600	1
48119950100	1
48121020103	0
48121020309	1
48121021301	1
48121021304	1
48121021519	0
48121021521	0
48121021740	1
48121021753	1
48123970200	0
48133950200	1
48139060207	1
48139060300	1
48139060803	1
48139061600	1
48141000301	1
48141000401	2
48141000403	2
48141001002	1
48141001113	1
48141001114	1
48141003901	1
48141010345	3
48143950500	1
48147950800	1
48149970600	1
48157670800	1
48157673800	1
48157674800	1
48157675000	1
48163950100	1
48167721201	1
48167722600	1
48167723502	1
48179950500	1
48179950700	1
48181000303	1
48181000501	1
48181001102	1
48181001500	1
48181001802	1
48181001803	1
48183010302	1
48187210603	1
48187210604	1
48189950100	2
48189950700	1
48199030502	2
48201210900	1
48201211700	1
48201220300	1
48201220800	2
48201230200	1
48201232701	1
48201232702	1
48201233102	1
48201233103	1
48201233600	1
48201241101	1
48201252900	1
48201253200	1
48201254300	1
48201254500	2
48201310500	1
48201310900	1
48201311300	0
48201322200	1
48201322700	1
48201323000	1
48201331300	1
48201332000	1
48201334100	1
48201341501	1
48201350801	1
48201421403	3
48201421500	1
48201421600	15
48201422200	1
48201422301	1
48201432300	7
48201432701	1
48201452500	1
48201520300	1
48201521900	2
48201522402	1
48201531900	1
48201532300	3
48201532600	1
48201533200	1
48201533702	1
48201540200	10
48201540502	1
48201541700	1
48201542200	1
48201550200	8
48201550500	2
48203020104	1
48203020302	1
48203020402	1
48209010304	1
48209010400	1
48209010803	1
48213950100	1
48213950902	1
48215021305	1
48215022104	1
48215023507	1
48215023513	1
48217960100	1
48217961400	2
48221160208	2
48231960200	1
48231960700	2
48231961000	1
48233951000	1
48241950100	1
48241950800	1
48245000101	1
48245000600	1
48245000700	1
48245001200	3
48245001700	1
48245002400	1
48245002600	1
48245005100	1
48245006600	1
48245007002	1
48245011303	1
48249950100	1
48249950200	1
48251130211	1
48251130302	1
48251130601	2
48251130700	1
48253020500	3
48257050206	1
48257050500	1
48257050704	1
48257051300	2
48259970402	1
48265960100	0
48277000401	1
48277000500	1
48277000600	1
48277001000	1
48291700600	1
48293970100	1
48295950200	1
48303000100	1
48303000405	1
48303000900	1
48303001501	1
48303002400	2
48303010200	1
48303010508	1
48309001300	2
48309001500	1
48309001600	1
48309003707	1
48309003802	1
48309004300	2
48321730302	1
48323950204	1
48325000101	1
48327950300	1
48337950400	1
48339691900	1
48339692601	1
48339694400	1
48339694500	1
48339694600	1
48339694700	1
48347950302	1
48349970100	1
48349970200	1
48349970600	1
48349970700	2
48351950100	1
48353950400	0
48355000600	1
48355001902	1
48355003001	1
48355005406	1
48355005408	6
48355005410	1
48361021600	1
48361021900	1
48361022000	2
48365950100	1
48367140405	1
48367140409	1
48373210102	2
48375010600	2
48375013000	0
48375013400	1
48375014500	0
48375014900	1
48381021801	1
48381021900	1
48387950500	1
48395960400	1
48397040401	1
48405950200	1
48407200102	1
48407200200	1
48407200300	1
48409010202	1
48409010602	1
48421950200	1
48423000700	1
48423001601	1
48423001801	1
48423001802	1
48429950200	0
48429950300	1
48437950300	1
48439100201	1
48439100800	1
48439101202	2
48439101401	1
48439102100	0
48439102202	2
48439103601	2
48439103702	1
48439104100	0
48439104701	1
48439105503	1
48439105513	3
48439105800	1
48439106202	1
48439106515	1
48439110102	1
48439110302	0
48439110703	1
48439110905	1
48439111012	1
48439111552	1
48439113115	2
48439113910	1
48439114003	1
48439114102	1
48439114204	1
48439114205	1
48439122300	4
48439122700	0
48439122801	1
48439122900	0
48439123100	1
48439123200	1
48439123500	2
48441010700	1
48441010800	1
48441011500	1
48441013100	0
48451001704	2
48453000500	1
48453000603	6
48453001503	4
48453001765	1
48453001823	1
48453001908	1
48453002005	1
48453002207	1
48453002312	4
48453002407	3
48455950200	1
48457950300	1
48457950400	1
48459950200	1
48459950700	1
48467950400	3
48471790103	1
48479000601	1
48479000800	1
48479000903	1
48479001202	0
48483950300	1
48485010400	4
48485010800	1
48485011100	1
48485011900	1
48487950600	1
48489950300	1
48489950700	1
48491021000	1
48491021203	0
48493000103	1
48493000201	1
48493000500	1
48497150401	1
48497150403	2
48499950601	1
48499950800	1
49035100308	1
49035101000	1
49035113305	1
49035113308	1
49035113408	1
49035113509	1
49037978100	1
49049000103	0
49049000104	1
49049002000	0
49049002300	0
49049002801	12
49049003204	1
49057200700	1
49057201700	2
49057201800	1
50001960100	1
50001960700	0
50007002302	0
50007003503	1
50011010600	0
50017959500	2
50019951600	0
50019951700	1
50019951800	1
50019951900	1
50021963300	4
50021963700	1
50021964000	2
50023954200	1
50027965900	1
5007021001	1
5007021407	1
5009790200	1
5009790300	1
5011950200	3
5011950400	2
5019953900	1
5021950200	1
5023480100	1
5027950400	1
5029950100	1
5029950500	1
5031000300	NA
5031000401	NA
5031000402	1
5031000601	NA
5031000602	6
5031000700	1
5031001000	1
5033020201	1
5033020402	1
5035030101	1
5035030202	1
5035030502	1
5037950500	1
5039970200	1
5045030200	0
5045030301	1
5045030302	1
5045030303	0
5045030402	1
5045030403	1
5045031101	1
5045031102	1
5047950200	2
5047950300	1
5051010300	1
5051010600	2
5051011602	1
5055480200	NA
5055480300	1
5055480500	1
5057480200	1
5057480300	1
5063490700	1
5063490800	1
5065960100	0
5067480400	NA
5071951700	1
5071952200	1
5077470400	1
5083950500	1
5085020102	1
5085020700	1
5091020100	1
5091020701	1
5093010100	2
5093010700	2
5093010800	1
5093010900	2
5093011300	1
5095950100	1
5097953000	1
51001090400	1
51003010700	1
51003011302	2
51003011400	1
51005080201	1
51005080202	1
51007930200	1
51009010200	1
51013101702	7
51013101703	6
51015070500	1
51015070600	1
51019030402	1
51025930300	2
51027010200	2
51027010300	1
51027010600	1
51027010700	1
51029930101	1
51029930102	1
51031020200	1
51031020300	2
51031020900	1
51037930100	1
51037930200	1
5103950100	1
5103950300	1
51041100409	1
51041100912	1
51045050100	1
51047930300	1
51047930400	1
51049930200	1
51059415100	1
51059415500	1
51059430102	0
51059430201	3
51059430700	1
51059451900	1
51061930706	1
51063920102	1
51065020300	1
51067020200	1
51067020400	2
51069050600	1
51071930100	1
51071930300	1
51071930400	1
5107480200	1
5107480300	3
5107480500	2
51079030102	1
51081880101	1
51083930202	1
51083930302	1
51083930600	1
51083930800	1
51085320100	2
51085320900	1
51085321300	1
51087200112	1
51087200409	1
51087200903	1
51087201003	2
51087201502	1
51095080101	1
51099040400	1
5109953300	1
51103030100	2
51105950100	1
51105950200	2
51105950600	1
51109950202	1
51111930100	3
51111930300	1
5111490500	NA
51117930300	2
51117930400	1
51117930500	1
51119951000	1
51125950100	1
51127700200	1
51131930100	2
51131930300	2
51133020200	1
51133020300	1
51137110300	2
51139030100	1
5113950200	0
51143010100	1
51143010300	1
51143010500	1
51143010801	1
51143011400	1
51145500102	1
51147930201	3
51153900300	2
51153900404	1
51153901001	1
51155210400	1
5115951200	1
5115951600	1
51165010200	1
51165010700	1
51171040500	1
51173030400	1
5117460200	1
51175200500	3
51177020403	1
51179010204	1
51179010404	1
51183870300	1
51185020100	1
51185020300	1
51185020600	1
51187020400	0
51187020500	0
5119000500	2
5119001100	1
5119001200	0
5119001800	1
5119001900	1
5119002102	1
5119002203	6
5119002204	4
5119002403	1
5119002405	1
5119002500	3
5119002600	2
5119002700	1
5119002900	1
5119003002	1
5119003202	1
5119003208	0
5119003609	1
5119003707	2
5119003800	2
5119004004	1
5119004007	0
5119004104	1
5119004105	2
5119004106	1
5119004107	2
5119004302	1
5119004700	1
5119004900	2
51193010400	1
51199050203	1
51199051000	1
5123960400	1
5125010507	0
5125010600	1
5127950100	2
5127950200	1
5129970300	1
5131000700	1
5131000800	1
5131001001	2
5131001303	1
5131010102	1
5131010301	1
5131010302	2
5135470100	1
5137950202	1
5139950600	1
5139950700	1
5139950800	2
5139951000	1
5141460100	1
5143011102	1
5145070100	1
5145070200	2
5145070300	1
5145070500	1
5145070700	1
5145071200	1
51510200103	0
51520020200	1
51520020300	1
51530930600	1
51540000502	1
51550020904	1
51550021005	1
51550021404	1
51570830500	1
51580060100	1
51620090100	0
51620090200	1
51650010200	0
51650010900	1
51650011800	0
51650012000	1
51670820500	0
51680000400	1
51680001900	1
51700030800	4
51700032006	1
51700032123	0
51700032225	1
51710000300	2
51710000400	1
51710004300	5
51710005701	1
51710005903	1
51710006000	1
51710006100	3
51710006200	2
51720960100	1
51730810100	1
51730810300	2
51730810500	2
51730811000	1
51730811100	1
51730811300	1
51740211700	1
51740212100	1
51740212400	1
51760010700	1
51760011100	0
51760020300	2
51760020400	3
51760020700	1
51760021100	1
51760041100	1
51760060200	1
51760070700	1
51760070900	2
51770001000	1
51770002500	1
51770002700	2
51790000200	1
51800065100	1
51800065500	4
51800075101	1
51810040200	1
51810045406	1
51810046204	1
51810046214	1
51810046220	1
51820003400	2
53001950300	2
53003960300	1
53005011401	1
53005011800	1
53007960600	1
53007961000	1
53007961302	1
53009001800	1
53011040101	0
53011040202	1
53011040810	1
53011040904	1
53011041110	0
53011041600	0
53015000502	1
53019940000	1
53021020200	1
53021020400	1
53021020601	1
53025010500	1
53027000300	1
53027001000	2
53027001100	1
53027001200	2
53027001600	1
53029970300	0
53029971400	1
53031950202	1
53033003300	1
53033008400	1
53033010800	2
53033011200	1
53033025302	1
53033025804	1
53033026100	3
53033026500	1
53033027701	2
53033028802	15
53033028902	1
53033029406	1
53033032315	1
53035092100	2
53041971100	1
53041971900	1
53045960900	1
53045961000	1
53047940200	0
53049950300	1
53051970300	2
53053061001	1
53053061900	2
53053062300	2
53053062600	1
53053063502	1
53053071403	1
53053071808	3
53053072106	1
53053072312	1
53053073119	1
53057951400	1
53057952401	1
53057952600	1
53061040100	4
53061040700	8
53061042003	1
53061050200	1
53061050401	1
53061050800	1
53061050900	1
53061051802	1
53061053506	1
53063000900	1
53063001400	1
53063001900	1
53063002000	2
53063002600	1
53063004700	1
53063010201	1
53063013201	1
53063013202	1
53065951300	3
53065951400	1
53067011623	1
53073010702	1
53077000700	1
53077001202	2
53077002001	3
53077002002	1
53077002102	5
54003971102	1
54003971202	1
54003971800	1
54011000200	2
54011001000	1
54011001300	5
54011001800	2
54011002100	2
54011010300	1
54013962600	3
54017965100	1
54019020700	0
54019020800	0
54021967700	1
54023969600	1
54029021200	1
54033030100	1
54033030602	1
54033032102	1
54035963200	1
54035963600	1
54039012200	1
54041967600	1
54043955800	1
54047953800	2
54047954000	1
54047954200	2
54047954504	2
54049020500	1
54049020700	1
54049021000	1
54049021500	1
54051020800	2
54053955102	1
54055001500	1
54055002200	1
54061010700	2
54061010800	1
54065970700	2
54067950500	1
54069000600	1
54069001700	2
54069001800	1
54069002200	1
54077964500	1
54079020200	1
54087962900	1
54097966700	1
54099005200	1
54099020900	1
54103030500	1
54105030101	2
54107000801	1
54107010701	1
54107010800	1
54109003100	1
55001950400	1
55001950501	1
55001950502	1
55005001002	2
55009002001	1
55009020600	1
55009021600	1
55015020500	1
55017011000	1
55019950200	1
55021970300	1
55025001401	1
55025001603	1
55025002100	4
55025011000	4
55029100600	1
55031030100	2
55033970100	1
55033970300	1
55033970400	1
55033970800	1
55035000100	1
55035000600	2
55035001400	3
55039040300	1
55041950300	0
55043960100	1
55043960400	1
55045960700	0
55055100800	1
55057100200	1
55057100400	4
55057100500	2
55063010202	1
55063010600	1
55069960600	1
55071000800	1
55071010100	2
55071010600	1
55079000900	1
55079001300	1
55079001800	1
55079003700	1
55079004400	13
55079004900	1
55079005900	1
55079006700	1
55079006800	2
55079008600	3
55079009100	2
55079009300	0
55079009600	1
55079012300	1
55079013500	1
55079014900	1
55079016800	2
55079017500	5
55079018800	1
55079080100	1
55079080400	1
55079100600	1
55079185100	1
55079185400	1
55079185700	1
55083101300	2
55087940000	1
55093960600	1
55095961100	3
55097960600	0
55099970100	0
55101000600	2
55101001201	1
55103970500	1
55105001400	1
55105002000	0
55105002100	0
55105002200	5
55105002300	1
55105002800	1
55111000200	1
55117000202	0
55119960400	1
55121100100	1
55121100800	1
55129950100	1
55133203704	1
55137960200	1
55139002800	0
55141010100	1
55141010200	2
55141010300	2
55141010600	1
56003962600	0
56013940100	0
56035000102	0
56041975300	0
6001401800	1
6001402600	1
6001403502	2
6001407800	2
6001408400	6
6001408700	6
6001409300	1
6001409500	1
6001409800	1
6001427200	1
6001427800	1
6001427900	2
6001435601	1
6001440304	1
6001441923	1
6001451503	1
6007000202	2
6007000402	1
6007000501	0
6007000502	1
6007000903	1
6007001100	2
6007002400	1
6009000210	1
6009000400	1
6013301000	1
6013365002	3
6013367100	1
6013368002	2
6013369002	1
6013375000	2
6013376000	1
6013379000	4
6013381000	2
6015000102	1
6015000105	1
6015000203	2
6017030402	1
6019001000	2
6019001202	1
6019002906	1
6019003003	0
6019003900	1
6019004404	1
6019005202	1
6019005904	1
6023010901	1
6029000200	1
6029002000	1
6029002600	1
6029002700	1
6029003306	1
6029005003	1
6033000701	1
6033000801	1
6037103102	0
6037111302	1
6037113235	3
6037121102	1
6037127805	1
6037197600	1
6037201200	1
6037222500	1
6037224420	1
6037231600	2
6037231720	1
6037231900	2
6037232800	2
6037234901	1
6037234902	1
6037237202	1
6037239310	1
6037241202	1
6037310601	0
6037402101	1
6037430901	1
6037460900	1
6037462400	0
6037462800	1
6037532200	1
6037532900	1
6037535200	0
6037542502	1
6037542602	1
6037543502	1
6037554002	1
6037600601	1
6037602003	1
6037603900	2
6037604100	2
6037700101	1
6037700102	1
6037900605	0
6037900701	0
6037920339	1
6039000300	2
6039000800	1
6041129000	1
6045011002	1
6047000301	1
6047001002	1
6047001601	1
6047001602	1
6047002402	1
6053000200	0
6053010101	2
6053010102	2
6053011204	1
6053011400	0
6057000600	1
6059001505	1
6059042317	1
6059062647	3
6059063102	1
6059063906	1
6059074108	1
6059074109	2
6059074802	2
6059074803	1
6059075002	1
6059087001	2
6059099227	3
6059099305	1
6059099604	1
6059099701	3
6059099703	1
6059110014	2
6059110015	1
6059110111	1
6059110304	1
6059110604	1
6061020901	1
6065030800	1
6065040402	1
6065040605	1
6065041302	0
6065041406	1
6065042209	1
6065042412	2
6065042507	1
6065042720	1
6065042732	1
6065043291	1
6065043403	2
6065043507	1
6065043900	1
6065045604	0
6065045605	1
6065045707	1
6067002000	3
6067003102	1
6067004903	1
6067004905	3
6067006800	2
6067006900	1
6067007406	1
6067007801	1
6069000400	1
6071001501	1
6071001905	1
6071002105	1
6071004003	1
6071004601	1
6071006302	1
6071007303	1
6071007305	1
6071007403	1
6071007903	1
6071008709	1
6071009904	0
6071010410	1
6071010415	1
6071011001	1
6075015700	5
6075015802	2
6075021700	1
6075047901	1
6077000900	1
6077001500	1
6077001600	0
6077002401	0
6077003106	1
