Tract (Group 1)	risk_indicator
26075006900	1
26077001100	1
26077001300	2
26077001502	8
26077001506	22
26077001801	1
26079950601	1
26081001300	1
26081001600	1
26081001700	1
26081001900	1
26081002700	1
26081003000	1
26081003900	1
26081014502	1
26081014602	1
26081014804	1
26085961100	1
26087337500	1
26091060402	1
26091061301	1
26093725100	3
26093732100	0
26093743700	0
26093744600	0
26095960100	1
26099218000	1
26099240700	1
26099247400	1
26099254000	2
26099254100	2
26099256200	1
26099256600	1
26105950400	1
26105950600	1
26105950700	1
26107960100	1
26109960100	2
26109960500	1
26113960300	1
26117970400	1
26117970500	2
26117970800	0
26117971100	1
26121001200	1
26121001402	1
26121002000	1
26121004000	1
26123970100	1
26123970700	1
26123971000	1
26125142400	1
26125142700	1
26125161000	1
26125166600	1
26125171400	5
26125175200	1
26127010400	NA
26129950200	1
26129950300	1
26129950500	1
26133970100	1
26137950300	1
26139025200	2
26141950400	1
26143970100	1
26143970200	1
26143970700	1
26145012500	1
26149040500	1
26149041400	1
26149041600	1
26151970400	2
26155030200	1
26155030600	1
26157000300	1
26157001100	1
26157001300	1
26161405600	1
26161410400	6
26161413000	2
26161414200	8
26161416200	1
26161444000	1
26163500600	1
26163500700	1
26163501100	2
26163501300	3
26163501400	1
26163501600	1
26163503300	1
26163503400	2
26163503900	1
26163504700	1
26163504800	1
26163505200	1
26163505400	1
26163505500	2
26163506500	1
26163506600	1
26163507000	2
26163507100	1
26163507400	1
26163507900	1
26163510500	1
26163511000	2
26163511400	3
26163511900	0
26163512100	1
26163512200	1
26163512900	1
26163513300	0
26163513600	1
26163513900	1
26163514200	1
26163515300	2
26163515900	2
26163516000	3
26163516300	1
26163516700	1
26163518500	2
26163522100	1
26163522200	7
26163523100	1
26163524000	1
26163525700	2
26163525800	1
26163527300	4
26163530100	1
26163530200	1
26163530300	1
26163530900	2
26163531200	1
26163531700	2
26163532600	1
26163533200	3
26163533300	2
26163533400	1
26163533600	3
26163533900	9
26163534500	1
26163534700	1
26163535200	2
26163535500	2
26163536100	2
26163536600	1
26163536800	1
26163537000	3
26163537300	1
26163537700	1
26163538600	0
26163540200	1
26163540900	1
26163541000	3
26163541100	2
26163541200	4
26163541700	1
26163541800	1
26163542400	1
26163543200	1
26163543500	1
26163543700	1
26163544200	1
26163545100	1
26163545900	1
26163546000	1
26163552200	1
26163553000	1
26163553100	1
26163559000	1
26163566900	1
26163567100	1
26163570500	2
26163571500	1
26163574202	1
26163577600	1
26163579200	1
26163581800	1
26163583100	1
26163585700	1
26163590600	1
26163985100	1
26165380500	1
26165380600	1
27001770400	1
27003050607	1
27003050901	1
27003051400	1
27017070300	1
27017070400	1
27017940000	1
27019091000	0
27021940002	1
27025110302	1
27027020100	1
27027030201	1
27037060741	6
27037060742	1
27039950400	1
27045960300	1
27053002200	1
27053008500	1
27053022901	1
27053024300	2
27053024802	1
27053025205	1
27053026103	1
27053026820	0
27053100800	0
27053101300	1
27053101600	1
27053102100	2
27053110100	1
27067781000	1
27081201001	1
27095170600	1
27097780300	2
27097780500	1
27097780800	1
27099000300	1
27099001000	1
27111960800	1
27111960900	1
27111961300	1
27111961700	1
27115950300	1
27115950500	1
27121970200	1
27123030400	1
27123031701	1
27123033200	1
27123035200	0
27123042101	2
27127750100	1
27129790600	1
27135970400	1
27137012400	1
27137012800	1
27137013900	1
27137015200	1
27145000302	1
27145001001	1
27157490400	1
27163070105	1
27163070106	1
27163070704	1
27169670800	1
27169670900	0
27171100801	1
27171101100	1
28001000300	0
28003950100	1
28003950500	1
28003950600	1
28005950100	1
28005950200	1
28005950300	0
28007060200	1
28007060400	1
28009950100	3
28011950100	1
28011950500	1
28013950400	1
28015950200	2
28017950100	1
28023950300	1
28029950100	1
28029950400	2
28029950500	1
28031950100	1
28031950300	1
28033070710	1
28035000500	0
28035010101	1
28037950100	1
28039950101	1
28043950200	1
28045030100	1
28045030200	3
28047001201	1
28047001202	1
28047001700	1
28047003000	1
28047003206	1
28047003505	1
28047003700	1
28049000400	1
28049000500	1
28049000600	2
28049000700	1
28049000800	1
28049001200	2
28049001900	1
28049002200	1
28049002400	1
28049002500	2
28049003300	1
28049003400	1
28049003700	1
28049010203	2
28049010500	1
28049010600	1
28049010809	1
28049010901	1
28049011103	1
28049011400	1
28051950500	1
28053950200	1
28057950200	1
28059040102	1
28059040201	0
28059040204	1
28059041800	2
28063950100	1
28067950100	2
28067950500	1
28073020100	1
28073020600	2
28075010400	1
28075010600	1
28077960200	2
28079040100	1
28081950302	2
28081950401	1
28081950402	1
28081950500	1
28081950901	1
28081951001	2
28085950200	1
28085950400	1
28085950500	1
28085950600	1
28087000101	1
28087000300	1
28087001100	1
28089030106	5
28089030203	1
28089030400	1
28089031000	1
28091950400	1
28093950401	1
28097950200	1
28099010100	2
28099010700	1
28103950100	1
28103950200	2
28105950200	1
28107950100	1
28107950300	2
28109950401	1
28109950700	1
28111950101	2
28111950200	3
28113950101	1
28113950200	1
28113950600	1
28113950700	1
28115950400	1
28115950500	2
28117950300	2
28121020209	1
28121020701	1
28121020802	2
28123020200	2
28123020300	2
28123020600	1
28127950100	2
28127950300	1
28131020202	1
28133950200	1
28133950402	1
28135950400	1
28139950400	2
28145950400	1
28145950600	1
28147950300	1
28149950600	1
28151000400	1
28151000600	2
28151000900	2
28151001600	2
28151002100	1
28155950200	1
28157950100	2
28159950200	3
28159950300	1
28159950500	1
29001950300	1
29001950400	1
29001950500	1
29001951000	1
29003010200	1
29005950100	1
29005950200	1
29007950500	1
29007950700	1
29011960100	1
29015460200	1
29015460800	1
29017950200	2
29019001504	2
29019001803	1
29021000400	1
29021001800	1
29021002200	1
29021002800	2
29023950100	1
29023950202	1
29023950300	1
29023950600	1
29025950200	1
29027070400	1
29027070600	2
29027070700	1
29027070800	1
29029950400	1
29031880200	1
29031880500	1
29031880700	1
29031880900	2
29033960200	1
29033960300	1
29037060004	1
29037061200	1
29037061300	1
29039870100	1
29043020305	1
29047020500	1
29047021103	1
29051010400	3
29051010701	1
29051010702	1
29053950200	1
29055450102	1
29055450200	1
29069360200	2
29069360500	2
29069360600	1
29069360800	1
29069361000	1
29071800402	1
29071800800	0
29079960200	1
29081950100	1
29083950600	1
29087960300	1
29089960200	0
29089960300	1
29091090100	1
29091090200	2
29091090300	1
29091090500	2
29091090600	3
29091090700	1
29095000900	1
29095001800	1
29095001900	2
29095002100	1
29095003800	1
29095005100	1
29095005601	1
29095006000	1
29095006300	1
29095006500	1
29095007700	3
29095007802	1
29095007900	1
29095008000	1
29095008100	1
29095008700	1
29095008900	1
29095009000	3
29095012100	1
29095012701	1
29095012802	1
29095013301	2
29095014114	1
29095015300	1
29095016600	4
29095016900	1
29095017800	2
29095017900	7
29095018000	1
29097010500	1
29097011500	1
29097011600	1
29097011900	1
29097012000	1
29099700107	0
29099700209	0
29099700304	0
29099700502	0
29099700503	0
29099701101	1
29099701401	0
29101960300	0
29101960600	1
29101960700	1
29103960200	1
29105960100	1
29105960298	0
29105960300	1
29105960600	1
29109470200	2
29109470300	1
29109470400	1
29109470500	1
29111970100	1
29113810202	1
29115490200	1
29119070100	1
29119070200	1
29123960100	1
29123960200	1
29127960800	1
29131962500	1
29133950200	1
29139970100	1
29139970400	1
29145020100	1
29145020300	1
29145020400	1
29145020601	2
29147470100	1
29149480100	1
29155470300	1
29157470400	1
29159480200	1
29159480600	1
29165030305	1
29167960100	1
29167960300	1
29167960400	1
29169470286	1
29169470287	1
29169470400	1
29175490200	2
29175490300	1
29179380100	1
29181870300	6
29181870400	2
29183310302	1
29183311150	1
29183311311	1
29183311602	1
29183311904	1
29183312205	1
29186960100	1
29187950101	1
29187950300	1
29189210100	1
29189210501	1
29189210502	0
29189210702	1
29189210921	1
29189211201	1
29189212002	2
29189212200	1
29189212500	1
29189213700	3
29189215102	1
29189215144	1
29189215900	1
29189219300	1
29189220601	1
29189220702	1
29195090100	1
29195090300	1
29195090500	1
29201780700	1
29201781000	1
29203470200	2
29205450200	1
29207470200	1
29209090100	1
29209090602	2
29211480100	1
29213480202	1
29213480401	1
29213480402	1
29213480501	0
29213480502	0
29215480100	1
29215480200	2
29217950300	1
29217950600	2
29221460400	2
29223690200	1
29225470201	1
29225470302	1
29229490200	1
29229490400	1
29510102100	1
29510105198	1
29510105500	1
29510106600	1
29510107200	1
29510107400	1
29510110100	2
29510110300	1
29510110400	1
29510111300	2
29510112200	1
29510116200	1
29510116302	2
29510116400	2
29510118100	1
29510120200	1
29510124100	2
29510126900	1
29510127100	1
29510127400	3
30001000200	1
30013001600	2
30013002200	1
30013010100	1
30029000602	1
30029000700	1
30031000702	1
30035940400	2
30041040500	1
30053000400	1
30081000600	1
30087940400	2
30089000200	1
30093000100	6
30095966400	1
30105940600	1
30111001501	1
30111001502	1
31001965400	1
31001966100	1
31001966200	1
31019969500	1
31025965900	0
31031955800	1
31045950700	1
31047968000	1
31053963600	3
31053963800	1
31053963900	1
31055000300	1
31055000500	1
31055004400	0
31055005902	1
31055006704	0
31055006903	2
31055007310	0
31055007436	1
31055007445	1
31055007453	0
31073967600	1
31079000600	0
31079000900	11
31109000300	1
31109002500	0
31109002800	0
31109003103	1
31109010300	1
31119960900	1
31121966700	1
31131966900	1
31141965700	1
31149974600	1
31153010103	3
31153010106	1
31153010108	1
31153010401	0
31153010501	1
31153010632	2
32003000106	1
32003000401	4
32003000523	1
32003000525	2
32003000526	1
32003001712	1
32003002201	1
32003002826	1
32003002964	1
32003003220	1
32003003411	1
32003003419	0
32003003800	1
32003005015	1
32003005105	1
32003005107	1
32003005343	1
32003005805	1
32003005809	0
32019960301	1
32031000101	1
32031002704	1
33001966200	2
33007950800	5
33009960200	1
33009960300	1
33011001400	1
33011001900	1
33011002500	1
33011014300	0
33011016201	4
33011021000	1
33011022000	2
33011200100	0
33011200200	0
33013003006	1
33013003200	1
33013032800	1
33013034000	1
33013043001	1
33013044200	1
33015069200	1
33017081400	2
33017084500	1
33019975902	1
34001000300	1
34001001300	1
34001010503	6
34001011100	1
34001011802	1
34001011900	1
34001013201	1
34003015300	1
34003060000	0
34005700702	1
34005700703	1
34005701104	1
34005701205	1
34005702803	1
34007600200	1
34007600400	1
34007600900	1
34007601000	1
34007601400	1
34007601500	3
34007607702	1
34007608800	1
34007610300	1
34009021702	1
34011010200	1
34011010401	1
34011010700	1
34011020300	1
34011040902	1
34011041100	1
34013001900	1
34013002500	1
34013004400	1
34013004600	1
34013005300	1
34013006900	2
34013007200	1
34013007700	1
34013010600	1
34013011400	1
34013012000	1
34013012400	1
34013012500	2
34013012800	1
34013012900	1
34013013100	1
34013017100	1
34015500701	5
34015501500	1
34017000100	1
34017001400	2
34017005801	1
34017016800	3
34019010200	1
34019011201	1
34021000700	5
34021000800	1
34021001102	1
34021002100	3
34021004201	1
34023000200	1
34023001200	2
34023004200	2
34023008504	1
34023008900	2
34025801600	15
34025801700	4
34025801800	1
34025803201	1
34025803202	1
34025807003	1
34025807300	1
34025807700	2
34025810503	2
34025811000	1
34025811600	1
34025812501	1
34027042000	1
34027042700	1
34027042800	2
34027042900	1
34027044101	1
34027045401	1
34029711100	2
34029713401	1
34029724000	0
34029734002	1
34029736105	1
34031181000	5
34031181100	3
34031182200	3
34031182400	1
34031182700	1
34031183000	2
34031246103	1
34031246300	1
34033021101	1
34035051100	1
34035052100	1
34039030500	1
34039032700	1
34039035200	1
34039036900	1
34039038500	0
34039039600	1
34041030700	1
34041031602	1
35001000603	2
35001000712	1
35001000713	1
35001001400	1
35001002100	1
35001002300	1
35001002500	1
35001003733	1
35001004401	1
35005000600	1
35006974400	1
35009000202	2
35009000301	1
35009000400	1
35013001400	1
35013001500	1
35013001706	1
35017964600	1
35019961600	3
35029000400	1
35029000500	1
35031945400	1
35031945600	1
35033955200	1
35035000100	1
35041000100	2
35045000302	1
35045942801	1
35047957600	1
35049001205	1
35049940300	1
35053978303	1
35061970101	1
35061970102	1
35061970800	2
35061970901	2
36001000600	4
36001001600	1
36001012800	1
36001013300	1
36005000400	0
36005001600	0
36005001900	1
36005002500	1
36005002702	1
36005006300	2
36005006800	0
36005006900	1
36005007000	0
36005007200	0
36005007800	2
36005008300	1
36005008500	1
36005009000	0
36005009800	1
36005013100	6
36005013500	7
36005015100	0
36005016200	0
36005020100	1
36005020601	0
36005020900	2
36005021002	0
36005021100	0
36005021200	0
36005021301	0
36005021501	1
36005021502	1
36005022200	0
36005022300	0
36005022500	0
36005022703	0
36005022800	0
36005022901	0
36005023200	1
36005023502	1
36005023704	25
36005023800	2
36005023900	2
36005024000	2
36005024300	0
36005024600	1
36005025400	0
36005026400	0
36005027401	0
36005027600	0
36005027700	1
36005030701	0
36005033800	2
36005034300	0
36005035800	0
36005036000	0
36005036800	1
36005037400	0
36005037600	0
36005038000	0
36005038100	6
36005038200	3
36005038301	5
36005038800	2
36005039600	2
36005042100	0
36005042500	3
36005043500	0
36005051600	4
36007010200	1
36007011903	1
36007012300	1
36007013304	1
36009960400	1
36011040100	1
36011040600	1
36011041000	0
36011041300	0
36013030300	1
36013030400	1
36013030600	1
36013036600	1
36013037400	3
36015000500	1
36015010100	1
36015011100	1
36017970100	2
36017970802	2
36019100300	2
36019100400	1
36019100600	1
36019102100	1
36021000100	1
36021001800	1
36023970500	1
36023970600	4
36025970500	1
36027050203	4
36027080202	1
36027190204	1
36027200001	1
36027220300	1
36027220700	11
36027220801	1
36027220901	3
36029000800	1
36029001500	2
36029001900	2
36029002400	1
36029002702	1
36029002900	3
36029003600	0
36029004001	1
36029004100	2
36029004700	1
36029005500	3
36029005700	1
36029005802	2
36029007102	1
36029014803	1
36029014901	1
36029015003	1
36029015201	1
36029016600	0
36029016800	2
36029017100	1
36029017200	1
36029017400	3
36033950400	1
36035970900	1
36035971500	1
36037950700	2
36037950900	3
36039080402	2
36041950400	1
36043011001	1
36043011501	1
36045061500	1
36045061800	1
36045062400	1
36047000100	0
36047000301	0
36047000501	0
36047000502	0
36047003900	0
36047004100	0
36047004300	0
36047007700	0
36047012700	1
36047012902	0
36047013100	0
36047013800	0
36047017700	2
36047020200	0
36047024100	3
36047024700	0
36047024900	1
36047026900	1
36047031300	0
36047032600	1
36047034700	1
36047035200	1
36047036001	0
36047036200	0
36047036900	1
36047038500	3
36047038700	3
36047039500	1
36047039700	1
36047040600	1
36047040900	1
36047043700	5
36047046000	1
36047046400	1
36047047200	0
36047047700	0
36047048100	1
36047048200	1
36047048800	1
36047049200	2
36047049400	0
36047049500	0
36047049600	0
36047049800	0
36047049900	0
36047050600	0
36047051800	0
36047052000	1
36047052500	0
36047053500	0
36047054200	3
36047054700	0
36047055400	1
36047056300	0
36047059200	0
36047074000	0
36047077600	2
36047079000	0
36047079200	1
36047082000	1
36047082400	3
36047082600	1
36047084800	0
36047086600	0
36047086800	0
36047092000	2
36047096600	1
36047096800	2
36047098800	0
36047099800	0
36047111800	1
36047112200	1
36047112800	1
36047115000	0
36047116200	1
36047119400	1
36047122000	1
36047123700	0
36047152200	1
36051030700	1
36055001800	1
36055001900	1
36055002000	1
36055002200	1
36055003600	3
36055004602	2
36055004800	1
36055006000	2
36055006700	1
36055008301	2
36055009500	1
36055010902	1
36055011400	2
36055011706	2
36055011800	1
36055011902	0
36055012900	1
36055013002	1
36055013204	1
36055014003	1
36055015304	2
36055015400	1
36057070300	1
36057070500	1
36059303201	1
36059303302	2
36059304202	1
36059407102	5
36059410400	2
36059412500	1
36059412900	1
36059413200	1
36059413600	3
36059416000	1
36059517600	1
36059519703	1
36061000202	0
36061000800	1
36061002201	1
36061003800	1
36061004100	0
36061005700	0
36061005900	0
36061006100	0
36061006500	0
36061006800	0
36061007000	0
36061007300	0
36061007500	0
36061008000	0
36061008100	0
36061009300	0
36061010400	0
36061011201	0
36061012100	0
36061013500	1
36061013700	0
36061013800	0
36061014401	0
36061014402	0
36061015300	0
36061017402	0
36061017800	0
36061018600	1
36061018900	1
36061019600	0
36061020102	0
36061020800	2
36061020901	1
36061021303	0
36061021500	1
36061021703	1
36061022600	1
36061023000	0
36061023100	0
36061024200	1
36061024302	1
36061025700	1
36061025900	0
36061027100	1
36061028300	0
36061028500	2
36063020500	2
36063021400	1
36063021700	1
36063022500	1
36063022702	1
36063022803	2
36063023404	1
36063024102	1
36063024302	1
36065021702	2
36065023000	0
36065023901	1
36065024000	0
36065024302	1
36065025200	1
36065025600	1
36067001500	1
36067002000	1
36067002101	1
36067002300	1
36067003900	2
36067004200	1
36067005400	1
36067005700	1
36067005800	1
36067006101	2
36067011500	1
36067011800	1
36067013400	1
36069050400	1
36069051700	1
36071000600	1
36071010102	1
36071011000	2
36071011200	1
36071011500	0
36071014102	1
36071014400	1
36071014700	0
36075020302	3
36075020600	1
36075021000	1
36075021603	1
36075021604	1
36077591500	2
36077591600	1
36079010100	0
36081003200	2
36081003400	1
36081003800	5
36081007300	0
36081010600	0
36081012400	1
36081012800	0
36081013000	3
36081013400	0
36081015100	0
36081015200	4
36081015300	0
36081015600	1
36081016300	1
36081016600	0
36081018000	0
36081018401	0
36081018700	0
36081019200	0
36081022002	1
36081023200	0
36081025400	2
36081025800	0
36081026500	6
36081027900	4
36081028100	0
36081029400	1
36081032900	0
36081033402	1
36081037700	3
36081041300	1
36081041400	6
36081041500	1
36081042700	1
36081043900	2
36081044301	2
36081044302	0
36081045400	1
36081046000	1
36081046200	1
36081052200	2
36081053000	0
36081055600	1
36081058000	0
36081063200	1
36081067100	0
36081073700	1
36081077300	0
36081081400	0
36081085300	0
36081091601	0
36081099200	1
36081099705	0
36081100802	2
36081101700	0
36081102900	0
36081103201	0
36081103202	1
36081112300	1
36081114700	0
36081116100	0
36081117500	0
36081134700	0
36081152902	0
36083040700	2
36083051600	2
36083051701	1
36085000700	3
36085000900	1
36085002100	1
36085003300	1
36085011201	0
36085012804	1
36085013302	1
36085014100	0
36085019800	0
36085020100	6
36085024800	0
36085027702	0
36085029104	0
36087011301	0
36087012700	1
36087013200	1
36089490600	1
36089490700	2
36089491000	1
36089491800	2
36091061404	1
36091061600	1
36093020300	0
36093020500	2
36093020600	1
36093020800	1
36093021001	1
36093032403	1
36095740600	2
36097950100	1
36101960700	1
36101961300	2
36101961700	1
36101962700	1
36101962800	1
36101963000	1
36103110902	1
36103111801	1
36103112002	1
36103123600	1
36103124602	1
36103158103	1
36103158704	10
36103159601	1
36105950700	2
36105951600	2
36105951800	4
36107020702	1
36109001700	1
36109001900	1
36111950200	1
36111955300	1
36113072000	2
36113074000	1
36115087000	1
36117020102	1
36117020201	4
36117020800	1
36117021000	2
36117021200	1
36117021502	1
36119001303	3
36119006801	1
36119009300	1
36119013000	1
36119014400	1
36119014701	0
36123150500	1
37003040400	1
37005950100	1
37007920600	1
37011930100	1
37013930200	1
37013930502	1
37015960300	1
37017950600	1
37019020103	1
37019020402	1
37019020603	1
37021000600	1
37021001500	1
37021001600	3
37021001900	1
37021002301	1
37021002401	1
37021002804	1
37021003001	1
37025040500	1
37025040703	1
37025041000	1
37025041901	1
37025041902	1
37025042101	1
37025042200	1
37025042604	1
37027030100	1
37027030200	0
37027030900	1
37029950101	1
37031970902	0
37035010402	3
37035010900	2
37035011200	2
37035011702	1
37035011802	1
37037020401	2
37037020402	2
37037020500	1
37041930101	1
37045950101	1
37045950500	1
37045950800	1
37045950900	1
37045951400	1
37045951501	0
37045951601	1
37047930500	1
37047930600	1
37047930900	1
37047931200	1
37049960102	0
37049960600	0
37049961303	0
37051001000	1
37051001400	1
37051001902	2
37051002401	1
37051003104	1
37051003203	1
37051003310	1
37051003312	1
37051003500	2
37057060304	2
37057060500	1
37057060900	1
37057061702	1
37059080100	2
37063000101	1
37063000302	1
37063001002	1
37063001502	1
37063001601	1
37063001709	2
37063001801	1
37063001806	1
37065020200	3
37065021500	1
37067000600	1
37067001500	1
37067001601	1
37067001800	1
37067001902	1
37067002501	0
37067002601	1
37067002603	1
37067002808	1
37067003201	1
37067003202	3
37067003308	1
37067003404	0
37067004010	1
37069060100	1
37069060301	2
37069060600	1
37069060801	1
37071030301	1
37071030501	1
37071030902	1
37071031302	1
37071031703	1
37071033500	1
37077970102	2
37077970500	1
37077970602	1
37077970603	1
37081010401	1
37081010900	1
37081011102	1
37081011500	2
37081012504	1
37081012803	1
37081013900	1
37081014200	1
37081014502	1
37081015300	2
37081015704	3
37081016006	1
37081016103	1
37081016201	1
37081016800	1
37083931000	2
37085071001	2
37087920200	1
37089930401	1
37089930702	0
37089931000	1
37089931902	1
37093970101	1
37097060603	1
37097060801	1
37097061302	2
37097061501	1
37097061502	1
37101040100	1
37101040201	1
37101040302	1
37101040600	1
37101041001	1
37101041002	1
37101041101	0
37101041103	1
37101041201	1
37101041300	3
37101041502	1
37105030501	1
37105030503	1
37107010100	1
37107010400	1
37107010700	0
37107011300	1
37109070100	1
37109070500	1
37109071002	1
37115010100	1
37115010500	1
37117970400	1
37119001000	1
37119001606	1
37119001802	2
37119001919	1
37119002100	3
37119003105	2
37119003700	1
37119003802	1
37119004200	2
37119004400	1
37119004500	1
37119004600	1
37119005200	1
37119005611	1
37119005709	1
37119005840	0
37119006104	1
37123960100	1
37123960500	1
37125950200	2
37125950502	1
37125951100	0
37127010502	1
37127010602	1
37127010700	1
37127011200	4
37129010100	3
37129011000	1
37133000302	1
37133002600	1
37135010901	2
37139960200	1
37143920202	2
37147000100	0
37147000400	0
37147001200	0
37147001800	2
37151030100	1
37151030302	1
37151030700	1
37151030802	1
37151031306	1
37151031400	1
37153970300	3
37153970400	1
37153970800	3
37155960101	1
37155960202	1
37155960300	1
37155960801	3
37155961000	2
37155961301	1
37155961700	3
37155961801	2
37155961802	1
37155961900	1
37157040400	2
37157041200	1
37159050904	1
37159051001	3
37159051202	1
37159051303	1
37159051802	1
37159051901	1
37159052000	1
37161960100	2
37161960200	1
37161960600	1
37161961000	2
37161961101	1
37161961102	1
37163970400	1
37163970600	2
37165010102	1
37165010300	0
37167930200	1
37167931100	1
37169070100	1
37171930302	1
37171930502	1
37171930700	1
37171931001	1
37171931003	1
37175960401	1
37177960100	1
37179020315	1
37179020401	1
37179020404	1
37179020502	2
37179020702	1
37181960100	1
37181960300	1
37181960500	1
37181960600	1
37181960700	1
37183051900	2
37183053418	1
37183054014	0
37185950103	1
37185950200	1
37185950300	2
37185950400	1
37191000601	0
37191000700	0
37191001800	0
37193960100	1
37193960200	1
37193960400	1
37193960700	1
37193960802	2
37193960900	2
37193961100	1
37195000400	1
37195000700	2
37195000802	1
37195001400	1
37195001700	1
37197050300	1
38017000801	0
38017010203	1
38053940100	2
38071957800	0
38101010400	0
39001770300	1
39001770500	2
39003010200	1
39003013600	1
39003013800	1
39005970100	1
39005970800	0
39007000200	1
39007000603	1
39007000802	1
39009972600	1
39009972800	1
39009973700	1
39009973800	1
39015951500	2
39017000200	1
39017000300	1
39017000400	1
39017010500	1
39017010600	2
39017010901	1
39017010906	1
39017011117	1
39017013100	2
39017013600	1
39017014900	1
39021010100	1
39023000300	1
39023001102	1
39025040101	1
39025040702	1
39025041600	NA
39025041702	1
39027965100	1
39029950200	1
39029951400	1
39031960900	1
39031961200	0
39035101501	1
39035102402	1
39035102700	1
39035104600	1
39035105300	1
39035107701	1
39035109801	1
39035110501	3
39035110901	1
39035112200	1
39035113801	1
39035114501	1
39035114600	1
39035114900	1
39035115100	4
39035115300	1
39035115400	1
39035115800	1
39035117201	1
39035117202	1
39035117300	4
39035118101	2
39035118301	2
39035118602	1
39035118700	1
39035119800	1
39035120802	3
39035121300	2
39035121401	1
39035122100	1
39035123501	1
39035124202	2
39035127501	1
39035151400	1
39035152201	1
39035154601	1
39035161400	1
39035177303	2
39035178204	1
39035178206	1
39035187103	1
39035188103	0
39035188107	1
39039958300	1
39039958400	1
39041010200	2
39041011411	1
39041011413	1
39041011604	1
39043040900	2
39043041000	1
39045030200	0
39045030900	1
39045031700	1
39047926200	2
39049001500	1
39049002800	0
39049003000	1
39049003600	2
39049003700	2
39049004500	4
39049004700	1
39049005000	2
39049005300	1
39049005500	1
39049006000	1
39049006100	4
39049006386	1
39049006932	0
39049007112	0
39049007113	1
39049007205	0
39049007424	0
39049007721	1
39049007954	1
39049008120	1
39049008162	0
39049008312	1
39049008330	15
39049008370	2
39049008730	1
39049009340	1
39049009374	1
39049009386	4
39049009420	1
39049009430	1
39049009800	1
39053953500	0
39055310200	1
39055312202	1
39055312203	1
39057200104	1
39057200300	1
39057270100	1
39059977200	1
39059977500	1
39059977600	1
39059977800	1
39059977900	1
39061001800	1
39061002300	1
39061002600	1
39061005500	1
39061006300	1
39061006800	2
39061007300	2
39061007800	1
39061008000	1
39061008202	7
39061008400	1
39061008501	1
39061009700	1
39061010100	3
39061010201	1
39061020505	1
39061020601	1
39061021603	1
39061021702	1
39061022700	1
39061025102	1
39061025500	1
39061027100	1
39063000300	2
39063000400	1
39063000600	1
39063000800	6
39063000900	5
39065000400	1
39065000500	1
39069000100	1
39069000500	0
39069000700	1
39071954700	1
39071955000	2
39071955100	1
39073964900	1
39073965400	1
39077915800	1
39077916000	1
39077916500	1
39079957200	1
39079957700	1
39081011000	1
39081011402	1
39081012200	1
39083007400	1
39085204800	1
39087050500	4
39087050800	1
39087051001	1
39087051100	1
39087051200	4
39089751900	1
39089752500	1
39089756500	1
39089757400	2
39091004300	2
39091004400	1
39095001500	1
39095001800	1
39095002200	1
39095003500	1
39095003600	1
39095003900	1
39095004000	1
39095004701	6
39095004900	5
39095005100	1
39095005501	1
39095005801	4
39095005802	4
39095006100	1
39097040400	1
39097041200	0
39099801000	0
39099801400	0
39099802400	0
39099804000	0
39099812302	0
39099813900	0
39101010300	1
39103413000	1
39109345000	0
39109365000	0
39111966700	0
39113000200	1
39113001100	2
39113002200	1
39113002900	1
39113003300	1
39113003402	1
39113004600	1
39113020100	1
39113040103	2
39113040204	5
39113050504	1
39113060200	3
39113080100	1
39113100301	1
39113165100	1
39113165200	2
39117965200	2
39117965500	1
39119911100	1
39119911600	1
39119912000	1
39121968400	3
39123050500	3
39125960100	1
39125960400	1
39125960500	1
39127966000	1
39127966100	1
39127966300	1
39131952700	2
39133600402	1
39133600901	1
39135455002	3
39135460100	1
39135480100	1
39137030400	1
39137030700	1
39141956700	1
39141956900	2
39143961500	1
39143961600	1
39145002200	1
39145002300	1
39145002700	1
39145002900	1
39145003000	1
39145003200	1
39145003500	1
39145004000	1
39147962500	1
39147962900	2
39149972100	0
39149972200	0
39151700200	1
39151701300	1
39151701500	2
39151701700	0
39151702500	1
39151711211	0
39151711321	0
39151713401	1
39151714200	0
39151714801	0
39153502300	1
39153502500	1
39153505900	1
39153506100	1
39153506600	1
39153508301	1
39153508800	2
39153508900	4
39153531801	1
39155931200	1
39155931400	1
39157021700	0
39161020800	1
39165031600	1
39165032300	2
39169002300	2
39169002400	0
39173021400	1
39173021701	4
39173021702	4
40001376700	1
40005587700	1
40009966800	1
40013796500	1
40015161600	1
40017300500	2
40017301300	1
4001944300	1
40019892100	2
40019893100	0
40021977900	14
40021978100	1
40023967100	1
40027202102	1
40027202402	1
4003000202	1
4003000203	1
4003000302	1
4003001300	2
4003001502	1
4003002001	2
4003002100	1
40031000200	1
40031000401	3
40031001100	1
40031001500	1
40031001902	1
40031002200	1
40031002301	1
40037020102	1
40037020702	1
40037020705	1
40037021101	1
40037021201	1
40037021202	2
40037021500	1
40041375700	1
40041375802	1
40041375900	3
40041976200	2
40047000100	1
40049681300	1
40061279200	1
40065968800	0
40069660198	0
40069660300	0
4007000500	1
40077087200	1
40081961100	1
40081961500	1
40083600100	1
40083600200	1
40083600500	1
40087400102	1
40089098600	2
40089098900	2
40097040501	1
40097040700	1
40097040800	1
40101000200	1
40101000400	2
40101001400	2
40101001500	2
40101001600	1
40105172200	1
40105172400	1
40109102400	1
40109104900	1
