

Tract (Group 1)	Date (Group 2)	risk_indicator
51710005903	1/17/09	1
51710006100	1/17/09	1
51770001000	1/17/09	1
51810046214	1/17/09	1
53007961302	1/17/09	0
53033028802	1/17/09	15
53051970300	1/17/09	2
53057952401	1/17/09	1
53061050200	1/17/09	1
54033032102	1/17/09	1
54049021000	1/17/09	1
54051020800	1/17/09	2
54105030101	1/17/09	1
55025002100	1/17/09	1
55055100800	1/17/09	1
55071000800	1/17/09	1
55087940000	1/17/09	1
6001407800	1/17/09	1
6001409300	1/17/09	1
6059042317	1/17/09	1
6071006302	1/17/09	1
6071008709	1/17/09	1
6081609800	1/17/09	1
6107003400	1/17/09	1
8041001104	1/17/09	0
9003405100	1/17/09	2
9003416200	1/17/09	0
9009125200	1/17/09	1
9009180200	1/17/09	1
1029959600	1/18/09	1
1073000400	1/18/09	1
1073000800	1/18/09	3
1073001500	1/18/09	1
1073011001	1/18/09	1
1083020600	1/18/09	1
1085781200	1/18/09	1
1089000502	1/18/09	1
1091973100	1/18/09	3
1097007101	1/18/09	1
1101002900	1/18/09	1
1101003000	1/18/09	1
1103000100	1/18/09	1
1125012700	1/18/09	1
1131034700	1/18/09	1
12009071334	1/18/09	1
12011020302	1/18/09	1
12011070305	1/18/09	1
12101031806	1/18/09	0
12115001101	1/18/09	1
13051010809	1/18/09	1
13089021806	1/18/09	1
13121007806	1/18/09	1
13121010205	1/18/09	0
13213010400	1/18/09	0
13261950300	1/18/09	1
13261950400	1/18/09	1
13299950800	1/18/09	1
13311950300	1/18/09	1
17019010400	1/18/09	1
17031980000	1/18/09	4
17083010100	1/18/09	1
17085020200	1/18/09	1
17119400600	1/18/09	1
17163501100	1/18/09	1
17201004001	1/18/09	1
18003010500	1/18/09	2
18021040600	1/18/09	1
18055955000	1/18/09	1
18095000400	1/18/09	1
18131959100	1/18/09	1
18153050100	1/18/09	1
18157001300	1/18/09	1
19023070100	1/18/09	0
21111009105	1/18/09	1
21179930700	1/18/09	0
21213970300	1/18/09	0
21225950100	1/18/09	1
2170000402	1/18/09	2
22019003101	1/18/09	1
22043020200	1/18/09	1
22071000602	1/18/09	1
22071002700	1/18/09	0
22073001500	1/18/09	1
22099020400	1/18/09	0
22103040803	1/18/09	1
23025967000	1/18/09	1
24021751702	1/18/09	0
24031700719	1/18/09	1
24047951500	1/18/09	1
24510180300	1/18/09	1
25009260700	1/18/09	0
25009260800	1/18/09	0
25013800300	1/18/09	1
26005031000	1/18/09	2
26049000900	1/18/09	1
26077001801	1/18/09	1
26093744600	1/18/09	0
26139025200	1/18/09	2
26163541100	1/18/09	1
26163567100	1/18/09	1
26163585700	1/18/09	1
28015950200	1/18/09	1
28047001202	1/18/09	1
28049003700	1/18/09	1
28059040102	1/18/09	1
28067950100	1/18/09	1
28089031000	1/18/09	1
28121020701	1/18/09	1
29051010702	1/18/09	1
29091090600	1/18/09	1
29095002100	1/18/09	1
29095012100	1/18/09	1
29119070200	1/18/09	1
29157470400	1/18/09	1
29183311602	1/18/09	1
29183312205	1/18/09	1
29189215102	1/18/09	1
29510116302	1/18/09	1
29510116400	1/18/09	1
30031000702	1/18/09	1
31053963800	1/18/09	1
31055005902	1/18/09	1
31153010103	1/18/09	3
31153010401	1/18/09	0
32003005015	1/18/09	1
33011016201	1/18/09	4
34007607702	1/18/09	1
34013012500	1/18/09	2
35009000400	1/18/09	1
36005021002	1/18/09	0
36005022200	1/18/09	0
36005023200	1/18/09	1
36005023800	1/18/09	1
36029004001	1/18/09	1
36059519703	1/18/09	1
36061023100	1/18/09	0
36061025900	1/18/09	0
36067003900	1/18/09	1
36081041300	1/18/09	1
36081044302	1/18/09	0
36081112300	1/18/09	1
36101963000	1/18/09	1
36103112002	1/18/09	1
36105951800	1/18/09	1
36109001700	1/18/09	1
37045950101	1/18/09	1
37049961303	1/18/09	0
37067002603	1/18/09	1
37081015704	1/18/09	3
37081016006	1/18/09	1
37101041300	1/18/09	2
37119004600	1/18/09	1
37159050904	1/18/09	1
37159051202	1/18/09	1
37161960100	1/18/09	1
37165010300	1/18/09	0
37193960900	1/18/09	1
37195001700	1/18/09	1
39007000200	1/18/09	1
39017010901	1/18/09	1
39017010906	1/18/09	1
39025041702	1/18/09	1
39035121300	1/18/09	1
39035188103	1/18/09	0
39055310200	1/18/09	1
39061002600	1/18/09	1
39061008202	1/18/09	7
39087051001	1/18/09	1
39095003600	1/18/09	1
39113000200	1/18/09	1
39135460100	1/18/09	1
40031001100	1/18/09	1
40031001500	1/18/09	1
40109104900	1/18/09	1
40111000600	1/18/09	1
4013050603	1/18/09	1
4013092401	1/18/09	3
4013092500	1/18/09	1
4013421702	1/18/09	1
40143007200	1/18/09	1
40143009004	1/18/09	1
41017000900	1/18/09	7
41039004300	1/18/09	1
41051009604	1/18/09	1
42043020300	1/18/09	2
42043020400	1/18/09	4
42043022000	1/18/09	1
42055011400	1/18/09	1
42119090300	1/18/09	1
44007018000	1/18/09	5
45019002502	1/18/09	1
45019004400	1/18/09	1
45031010800	1/18/09	1
45041001506	1/18/09	1
45071950502	1/18/09	1
45089970200	1/18/09	1
46035962600	1/18/09	1
46047964100	1/18/09	1
47019070500	1/18/09	1
47029920501	1/18/09	1
47065011323	1/18/09	1
47125101802	1/18/09	1
47155080700	1/18/09	1
47157008800	1/18/09	1
47163040800	1/18/09	1
47187050103	1/18/09	1
48041002008	1/18/09	1
48093950200	1/18/09	1
48113016705	1/18/09	1
48113018700	1/18/09	1
48121021740	1/18/09	1
48139061600	1/18/09	1
48141003901	1/18/09	1
48201241101	1/18/09	1
48213950100	1/18/09	1
48215022104	1/18/09	1
48439101401	1/18/09	1
48439110302	1/18/09	0
49035113408	1/18/09	1
50007002302	1/18/09	0
50011010600	1/18/09	0
50027965900	1/18/09	1
51029930102	1/18/09	1
51067020400	1/18/09	1
51105950200	1/18/09	1
51139030100	1/18/09	1
51165010700	1/18/09	1
51171040500	1/18/09	1
51173030400	1/18/09	1
51700030800	1/18/09	4
51700032006	1/18/09	1
51760041100	1/18/09	1
51760070900	1/18/09	1
53061040100	1/18/09	2
54003971102	1/18/09	1
55079004900	1/18/09	1
6001408700	1/18/09	3
6047000301	1/18/09	1
6077000900	1/18/09	1
6085504317	1/18/09	2
6097152906	1/18/09	1
6107000402	1/18/09	1
6113010204	1/18/09	21
72001956700	1/18/09	1
8041003906	1/18/09	2
8059010100	1/18/09	1
8059011721	1/18/09	1
9001021400	1/18/09	1
9001200301	1/18/09	3
9001210100	1/18/09	1
1021060402	1/19/09	1
1031011202	1/19/09	1
1033020500	1/19/09	1
1055010100	1/19/09	1
1101006000	1/19/09	1
1103005301	1/19/09	1
1117030102	1/19/09	1
1125011902	1/19/09	1
12045960200	1/19/09	1
12057012402	1/19/09	1
12073001802	1/19/09	1
12117020500	1/19/09	1
13021011701	1/19/09	1
13047030600	1/19/09	1
13067031309	1/19/09	1
13121007705	1/19/09	5
13121007802	1/19/09	1
13121010601	1/19/09	3
13135050318	1/19/09	1
13175950800	1/19/09	1
13185011403	1/19/09	0
13195020500	1/19/09	1
13227050200	1/19/09	1
13247060407	1/19/09	1
13269950300	1/19/09	1
13295020901	1/19/09	1
16021970100	1/19/09	1
17031490902	1/19/09	1
17031690500	1/19/09	1
17031690900	1/19/09	1
17031819500	1/19/09	1
17031827500	1/19/09	1
18003003000	1/19/09	1
18097320500	1/19/09	1
18157000400	1/19/09	1
18157011100	1/19/09	1
19027960100	1/19/09	2
20043020200	1/19/09	1
20099950500	1/19/09	1
20173008200	1/19/09	1
20177003100	1/19/09	2
21067004104	1/19/09	1
21071920600	1/19/09	1
21073071000	1/19/09	0
21111001700	1/19/09	1
21117063702	1/19/09	1
21141960300	1/19/09	1
2185000200	1/19/09	1
22055001300	1/19/09	1
22057020702	1/19/09	1
22073005900	1/19/09	1
22101041600	1/19/09	1
2290000200	1/19/09	1
24003706301	1/19/09	0
24039930101	1/19/09	3
24510080700	1/19/09	1
24510151200	1/19/09	3
25009260800	1/19/09	1
25009260900	1/19/09	2
26025003100	1/19/09	2
26057000100	1/19/09	1
26081003000	1/19/09	1
26081014502	1/19/09	1
26093732100	1/19/09	0
26123970700	1/19/09	1
26125171400	1/19/09	5
26127010400	1/19/09	NA
26129950500	1/19/09	1
26155030600	1/19/09	1
26163501300	1/19/09	2
26163506500	1/19/09	1
26163510500	1/19/09	1
26163574202	1/19/09	1
27123035200	1/19/09	0
28007060200	1/19/09	1
28151000600	1/19/09	1
29015460200	1/19/09	1
29079960200	1/19/09	1
29095005601	1/19/09	1
29095006500	1/19/09	1
29105960300	1/19/09	1
29209090602	1/19/09	1
29510110300	1/19/09	1
29510120200	1/19/09	1
32003003800	1/19/09	1
34001000300	1/19/09	1
34001011802	1/19/09	1
36011041300	1/19/09	0
36029001500	1/19/09	1
36059407102	1/19/09	1
36061005700	1/19/09	0
36065021702	1/19/09	2
36067002101	1/19/09	1
36071014102	1/19/09	1
36081116100	1/19/09	0
36081117500	1/19/09	0
36117020102	1/19/09	1
37045950900	1/19/09	1
37057060500	1/19/09	1
37063001502	1/19/09	1
37071033500	1/19/09	1
37109070100	1/19/09	1
37161960600	1/19/09	1
37193960700	1/19/09	1
38053940100	1/19/09	1
39017010600	1/19/09	1
39021010100	1/19/09	1
39025041600	1/19/09	3
39035151400	1/19/09	1
39059977600	1/19/09	1
39059977900	1/19/09	1
39083007400	1/19/09	1
39095005100	1/19/09	1
39153531801	1/19/09	1
4003000203	1/19/09	1
40031000401	1/19/09	1
40101001400	1/19/09	1
40105172400	1/19/09	1
40111000500	1/19/09	1
40111000901	1/19/09	1
40123089200	1/19/09	1
40125501300	1/19/09	1
4013092724	1/19/09	1
4013612400	1/19/09	1
4013612600	1/19/09	1
4013618500	1/19/09	1
40143007305	1/19/09	1
40143007306	1/19/09	1
40143007900	1/19/09	1
4019004011	1/19/09	0
41001950200	1/19/09	0
41029000405	1/19/09	1
42011011400	1/19/09	1
42015951000	1/19/09	1
42033330900	1/19/09	0
42043021600	1/19/09	1
42063960600	1/19/09	1
44007001500	1/19/09	2
45015020504	1/19/09	1
45019004611	1/19/09	1
45023020300	1/19/09	1
45045003301	1/19/09	1
45047970702	1/19/09	5
45063021018	1/19/09	1
45077010402	1/19/09	1
45077011205	1/19/09	0
45085000100	1/19/09	1
47037011300	1/19/09	1
47073050200	1/19/09	1
47073050302	1/19/09	3
47085130500	1/19/09	1
47115050101	1/19/09	1
47139950400	1/19/09	1
47157022500	1/19/09	1
48021950802	1/19/09	2
48029190604	1/19/09	2
48053960800	1/19/09	1
48099010701	1/19/09	1
48099010804	1/19/09	1
48113009202	1/19/09	1
48121020103	1/19/09	0
48201533200	1/19/09	1
48231960200	1/19/09	1
48231960700	1/19/09	1
48309001300	1/19/09	1
48439103601	1/19/09	1
48439114204	1/19/09	1
48467950400	1/19/09	1
49057200700	1/19/09	1
5045030402	1/19/09	1
5057480300	1/19/09	1
51015070500	1/19/09	1
51059430201	1/19/09	3
51143010300	1/19/09	1
51143010500	1/19/09	1
51179010404	1/19/09	1
5145070100	1/19/09	1
51720960100	1/19/09	1
51810045406	1/19/09	1
53011040810	1/19/09	1
53053072106	1/19/09	1
53065951300	1/19/09	1
54047954200	1/19/09	1
54069001800	1/19/09	1
55009020600	1/19/09	1
55015020500	1/19/09	1
55043960100	1/19/09	1
55079008600	1/19/09	2
55079016800	1/19/09	2
55079017500	1/19/09	5
55105002000	1/19/09	0
55105002300	1/19/09	1
55119960400	1/19/09	1
6009000210	1/19/09	1
6059110014	1/19/09	2
6059110015	1/19/09	1
6065045707	1/19/09	1
6077003410	1/19/09	1
6085500800	1/19/09	6
6095251802	1/19/09	1
6097153300	1/19/09	1
6115040100	1/19/09	1
8059011724	1/19/09	0
9001071100	1/19/09	1
1057020000	1/2/09	1
1073001902	1/2/09	1
1073003200	1/2/09	1
12001000700	1/2/09	1
12011040802	1/2/09	1
12031012602	1/2/09	1
12033001700	1/2/09	1
12071001101	1/2/09	1
12073001101	1/2/09	1
12075970400	1/2/09	1
12095018500	1/2/09	1
12103021800	1/2/09	1
13021012700	1/2/09	1
13021013605	1/2/09	1
13089022007	1/2/09	1
13097080202	1/2/09	1
13121001300	1/2/09	2
13177020100	1/2/09	1
13213010400	1/2/09	1
13223120503	1/2/09	1
13245010504	1/2/09	1
16017950900	1/2/09	1
17031130300	1/2/09	1
17031190402	1/2/09	7
17031490300	1/2/09	1
17031611000	1/2/09	1
17055041000	1/2/09	1
17143000300	1/2/09	1
17143000500	1/2/09	1
17177000700	1/2/09	1
17183010701	1/2/09	1
18005011500	1/2/09	1
18089012600	1/2/09	1
18097310312	1/2/09	1
18097330700	1/2/09	1
18165020500	1/2/09	1
18167011200	1/2/09	1
19069360100	1/2/09	1
20031966100	1/2/09	1
20103070500	1/2/09	1
20155001000	1/2/09	1
20177000900	1/2/09	1
21029021102	1/2/09	1
21037051101	1/2/09	1
21067001100	1/2/09	1
21067004208	1/2/09	1
21107970400	1/2/09	1
21111004600	1/2/09	1
21113060200	1/2/09	1
21203950200	1/2/09	1
21209040301	1/2/09	3
22017022300	1/2/09	0
22025000200	1/2/09	1
22037951502	1/2/09	1
22055002104	1/2/09	1
22067950400	1/2/09	1
22115950200	1/2/09	1
22115950800	1/2/09	1
24003706600	1/2/09	1
24510150100	1/2/09	1
24510180100	1/2/09	1
25005614101	1/2/09	1
25023530200	1/2/09	1
25027752100	1/2/09	1
26017285300	1/2/09	1
26049001500	1/2/09	1
26071000300	1/2/09	1
26081001300	1/2/09	1
26137950300	1/2/09	1
26163507400	1/2/09	1
26163524000	1/2/09	1
26163530200	1/2/09	1
26163530300	1/2/09	1
26163534700	1/2/09	1
26163571500	1/2/09	1
27157490400	1/2/09	1
27171101100	1/2/09	1
28015950200	1/2/09	1
28049000800	1/2/09	1
28081950302	1/2/09	1
28091950400	1/2/09	1
28123020600	1/2/09	1
28145950600	1/2/09	1
28151000900	1/2/09	1
29027070600	1/2/09	1
29069360500	1/2/09	2
29105960600	1/2/09	1
30095966400	1/2/09	1
31055007310	1/2/09	0
31119960900	1/2/09	1
31149974600	1/2/09	1
32003002826	1/2/09	1
32003003419	1/2/09	0
34007610300	1/2/09	1
34023004200	1/2/09	2
34039030500	1/2/09	1
35001000713	1/2/09	1
35049001205	1/2/09	1
36005013100	1/2/09	6
36005016200	1/2/09	0
36017970802	1/2/09	1
36023970600	1/2/09	1
36047082000	1/2/09	1
36055011706	1/2/09	2
36055011800	1/2/09	1
36065023000	1/2/09	0
36071010102	1/2/09	1
36081015100	1/2/09	0
36081015300	1/2/09	0
36081016300	1/2/09	1
36081041400	1/2/09	5
36101962700	1/2/09	1
36103110902	1/2/09	1
36103158103	1/2/09	1
37035010402	1/2/09	3
37037020401	1/2/09	1
37051003104	1/2/09	1
37081013900	1/2/09	1
37127011200	1/2/09	1
37151030100	1/2/09	1
37183051900	1/2/09	2
37183053418	1/2/09	1
37193960100	1/2/09	1
37197050300	1/2/09	1
39009973800	1/2/09	1
39041011411	1/2/09	1
39147962500	1/2/09	1
4003002001	1/2/09	1
40097040700	1/2/09	1
4013113201	1/2/09	1
40143007624	1/2/09	1
4019003003	1/2/09	1
4019940800	1/2/09	1
41039002501	1/2/09	1
42003499400	1/2/09	2
42003564500	1/2/09	1
42007604600	1/2/09	0
42007604901	1/2/09	0
42095017200	1/2/09	1
42095017300	1/2/09	1
42129803700	1/2/09	1
45015020201	1/2/09	1
45023020300	1/2/09	1
45027960701	1/2/09	1
45029970402	1/2/09	1
45033970600	1/2/09	1
45035010809	1/2/09	1
45039960100	1/2/09	1
45041000700	1/2/09	1
45085000100	1/2/09	1
47037011500	1/2/09	1
47065001300	1/2/09	1
47065002300	1/2/09	1
47155080400	1/2/09	1
47157010220	1/2/09	1
47157022210	1/2/09	1
48059030102	1/2/09	0
48113013720	1/2/09	1
48201533702	1/2/09	1
48217961400	1/2/09	1
48231961000	1/2/09	1
48257050704	1/2/09	1
48349970700	1/2/09	1
5093011300	1/2/09	1
51041100409	1/2/09	1
51049930200	1/2/09	1
51131930100	1/2/09	1
51143011400	1/2/09	1
5119004700	1/2/09	1
53011040202	1/2/09	1
54021967700	1/2/09	1
55105001400	1/2/09	1
6019002906	1/2/09	1
6037103102	1/2/09	0
6037224420	1/2/09	1
6061020901	1/2/09	1
6081603000	1/2/09	1
6085503113	1/2/09	1
6111008900	1/2/09	1
8041002900	1/2/09	1
9011870501	1/2/09	1
NULL	1/2/09	1
1009050400	1/20/09	1
1043964600	1/20/09	1
1073004000	1/20/09	1
1073005907	1/20/09	1
1083020801	1/20/09	1
1091973100	1/20/09	1
1097001002	1/20/09	0
1097001100	1/20/09	1
11001009201	1/20/09	1
1101001100	1/20/09	1
1103000600	1/20/09	1
1103005107	1/20/09	1
1109189000	1/20/09	1
1119011300	1/20/09	1
1131035100	1/20/09	1
12011110333	1/20/09	0
12057012002	1/20/09	1
12065250200	1/20/09	0
12079110200	1/20/09	1
12105014702	1/20/09	1
12105015701	1/20/09	0
12117020201	1/20/09	2
13003960200	1/20/09	1
13013180402	1/20/09	1
13017960400	1/20/09	1
13039010100	1/20/09	1
13089021908	1/20/09	1
13089023802	1/20/09	1
13099090400	1/20/09	2
13105000400	1/20/09	1
13121005502	1/20/09	1
13135050729	1/20/09	1
13247060304	1/20/09	1
13257970301	1/20/09	1
13267950201	1/20/09	1
16001000500	1/20/09	1
16009950100	1/20/09	1
16017950400	1/20/09	1
16045960200	1/20/09	1
17003957700	1/20/09	1
17003957800	1/20/09	1
17031292200	1/20/09	1
17031840800	1/20/09	1
17031841400	1/20/09	1
17055041100	1/20/09	1
17115000200	1/20/09	1
17163501100	1/20/09	1
17163502500	1/20/09	1
17181950400	1/20/09	1
18043070700	1/20/09	1
18045958000	1/20/09	1
18079960400	1/20/09	1
18089011400	1/20/09	1
18089040100	1/20/09	1
18119955600	1/20/09	1
18147953000	1/20/09	1
18163002100	1/20/09	1
18181958700	1/20/09	1
19113000901	1/20/09	1
19113001101	1/20/09	1
20077961700	1/20/09	1
20173007700	1/20/09	0
20209041300	1/20/09	1
21065920300	1/20/09	1
21107970300	1/20/09	1
21111012410	1/20/09	1
21117064600	1/20/09	1
21195930100	1/20/09	1
22029000100	1/20/09	1
22031950700	1/20/09	0
22033002400	1/20/09	3
23017966500	1/20/09	2
24510070200	1/20/09	1
24510260800	1/20/09	1
25027735100	1/20/09	1
26017286500	1/20/09	1
26025000900	1/20/09	1
26025002800	1/20/09	1
26041970600	1/20/09	0
26045020202	1/20/09	1
26049002700	1/20/09	1
26113960300	1/20/09	1
26149040500	1/20/09	1
26163511400	1/20/09	3
26163512100	1/20/09	1
26163522200	1/20/09	7
26163527300	1/20/09	1
26163535200	1/20/09	1
26163544200	1/20/09	1
26163579200	1/20/09	1
27017070300	1/20/09	1
27095170600	1/20/09	1
27099001000	1/20/09	1
27123042101	1/20/09	1
27169670800	1/20/09	1
28011950100	1/20/09	1
28033070710	1/20/09	1
28047003700	1/20/09	1
28063950100	1/20/09	1
28089030203	1/20/09	1
28157950100	1/20/09	2
28159950200	1/20/09	1
29089960200	1/20/09	0
29089960300	1/20/09	1
29095008000	1/20/09	1
29145020100	1/20/09	1
29165030305	1/20/09	1
29167960400	1/20/09	1
29189212200	1/20/09	1
29195090100	1/20/09	1
29510110400	1/20/09	1
30053000400	1/20/09	1
31109010300	1/20/09	1
32003001712	1/20/09	1
32031002704	1/20/09	1
34013001900	1/20/09	1
36005036800	1/20/09	1
36005038000	1/20/09	0
36005038200	1/20/09	3
36013030300	1/20/09	1
36019100300	1/20/09	2
36029005700	1/20/09	1
36047038700	1/20/09	1
36047046000	1/20/09	1
36047048200	1/20/09	1
36047084800	1/20/09	0
36059412900	1/20/09	1
36063022803	1/20/09	2
36067002300	1/20/09	1
36067011500	1/20/09	1
36069051700	1/20/09	1
36071011000	1/20/09	2
36075020302	1/20/09	1
36075021604	1/20/09	1
36089490600	1/20/09	1
36089491000	1/20/09	1
36097950100	1/20/09	1
37017950600	1/20/09	1
37021001600	1/20/09	1
37021001900	1/20/09	1
37025041901	1/20/09	1
37045950500	1/20/09	1
37051001000	1/20/09	1
37057060304	1/20/09	1
37057060900	1/20/09	1
37057061702	1/20/09	1
37059080100	1/20/09	1
37067003404	1/20/09	0
37071031302	1/20/09	1
37119003802	1/20/09	1
37155960202	1/20/09	1
37161961102	1/20/09	1
37179020404	1/20/09	1
39035110501	1/20/09	1
39045030900	1/20/09	1
39061006300	1/20/09	1
39063000300	1/20/09	1
39071954700	1/20/09	1
39095002200	1/20/09	1
39095003900	1/20/09	1
39113020100	1/20/09	1
39131952700	1/20/09	1
39145003200	1/20/09	1
39165031600	1/20/09	1
39165032300	1/20/09	1
40021977900	1/20/09	1
40027202402	1/20/09	1
4003002001	1/20/09	1
40037020702	1/20/09	1
40041375700	1/20/09	1
40041375900	1/20/09	1
4013109900	1/20/09	1
40143000400	1/20/09	1
40147000400	1/20/09	1
41041951100	1/20/09	1
41067030402	1/20/09	1
42003160800	1/20/09	1
42007601300	1/20/09	1
42011001200	1/20/09	1
42015950500	1/20/09	1
42021013400	1/20/09	1
42027010700	1/20/09	0
42045404800	1/20/09	1
42055012000	1/20/09	1
42069101200	1/20/09	1
42071011504	1/20/09	1
42127960900	1/20/09	2
45063021018	1/20/09	1
45067950500	1/20/09	1
47119010500	1/20/09	1
47129110200	1/20/09	1
48005000200	1/20/09	1
48029111000	1/20/09	1
48029140200	1/20/09	1
48113016902	1/20/09	1
48121021304	1/20/09	1
48143950500	1/20/09	1
48201232701	1/20/09	1
48201520300	1/20/09	1
48201532300	1/20/09	3
48355001902	1/20/09	1
48365950100	1/20/09	1
48405950200	1/20/09	1
48409010602	1/20/09	1
48439114003	1/20/09	1
49049002000	1/20/09	0
49049002300	1/20/09	0
49049002801	1/20/09	12
51059451900	1/20/09	1
5119000500	1/20/09	1
5119003800	1/20/09	1
51730810300	1/20/09	1
51760010700	1/20/09	1
51800065500	1/20/09	1
53053063502	1/20/09	1
54047953800	1/20/09	1
54047954504	1/20/09	1
54061010700	1/20/09	1
55009002001	1/20/09	1
55025002100	1/20/09	3
55141010100	1/20/09	1
55141010200	1/20/09	2
6037532200	1/20/09	1
6037542602	1/20/09	1
6037604100	1/20/09	1
6075021700	1/20/09	1
72113072101	1/20/09	1
8003960300	1/20/09	1
8005080900	1/20/09	1
8031004103	1/20/09	1
10001041200	1/21/09	1
10001041801	1/21/09	1
1015000700	1/21/09	1
1025957602	1/21/09	1
1043964300	1/21/09	1
1073012103	1/21/09	1
1085781200	1/21/09	1
1089010800	1/21/09	0
1097005900	1/21/09	1
1099075900	1/21/09	1
11001003301	1/21/09	0
11001003302	1/21/09	1
11001009203	1/21/09	1
1101000400	1/21/09	1
1129044200	1/21/09	1
1131035200	1/21/09	1
12009064127	1/21/09	1
12033001800	1/21/09	1
12073001902	1/21/09	1
12077950100	1/21/09	1
12083002302	1/21/09	1
12086000220	1/21/09	1
12086002300	1/21/09	1
12091022600	1/21/09	1
12099001403	1/21/09	1
12099006100	1/21/09	1
12105013101	1/21/09	0
12105013102	1/21/09	1
13021013504	1/21/09	1
13043950200	1/21/09	1
13067031309	1/21/09	1
13077170305	1/21/09	0
13095000800	1/21/09	1
13095001500	1/21/09	1
13123080400	1/21/09	1
13127001000	1/21/09	1
13129970700	1/21/09	1
13151070402	1/21/09	1
13193000400	1/21/09	1
13257970301	1/21/09	1
16001000500	1/21/09	1
16001000600	1/21/09	1
17019005402	1/21/09	1
17031530600	1/21/09	1
17031700401	1/21/09	1
17101881100	1/21/09	1
17161022600	1/21/09	1
17197880107	1/21/09	1
18085962700	1/21/09	1
18109510402	1/21/09	1
18133956200	1/21/09	1
18163000100	1/21/09	1
20173010004	1/21/09	1
2020001731	1/21/09	1
21073070600	1/21/09	1
21077960101	1/21/09	1
21229930200	1/21/09	1
22019001400	1/21/09	1
22019002400	1/21/09	1
22033004700	1/21/09	1
22059970100	1/21/09	0
22061960800	1/21/09	0
22071000904	1/21/09	3
22091951100	1/21/09	1
22097960700	1/21/09	1
22109000500	1/21/09	2
23031038001	1/21/09	1
24025304201	1/21/09	1
24510250204	1/21/09	5
24510250207	1/21/09	4
25009251300	1/21/09	1
25017331101	1/21/09	1
26091061301	1/21/09	1
26117970500	1/21/09	1
26145012500	1/21/09	1
26163501300	1/21/09	1
26163504800	1/21/09	1
26163511900	1/21/09	0
26163523100	1/21/09	1
26163533900	1/21/09	9
26163536100	1/21/09	1
26163540900	1/21/09	1
26163559000	1/21/09	1
27053002200	1/21/09	1
27053102100	1/21/09	2
28047003505	1/21/09	1
28049001200	1/21/09	1
28049002400	1/21/09	1
28049010809	1/21/09	1
28123020300	1/21/09	1
28151000900	1/21/09	1
29051010701	1/21/09	1
29095008700	1/21/09	1
29181870300	1/21/09	1
29189220702	1/21/09	1
29510110100	1/21/09	1
31053963600	1/21/09	1
34013004400	1/21/09	1
34013004600	1/21/09	1
34013005300	1/21/09	1
34025801600	1/21/09	15
34025801700	1/21/09	4
34039032700	1/21/09	1
36005008300	1/21/09	0
36005008500	1/21/09	1
36027220700	1/21/09	4
36029002900	1/21/09	1
36047079000	1/21/09	0
36047111800	1/21/09	1
36047119400	1/21/09	1
36057070500	1/21/09	1
36061010400	1/21/09	0
36061011201	1/21/09	0
36063021700	1/21/09	1
36067002000	1/21/09	1
36077591600	1/21/09	1
36085000700	1/21/09	1
36085000900	1/21/09	1
36117021000	1/21/09	1
37035011702	1/21/09	1
37037020402	1/21/09	1
37037020500	1/21/09	1
37047930600	1/21/09	1
37051003310	1/21/09	1
37059080100	1/21/09	1
37065021500	1/21/09	1
37067000600	1/21/09	1
37067001601	1/21/09	1
37101041002	1/21/09	1
37105030501	1/21/09	1
37119003700	1/21/09	1
37153970800	1/21/09	1
37161961000	1/21/09	1
37177960100	1/21/09	1
37179020702	1/21/09	1
37191001800	1/21/09	0
37193960200	1/21/09	1
37195000700	1/21/09	1
39005970800	1/21/09	0
39009972600	1/21/09	1
39035178204	1/21/09	1
39049007954	1/21/09	1
39049009420	1/21/09	1
39061001800	1/21/09	1
39081011000	1/21/09	1
39095004900	1/21/09	5
39121968400	1/21/09	1
39169002300	1/21/09	2
40131050407	1/21/09	1
40137001100	1/21/09	1
41039000200	1/21/09	1
41051010402	1/21/09	0
42003415002	1/21/09	1
42009960900	1/21/09	1
42011010802	1/21/09	1
42017100303	1/21/09	1
42027011201	1/21/09	0
42031160102	1/21/09	1
42031160600	1/21/09	1
42093050300	1/21/09	4
42115032400	1/21/09	1
42115032600	1/21/09	1
42127960900	1/21/09	2
45019001100	1/21/09	1
45019003800	1/21/09	1
45023020900	1/21/09	2
45045002403	1/21/09	1
45077010501	1/21/09	1
45085001300	1/21/09	1
47009010800	1/21/09	1
47047060501	1/21/09	1
47053966300	1/21/09	1
47053966900	1/21/09	1
47085130100	1/21/09	1
47145030500	1/21/09	4
47157005500	1/21/09	1
47157011300	1/21/09	3
47157020210	1/21/09	1
47157020810	1/21/09	1
47159975400	1/21/09	1
47163042900	1/21/09	1
48005000400	1/21/09	1
48037010400	1/21/09	1
48073950300	1/21/09	1
48201211700	1/21/09	1
48201311300	1/21/09	0
48245002400	1/21/09	1
48251130700	1/21/09	1
48295950200	1/21/09	1
48439100800	1/21/09	1
48471790103	1/21/09	1
48479000601	1/21/09	1
48479000800	1/21/09	1
48487950600	1/21/09	1
5051011602	1/21/09	1
5083950500	1/21/09	1
5109953300	1/21/09	1
5119004107	1/21/09	2
5125010507	1/21/09	0
5131001001	1/21/09	1
51710006100	1/21/09	1
51730810300	1/21/09	1
51760020300	1/21/09	2
51820003400	1/21/09	2
53007961302	1/21/09	1
53027000300	1/21/09	1
53053071808	1/21/09	1
53063010201	1/21/09	1
