

Tract (Group 1)	Date (Group 2)	risk_indicator
17031560200	1/14/09	1
17031671300	1/14/09	1
17057953300	1/14/09	0
17119402100	1/14/09	1
17125956400	1/14/09	1
17133600501	1/14/09	1
17197880702	1/14/09	1
17201003200	1/14/09	1
18003980002	1/14/09	1
18081610403	1/14/09	1
18097357600	1/14/09	1
18097380402	1/14/09	3
18097390600	1/14/09	1
18141011301	1/14/09	0
18167000500	1/14/09	1
19055950100	1/14/09	2
20059954500	1/14/09	2
20149000400	1/14/09	1
21067001300	1/14/09	1
21111000400	1/14/09	1
21111004301	1/14/09	1
21233960100	1/14/09	1
22017024303	1/14/09	8
22051027701	1/14/09	1
22105954800	1/14/09	1
22117950300	1/14/09	1
24510151300	1/14/09	1
24510250401	1/14/09	1
25009206700	1/14/09	4
26037011001	1/14/09	1
26049000700	1/14/09	0
26067030100	1/14/09	1
26093732100	1/14/09	0
26099256600	1/14/09	1
26109960500	1/14/09	1
26125142400	1/14/09	1
26125142700	1/14/09	1
26151970400	1/14/09	1
26163532600	1/14/09	1
26163541000	1/14/09	1
26163541200	1/14/09	1
26163577600	1/14/09	1
27045960300	1/14/09	1
27053100800	1/14/09	0
27081201001	1/14/09	1
28059040204	1/14/09	1
28067950500	1/14/09	1
28081950402	1/14/09	1
28089030400	1/14/09	1
28149950600	1/14/09	1
29005950100	1/14/09	1
29099700304	1/14/09	0
29109470200	1/14/09	0
29187950101	1/14/09	1
29189219300	1/14/09	1
29203470200	1/14/09	1
29225470302	1/14/09	1
34005702803	1/14/09	1
34017000100	1/14/09	1
34029713401	1/14/09	1
34041031602	1/14/09	1
35001003733	1/14/09	1
35013001400	1/14/09	1
35029000400	1/14/09	1
35047957600	1/14/09	1
36021001800	1/14/09	1
36029005500	1/14/09	2
36039080402	1/14/09	1
36045061500	1/14/09	1
36047086600	1/14/09	0
36047086800	1/14/09	0
36055011400	1/14/09	2
36055015400	1/14/09	1
36065024000	1/14/09	0
36081041500	1/14/09	1
36081042700	1/14/09	1
36085012804	1/14/09	1
36085029104	1/14/09	0
37025040500	1/14/09	1
37045951601	1/14/09	1
37051001400	1/14/09	1
37063001806	1/14/09	1
37067003201	1/14/09	1
37097061502	1/14/09	1
37119001919	1/14/09	1
37129010100	1/14/09	3
37159051001	1/14/09	3
37171931001	1/14/09	1
38071957800	1/14/09	0
39035102700	1/14/09	0
39035109801	1/14/09	1
39035114600	1/14/09	1
39035114900	1/14/09	1
39035115800	1/14/09	1
39035127501	1/14/09	1
39035178206	1/14/09	1
39043040900	1/14/09	1
39049002800	1/14/09	0
39049008330	1/14/09	15
39071955000	1/14/09	1
39113004600	1/14/09	1
39123050500	1/14/09	3
39137030400	1/14/09	1
39149972100	1/14/09	0
39151714801	1/14/09	0
40083600200	1/14/09	1
4019004067	1/14/09	1
41031940000	1/14/09	1
41035971400	1/14/09	1
41045970500	1/14/09	1
41051008100	1/14/09	1
42003418000	1/14/09	3
42003504100	1/14/09	1
42007601400	1/14/09	1
42045410700	1/14/09	1
42067070100	1/14/09	1
42069103000	1/14/09	1
42069112400	1/14/09	0
42071010900	1/14/09	1
42071011200	1/14/09	1
42107000900	1/14/09	1
42109070100	1/14/09	1
42119090502	1/14/09	1
42133010400	1/14/09	1
45007000700	1/14/09	1
45015020711	1/14/09	1
45041000500	1/14/09	1
45041002000	1/14/09	1
45083023700	1/14/09	1
45085000901	1/14/09	1
45085001801	1/14/09	1
46025955800	1/14/09	1
47037010402	1/14/09	1
47093004000	1/14/09	1
47145030900	1/14/09	0
47157010220	1/14/09	1
47177930600	1/14/09	1
47179062000	1/14/09	1
48163950100	1/14/09	1
48201220800	1/14/09	2
48201310900	1/14/09	1
48265960100	1/14/09	0
48277000500	1/14/09	1
48277000600	1/14/09	1
48303002400	1/14/09	1
48339694700	1/14/09	1
48367140405	1/14/09	1
48439103702	1/14/09	1
48439110703	1/14/09	1
48453000603	1/14/09	1
48493000500	1/14/09	1
5011950400	1/14/09	1
5045031102	1/14/09	1
5091020100	1/14/09	1
51025930300	1/14/09	1
51047930300	1/14/09	1
51083930202	1/14/09	1
51085320100	1/14/09	1
51145500102	1/14/09	1
5119002203	1/14/09	4
5119002403	1/14/09	1
5119004900	1/14/09	2
51670820500	1/14/09	0
53007960600	1/14/09	1
53047940200	1/14/09	0
53077002001	1/14/09	2
54097966700	1/14/09	1
55063010202	1/14/09	1
6001408400	1/14/09	6
6019005202	1/14/09	1
6023010901	1/14/09	1
6037231900	1/14/09	2
6037232800	1/14/09	2
6037602003	1/14/09	1
6045011002	1/14/09	1
6099002402	1/14/09	1
6107000201	1/14/09	1
8005081300	1/14/09	1
8067970703	1/14/09	1
9005253300	1/14/09	1
9009345100	1/14/09	2
1047956100	1/15/09	1
1073005903	1/15/09	1
1073010200	1/15/09	1
1075030100	1/15/09	1
1089001500	1/15/09	1
1099075900	1/15/09	1
11001008904	1/15/09	1
12009062301	1/15/09	1
12019030500	1/15/09	1
12053041204	1/15/09	1
12069031205	1/15/09	1
12071040207	1/15/09	1
12086002404	1/15/09	1
12105012305	1/15/09	1
12117020401	1/15/09	2
12117020806	1/15/09	1
12117021201	1/15/09	1
12121970100	1/15/09	1
13005970201	1/15/09	1
13021010100	1/15/09	0
13021010800	1/15/09	1
13089021911	1/15/09	1
13175950202	1/15/09	0
13181970100	1/15/09	1
13315960400	1/15/09	1
17011965300	1/15/09	1
17023060100	1/15/09	1
17031251100	1/15/09	2
17031301100	1/15/09	1
17031480500	1/15/09	4
17031804202	1/15/09	1
17031826301	1/15/09	1
17031827000	1/15/09	1
17031827100	1/15/09	3
17031827200	1/15/09	1
17115001100	1/15/09	1
17137951700	1/15/09	1
17143003800	1/15/09	1
17183010500	1/15/09	1
17201001100	1/15/09	19
17201001200	1/15/09	3
18003011302	1/15/09	1
18083955000	1/15/09	1
18097380403	1/15/09	1
18153050100	1/15/09	1
18163003702	1/15/09	1
19007950300	1/15/09	1
19013001701	1/15/09	1
19045000100	1/15/09	0
19153000901	1/15/09	1
19179961000	1/15/09	1
20003953700	1/15/09	1
20177003606	1/15/09	1
20209042300	1/15/09	0
21047201200	1/15/09	1
21093000100	1/15/09	1
21101020601	1/15/09	1
21111000300	1/15/09	1
21111012503	1/15/09	1
21139040100	1/15/09	1
21157950600	1/15/09	1
21173920301	1/15/09	1
21175950400	1/15/09	1
21191930200	1/15/09	1
21219950200	1/15/09	1
21233960200	1/15/09	1
22019000900	1/15/09	1
22033003504	1/15/09	1
22033004205	1/15/09	1
22051023700	1/15/09	1
22051027701	1/15/09	1
22051027806	1/15/09	1
22071001402	1/15/09	5
24510160801	1/15/09	1
25009208400	1/15/09	1
25009250700	1/15/09	1
25009250900	1/15/09	1
25009251600	1/15/09	1
25023511100	1/15/09	1
25023522102	1/15/09	1
26025000200	1/15/09	3
26081001700	1/15/09	1
26081001900	1/15/09	1
26091060402	1/15/09	1
26105950400	1/15/09	1
26163504700	1/15/09	1
26163505500	1/15/09	2
26163515300	1/15/09	1
26163537000	1/15/09	1
26163540200	1/15/09	1
26163553100	1/15/09	1
26165380500	1/15/09	1
27053022901	1/15/09	1
27067781000	1/15/09	1
27099000300	1/15/09	0
28099010100	1/15/09	1
28159950200	1/15/09	1
29005950200	1/15/09	1
29019001504	1/15/09	1
29027070700	1/15/09	1
29037061200	1/15/09	1
29039870100	1/15/09	1
29047021103	1/15/09	1
29069360200	1/15/09	1
29091090200	1/15/09	1
29095001800	1/15/09	1
29095008700	1/15/09	0
29095018000	1/15/09	1
29099700209	1/15/09	0
29109470200	1/15/09	1
29175490200	1/15/09	2
29186960100	1/15/09	1
29189210501	1/15/09	1
29510102100	1/15/09	1
30013002200	1/15/09	1
30093000100	1/15/09	6
30105940600	1/15/09	1
31053963600	1/15/09	1
31153010108	1/15/09	1
32003005105	1/15/09	1
33011001900	1/15/09	1
34039039600	1/15/09	1
35009000301	1/15/09	1
35049940300	1/15/09	1
36005023704	1/15/09	1
36005023900	1/15/09	0
36029005802	1/15/09	2
36029016800	1/15/09	1
36035971500	1/15/09	1
36047040900	1/15/09	1
36047043700	1/15/09	5
36059517600	1/15/09	1
36061004100	1/15/09	0
36061005900	1/15/09	0
36061006100	1/15/09	0
36061007000	1/15/09	0
36061009300	1/15/09	0
36061020800	1/15/09	2
36061022600	1/15/09	1
36081091601	1/15/09	0
37019020103	1/15/09	1
37037020401	1/15/09	1
37037020402	1/15/09	1
37051003203	1/15/09	1
37071030301	1/15/09	1
37101041001	1/15/09	1
37101041103	1/15/09	1
37155961700	1/15/09	1
37171930700	1/15/09	1
39035113801	1/15/09	1
39035114501	1/15/09	1
39035124202	1/15/09	2
39049007113	1/15/09	1
39057270100	1/15/09	1
39079957200	1/15/09	1
39091004300	1/15/09	1
39095004000	1/15/09	1
39121968400	1/15/09	1
39137030700	1/15/09	1
39145003000	1/15/09	1
39161020800	1/15/09	1
40013796500	1/15/09	1
40031002200	1/15/09	1
40101000200	1/15/09	1
40115574800	1/15/09	1
40123088700	1/15/09	1
40145030101	1/15/09	1
4027011107	1/15/09	1
42021012400	1/15/09	1
42043021300	1/15/09	1
42051260300	1/15/09	1
42061951300	1/15/09	1
42071013202	1/15/09	1
42089300102	1/15/09	1
42099030202	1/15/09	1
45023020400	1/15/09	1
45083022202	1/15/09	1
46031941000	1/15/09	1
47013950600	1/15/09	1
47033961400	1/15/09	1
47037011300	1/15/09	1
47059090400	1/15/09	1
47071920600	1/15/09	1
47075930400	1/15/09	1
47117955200	1/15/09	1
47147080606	1/15/09	1
47157003100	1/15/09	9
47157003200	1/15/09	4
47157011200	1/15/09	1
47173040100	1/15/09	1
48025950500	1/15/09	1
48053960500	1/15/09	1
48107950200	1/15/09	1
48113014302	1/15/09	2
48121021521	1/15/09	0
48157673800	1/15/09	1
48199030502	1/15/09	1
48201210900	1/15/09	1
48201331300	1/15/09	1
48201350801	1/15/09	1
48201532600	1/15/09	1
48201550200	1/15/09	8
48201550500	1/15/09	1
48355005408	1/15/09	6
48355005410	1/15/09	1
48375013000	1/15/09	0
5023480100	1/15/09	1
5031000602	1/15/09	6
5035030502	1/15/09	1
51005080201	1/15/09	1
51059415100	1/15/09	1
5107480300	1/15/09	1
51087201003	1/15/09	1
51153900404	1/15/09	1
5119002102	1/15/09	0
5129970300	1/15/09	1
51680001900	1/15/09	1
51700032225	1/15/09	1
51710004300	1/15/09	4
51760020700	1/15/09	1
53003960300	1/15/09	1
53061050401	1/15/09	1
54003971800	1/15/09	1
54013962600	1/15/09	1
55025001603	1/15/09	1
6007000202	1/15/09	2
6033000801	1/15/09	1
6037542502	1/15/09	1
6065042732	1/15/09	1
6071009904	1/15/09	0
6085512310	1/15/09	1
72025201000	1/15/09	1
9009154600	1/15/09	1
9011696800	1/15/09	3
10003014703	1/16/09	1
10005051701	1/16/09	1
1015000500	1/16/09	1
1031011202	1/16/09	1
1043964600	1/16/09	1
1055000300	1/16/09	0
1073010701	1/16/09	1
1081042101	1/16/09	1
1089011011	1/16/09	0
1101002202	1/16/09	1
1103005303	1/16/09	1
1111000400	1/16/09	1
12011091701	1/16/09	1
12019031400	1/16/09	1
12031012704	1/16/09	1
12031012900	1/16/09	1
12039020600	1/16/09	1
12057011906	1/16/09	1
12071020600	1/16/09	1
12079110301	1/16/09	1
12091022400	1/16/09	1
12091022500	1/16/09	1
12093910401	1/16/09	1
12099000803	1/16/09	1
12103022700	1/16/09	1
12111382113	1/16/09	1
12115000102	1/16/09	1
12115001506	1/16/09	1
12115002721	1/16/09	1
13001950100	1/16/09	1
13011970100	1/16/09	1
13011970300	1/16/09	1
13063040308	1/16/09	1
13063040515	1/16/09	1
13067030504	1/16/09	1
13089021910	1/16/09	0
13089023206	1/16/09	1
13089023208	1/16/09	1
13107970400	1/16/09	1
13121002500	1/16/09	0
13121011000	1/16/09	0
13135050520	1/16/09	0
13139000204	1/16/09	1
13139001003	1/16/09	1
13139001501	1/16/09	1
13153021201	1/16/09	1
13163960100	1/16/09	1
13165960100	1/16/09	1
13185010401	1/16/09	1
13187960102	1/16/09	1
13189950400	1/16/09	1
13217100400	1/16/09	1
13223120302	1/16/09	1
13245010710	1/16/09	1
16017950200	1/16/09	1
17031570400	1/16/09	1
17031580400	1/16/09	1
17031671500	1/16/09	2
17031824300	1/16/09	1
17031833900	1/16/09	1
17031837800	1/16/09	2
17107953200	1/16/09	1
17111870605	1/16/09	1
17123961300	1/16/09	1
17143002100	1/16/09	1
17177000400	1/16/09	1
17179020400	1/16/09	3
18003001100	1/16/09	1
18031969200	1/16/09	1
18035001700	1/16/09	1
18095000800	1/16/09	3
18095000900	1/16/09	7
18097352400	1/16/09	1
18119955900	1/16/09	1
18121030300	1/16/09	1
18127050407	1/16/09	1
19011960500	1/16/09	2
19013002603	1/16/09	1
19173180300	1/16/09	1
19185070200	1/16/09	1
19191950400	1/16/09	0
21089040700	1/16/09	1
21111000200	1/16/09	1
21117063606	1/16/09	1
21137920200	1/16/09	1
21137920300	1/16/09	1
21157950100	1/16/09	1
21157950600	1/16/09	1
21159950200	1/16/09	1
21195931100	1/16/09	1
21211040102	1/16/09	0
22003950300	1/16/09	0
22011960600	1/16/09	0
22027950400	1/16/09	0
22033003400	1/16/09	1
22035000100	1/16/09	1
22043020401	1/16/09	1
22055000200	1/16/09	1
22055001905	1/16/09	1
22079012700	1/16/09	0
22093040600	1/16/09	1
22105953600	1/16/09	1
23017966500	1/16/09	6
24031703702	1/16/09	2
24510080600	1/16/09	1
25009221600	1/16/09	0
25027757100	1/16/09	2
26005030902	1/16/09	1
26027002100	1/16/09	1
26057000800	1/16/09	1
26061000700	1/16/09	1
26063950500	1/16/09	1
26069000300	1/16/09	1
26075006500	1/16/09	1
26077001300	1/16/09	2
26099218000	1/16/09	1
26105950700	1/16/09	1
26123971000	1/16/09	1
26149041400	1/16/09	1
26161413000	1/16/09	1
26163505400	1/16/09	1
26163533400	1/16/09	1
26163536100	1/16/09	1
26163541200	1/16/09	2
26163985100	1/16/09	1
27003050901	1/16/09	1
27053101300	1/16/09	1
27137015200	1/16/09	1
27163070105	1/16/09	1
28049001200	1/16/09	1
28049002500	1/16/09	1
28057950200	1/16/09	1
28081951001	1/16/09	1
28127950300	1/16/09	1
28139950400	1/16/09	2
28151000600	1/16/09	1
29007950500	1/16/09	1
29007950700	1/16/09	1
29019001803	1/16/09	1
29025950200	1/16/09	1
29027070600	1/16/09	1
29071800402	1/16/09	1
29095007700	1/16/09	1
29095012701	1/16/09	1
29095015300	1/16/09	1
29097010500	1/16/09	1
29097012000	1/16/09	1
29099700503	1/16/09	0
29139970400	1/16/09	1
29147470100	1/16/09	1
29187950300	1/16/09	1
29189211201	1/16/09	1
29189213700	1/16/09	3
29209090100	1/16/09	1
29221460400	1/16/09	1
29510116302	1/16/09	1
29510116400	1/16/09	1
29510124100	1/16/09	1
30029000602	1/16/09	1
31055006704	1/16/09	0
34007601000	1/16/09	1
34009021702	1/16/09	1
34013007200	1/16/09	1
34013007700	1/16/09	1
34025801800	1/16/09	1
34027042000	1/16/09	1
34027044101	1/16/09	1
34035052100	1/16/09	1
35041000100	1/16/09	1
35053978303	1/16/09	1
36005038800	1/16/09	1
36007013304	1/16/09	1
36013036600	1/16/09	1
36047000301	1/16/09	0
36047013800	1/16/09	0
36047024700	1/16/09	0
36047038500	1/16/09	3
36047038700	1/16/09	2
36047099800	1/16/09	0
36047115000	1/16/09	0
36061000202	1/16/09	0
36061012100	1/16/09	0
36061014401	1/16/09	0
36061014402	1/16/09	0
36067005400	1/16/09	1
36085013302	1/16/09	1
36087011301	1/16/09	0
36089490700	1/16/09	1
36109001900	1/16/09	1
36119001303	1/16/09	2
37019020402	1/16/09	1
37027030100	1/16/09	1
37027030900	1/16/09	1
37035010900	1/16/09	1
37041930101	1/16/09	1
37045951501	1/16/09	0
37067001500	1/16/09	1
37101040302	1/16/09	1
37119001802	1/16/09	1
37125950200	1/16/09	1
37133002600	1/16/09	1
37151031400	1/16/09	1
37153970400	1/16/09	1
37167930200	1/16/09	1
37167931100	1/16/09	1
37181960700	1/16/09	1
37185950200	1/16/09	1
37195001400	1/16/09	1
38053940100	1/16/09	1
39001770300	1/16/09	1
39001770500	1/16/09	1
39009972800	1/16/09	1
39023001102	1/16/09	1
39047926200	1/16/09	1
39049003700	1/16/09	0
39049009430	1/16/09	1
39055312203	1/16/09	1
39069000500	1/16/09	0
39099801000	1/16/09	0
39099812302	1/16/09	0
39101010300	1/16/09	1
39119912000	1/16/09	1
39133600901	1/16/09	1
39149972200	1/16/09	0
39153502300	1/16/09	1
39173021701	1/16/09	4
40015161600	1/16/09	1
4003001502	1/16/09	1
40037021202	1/16/09	1
40037021500	1/16/09	1
40097040800	1/16/09	1
4013092801	1/16/09	2
40143004800	1/16/09	1
4021000318	1/16/09	1
41033360600	1/16/09	1
42007602702	1/16/09	1
42045410700	1/16/09	1
42049012100	1/16/09	1
42063961900	1/16/09	1
42067070202	1/16/09	1
42069111800	1/16/09	1
42085032800	1/16/09	1
42095017102	1/16/09	1
42097081000	1/16/09	1
42099030201	1/16/09	1
42115032500	1/16/09	1
42125796000	1/16/09	1
42133023100	1/16/09	1
42133024001	1/16/09	0
44007001700	1/16/09	2
45001950400	1/16/09	1
45007011300	1/16/09	1
45015020201	1/16/09	2
45019004611	1/16/09	1
45019005300	1/16/09	1
45035010300	1/16/09	1
45045000200	1/16/09	1
45045003706	1/16/09	1
45045003902	1/16/09	1
45047970101	1/16/09	1
45057010500	1/16/09	1
45063021303	1/16/09	1
45077011002	1/16/09	1
45079002400	1/16/09	1
45079010600	1/16/09	1
45085000400	1/16/09	1
45091061801	1/16/09	1
47009011402	1/16/09	1
47025970800	1/16/09	1
47037011500	1/16/09	1
47037013900	1/16/09	1
47037016200	1/16/09	1
47059091200	1/16/09	1
47069950400	1/16/09	1
47093004607	1/16/09	1
47151975100	1/16/09	1
47157010220	1/16/09	1
47157020521	1/16/09	14
47157020523	1/16/09	1
47157020524	1/16/09	1
47157020621	1/16/09	1
48029171802	1/16/09	1
48041000400	1/16/09	1
48113008701	1/16/09	1
48113008703	1/16/09	1
48113012207	1/16/09	1
48113016518	1/16/09	2
48117950400	1/16/09	1
48147950800	1/16/09	1
48181000303	1/16/09	1
48181000501	1/16/09	1
48213950902	1/16/09	1
48231960700	1/16/09	1
48245000700	1/16/09	1
48245007002	1/16/09	1
48309003802	1/16/09	1
48339692601	1/16/09	1
48339694400	1/16/09	1
48361022000	1/16/09	2
48375014500	1/16/09	0
48439105513	1/16/09	3
48439110905	1/16/09	1
48439123200	1/16/09	1
48453002312	1/16/09	4
48467950400	1/16/09	1
50007003503	1/16/09	0
50017959500	1/16/09	2
5007021001	1/16/09	1
51007930200	1/16/09	1
51027010600	1/16/09	1
51031020900	1/16/09	1
51045050100	1/16/09	1
51079030102	1/16/09	1
51087200409	1/16/09	1
51087200903	1/16/09	1
51099040400	1/16/09	1
51117930400	1/16/09	1
51117930500	1/16/09	1
5113950200	1/16/09	0
51147930201	1/16/09	1
51155210400	1/16/09	1
51185020600	1/16/09	1
5119001800	1/16/09	1
5127950100	1/16/09	1
5145070200	1/16/09	1
5145070300	1/16/09	1
51580060100	1/16/09	1
51710000400	1/16/09	1
51760011100	1/16/09	0
51770002500	1/16/09	1
53007961302	1/16/09	0
53027001600	1/16/09	1
53053062300	1/16/09	1
53063001400	1/16/09	1
54011001800	1/16/09	1
54011002100	1/16/09	1
54029021200	1/16/09	1
54047953800	1/16/09	1
54069001700	1/16/09	2
54103030500	1/16/09	1
55009021600	1/16/09	1
55095961100	1/16/09	1
6019001202	1/16/09	1
6065043291	1/16/09	1
6065045605	1/16/09	1
6067007801	1/16/09	1
6087122300	1/16/09	1
9001210100	1/16/09	5
9001210600	1/16/09	1
9001210701	1/16/09	7
9003415600	1/16/09	0
9003510400	1/16/09	1
9003514700	1/16/09	1
9007570100	1/16/09	2
NULL	1/16/09	1
10003002200	1/17/09	1
10003002300	1/17/09	1
10005051802	1/17/09	1
1033020600	1/17/09	1
1049961400	1/17/09	1
1069041500	1/17/09	1
1073004000	1/17/09	1
1073010602	1/17/09	1
1077011000	1/17/09	2
1079979600	1/17/09	1
11001002702	1/17/09	1
1103005600	1/17/09	1
1125010303	1/17/09	1
1125010500	1/17/09	1
12005002703	1/17/09	0
12021010412	1/17/09	1
12031002901	1/17/09	1
12033002900	1/17/09	1
12033003000	1/17/09	3
12033003203	1/17/09	1
12045960200	1/17/09	1
12057010805	1/17/09	2
12057012104	1/17/09	1
12063210900	1/17/09	1
12099008002	1/17/09	1
12099008202	1/17/09	1
12103024100	1/17/09	1
12109021103	1/17/09	3
12111380901	1/17/09	1
12127083006	1/17/09	1
13017960400	1/17/09	1
13051000601	1/17/09	1
13051003302	1/17/09	1
13057090601	1/17/09	1
13057090602	1/17/09	1
13089023601	1/17/09	1
13105000400	1/17/09	1
13121005501	1/17/09	1
13137000202	1/17/09	1
13139000702	1/17/09	1
13157010101	1/17/09	1
13169030200	1/17/09	1
13201950200	1/17/09	1
13245000700	1/17/09	1
13245010510	1/17/09	1
13255160400	1/17/09	1
13277960500	1/17/09	1
13313000400	1/17/09	4
16019971100	1/17/09	1
17031730201	1/17/09	2
17031820104	1/17/09	1
17081050700	1/17/09	1
17083010401	1/17/09	1
17111870606	1/17/09	11
17139977100	1/17/09	1
17179020400	1/17/09	4
18003001300	1/17/09	1
18003002800	1/17/09	1
18003004300	1/17/09	1
18027954700	1/17/09	1
18039001601	1/17/09	1
18053010800	1/17/09	1
18075963200	1/17/09	1
18095001400	1/17/09	1
18097342500	1/17/09	1
18097354800	1/17/09	1
18163002000	1/17/09	1
18167000300	1/17/09	2
18167011000	1/17/09	1
19013000800	1/17/09	1
19031450500	1/17/09	1
19065080600	1/17/09	1
19161080300	1/17/09	1
19179960900	1/17/09	1
19179961100	1/17/09	1
20043020200	1/17/09	1
21067004204	1/17/09	1
21069920300	1/17/09	1
21099970500	1/17/09	1
21103090400	1/17/09	1
21129950100	1/17/09	1
21129950200	1/17/09	1
21159950100	1/17/09	1
22017024602	1/17/09	0
22045030400	1/17/09	1
22067950100	1/17/09	1
22071000602	1/17/09	1
22079013000	1/17/09	0
22121020300	1/17/09	1
24011955600	1/17/09	1
24013507500	1/17/09	1
24015030505	1/17/09	1
24031703214	1/17/09	2
24031703215	1/17/09	1
24033801302	1/17/09	0
24510260302	1/17/09	1
24510261000	1/17/09	1
25005631100	1/17/09	1
25025091900	1/17/09	1
25025092000	1/17/09	1
26023951100	1/17/09	1
26023951600	1/17/09	1
26123970100	1/17/09	1
26125161000	1/17/09	1
26143970700	1/17/09	1
26163500700	1/17/09	1
26163522100	1/17/09	1
26163581800	1/17/09	1
27039950400	1/17/09	1
27123033200	1/17/09	1
27127750100	1/17/09	1
28053950200	1/17/09	1
28059040201	1/17/09	0
28073020600	1/17/09	1
28075010600	1/17/09	1
28093950401	1/17/09	1
28103950200	1/17/09	1
28111950200	1/17/09	2
29021001800	1/17/09	1
29023950202	1/17/09	1
29069360600	1/17/09	1
29069360800	1/17/09	1
29069361000	1/17/09	1
29091090500	1/17/09	1
29095000900	1/17/09	1
29095014114	1/17/09	1
29127960800	1/17/09	1
29145020601	1/17/09	2
29510127400	1/17/09	3
30035940400	1/17/09	1
33007950800	1/17/09	3
33009960200	1/17/09	1
33011002500	1/17/09	1
33011200100	1/17/09	0
33011200200	1/17/09	0
34013010600	1/17/09	1
34029711100	1/17/09	2
35005000600	1/17/09	1
36005020601	1/17/09	0
36005025400	1/17/09	0
36005038301	1/17/09	3
36005038800	1/17/09	1
36007010200	1/17/09	1
36007011903	1/17/09	1
36013030400	1/17/09	1
36027200001	1/17/09	1
36029001500	1/17/09	1
36029015201	1/17/09	1
36047048800	1/17/09	1
36047049400	1/17/09	0
36055004602	1/17/09	1
36055012900	1/17/09	1
36055013002	1/17/09	1
36059413200	1/17/09	1
36061023000	1/17/09	0
36061027100	1/17/09	1
36063024102	1/17/09	1
36071014400	1/17/09	1
36081015200	1/17/09	3
36085027702	1/17/09	0
36087013200	1/17/09	1
36095740600	1/17/09	1
36105951800	1/17/09	2
36107020702	1/17/09	1
36119014701	1/17/09	0
37019020603	1/17/09	1
37021000600	1/17/09	1
37021002301	1/17/09	1
37035011802	1/17/09	1
37049960102	1/17/09	0
37051001902	1/17/09	1
37065020200	1/17/09	2
37067004010	1/17/09	1
37071031703	1/17/09	1
37081015300	1/17/09	1
37101040600	1/17/09	1
37119005709	1/17/09	1
37123960500	1/17/09	1
37143920202	1/17/09	1
37147001800	1/17/09	1
37151030802	1/17/09	1
37155961000	1/17/09	1
37159051802	1/17/09	1
37161960200	1/17/09	1
37161961000	1/17/09	1
37163970600	1/17/09	2
37171931003	1/17/09	1
37179020502	1/17/09	1
37195000700	1/17/09	1
39015951500	1/17/09	1
39017010600	1/17/09	1
39029950200	1/17/09	1
39035101501	1/17/09	1
39035107701	1/17/09	1
39035110501	1/17/09	2
39035118101	1/17/09	1
39035187103	1/17/09	1
39039958300	1/17/09	1
39043041000	1/17/09	1
39049003000	1/17/09	1
39049004500	1/17/09	4
39049004700	1/17/09	1
39049005000	1/17/09	1
39055312202	1/17/09	1
39063000300	1/17/09	1
39069000100	1/17/09	1
39091004300	1/17/09	1
39119911100	1/17/09	1
39151711211	1/17/09	0
4003000202	1/17/09	1
40037020705	1/17/09	1
40077087200	1/17/09	1
40101000400	1/17/09	1
40109107001	1/17/09	1
40113940010	1/17/09	1
4013422616	1/17/09	1
4013815700	1/17/09	1
4021000802	1/17/09	1
4021941400	1/17/09	1
4027000302	1/17/09	0
41019070000	1/17/09	1
41047010502	1/17/09	1
41051010305	1/17/09	1
42003561000	1/17/09	2
42007605400	1/17/09	1
42015950500	1/17/09	1
42021010700	1/17/09	1
42021011400	1/17/09	1
42025020900	1/17/09	1
42027011100	1/17/09	1
42033330900	1/17/09	1
42041010100	1/17/09	1
42041011304	1/17/09	1
42043023500	1/17/09	2
42051262701	1/17/09	1
42055010600	1/17/09	1
42071013400	1/17/09	1
42075003200	1/17/09	1
42099030602	1/17/09	1
42123970300	1/17/09	0
42129807200	1/17/09	1
44003020604	1/17/09	0
44007001600	1/17/09	2
44007014300	1/17/09	0
44007014800	1/17/09	4
44007015300	1/17/09	1
45001950400	1/17/09	1
45019003400	1/17/09	2
45045001600	1/17/09	1
45045002105	1/17/09	1
45049920200	1/17/09	1
45073031000	1/17/09	1
45077011204	1/17/09	6
45079010501	1/17/09	1
45079011608	1/17/09	1
45079012000	1/17/09	1
45091060401	1/17/09	3
47019071700	1/17/09	1
47035970301	1/17/09	0
47037018401	1/17/09	2
47113001100	1/17/09	1
47119011002	1/17/09	1
47125101700	1/17/09	1
47153060101	1/17/09	1
47155080802	1/17/09	1
47157005900	1/17/09	1
47157008700	1/17/09	1
47157010000	1/17/09	1
47157010120	1/17/09	1
48027022200	1/17/09	1
48121021301	1/17/09	1
48167722600	1/17/09	1
48201254300	1/17/09	1
48201254500	1/17/09	2
48201432701	1/17/09	1
48201540502	1/17/09	1
48337950400	1/17/09	1
48395960400	1/17/09	1
48421950200	1/17/09	1
48437950300	1/17/09	1
48439103601	1/17/09	1
48439110102	1/17/09	1
48439123500	1/17/09	1
49035101000	1/17/09	1
50021963700	1/17/09	1
5051010600	1/17/09	1
51003011302	1/17/09	2
51027010700	1/17/09	1
51029930101	1/17/09	1
51065020300	1/17/09	1
51069050600	1/17/09	1
51105950200	1/17/09	1
51119951000	1/17/09	1
51125950100	1/17/09	1
51143010801	1/17/09	1
51153900300	1/17/09	2
5119000500	1/17/09	1
5119002600	1/17/09	2
5119003609	1/17/09	1
5137950202	1/17/09	1
5139950700	1/17/09	1
51520020300	1/17/09	1
51540000502	1/17/09	1
51550020904	1/17/09	1
