"","tractid","all_fire","alarm_unknown","alarm_presented","alarm_not_presented","ratio_no_alarm_in_all","ratio_no_alarm_in_all_known"
"46","01009050500",13,11,0,2,0.153846153846154,1
"47","01009050601",2,2,0,0,0,NA
"48","01009050602",7,7,0,0,0,NA
"49","01009050700",1,1,0,0,0,NA
"50","01013952700",1,1,0,0,0,NA
"51","01013952800",2,2,0,0,0,NA
"52","01013952900",5,4,1,0,0,0
"53","01013953000",3,3,0,0,0,NA
"54","01013953100",5,3,1,1,0.2,0.5
"55","01013953200",1,1,0,0,0,NA
"56","01013953300",3,3,0,0,0,NA
"57","01013953400",4,3,0,1,0.25,1
"58","01015001000",4,4,0,0,0,NA
"59","01015001800",17,16,1,0,0,0
"60","01015002000",4,3,1,0,0,0
"61","01015002400",2,2,0,0,0,NA
"62","01015002501",1,1,0,0,0,NA
"63","01015002502",4,4,0,0,0,NA
"64","01015002600",1,1,0,0,0,NA
"65","01017953900",1,1,0,0,0,NA
"66","01017954000",1,1,0,0,0,NA
"67","01017954200",3,3,0,0,0,NA
"68","01017954300",3,2,0,1,0.333333333333333,1
"69","01017954400",5,4,0,1,0.2,1
"70","01017954500",3,3,0,0,0,NA
"71","01017954600",3,2,0,1,0.333333333333333,1
"72","01017954700",6,5,0,1,0.166666666666667,1
"73","01019955701",1,1,0,0,0,NA
"74","01019955702",1,1,0,0,0,NA
"75","01019955800",2,2,0,0,0,NA
"76","01019955900",1,1,0,0,0,NA
"77","01021060101",5,5,0,0,0,NA
"78","01021060102",9,7,1,1,0.111111111111111,0.5
"79","01021060200",1,1,0,0,0,NA
"80","01023956900",7,6,1,0,0,0
"81","01025957902",1,0,0,1,1,1
"82","01027959100",1,1,0,0,0,NA
"83","01027959200",1,1,0,0,0,NA
"84","01031010300",2,2,0,0,0,NA
"85","01031010900",4,3,1,0,0,0
"86","01031011000",1,1,0,0,0,NA
"87","01031011100",1,0,1,0,0,0
"88","01031011201",1,0,1,0,0,0
"89","01031011202",7,2,5,0,0,0
"90","01031011300",6,2,1,3,0.5,0.75
"91","01033020100",5,4,0,1,0.2,1
"92","01033020200",2,2,0,0,0,NA
"93","01033020300",8,5,1,2,0.25,0.666666666666667
"94","01033020701",2,1,0,1,0.5,1
"95","01033020703",1,1,0,0,0,NA
"96","01033020704",5,2,1,2,0.4,0.666666666666667
"97","01033020801",4,4,0,0,0,NA
"98","01033020902",2,2,0,0,0,NA
"99","01033021000",1,1,0,0,0,NA
"100","01035960200",4,0,3,1,0.25,0.25
"101","01035960400",1,1,0,0,0,NA
"102","01035960500",1,0,0,1,1,1
"103","01035960600",4,1,2,1,0.25,0.333333333333333
"104","01037961200",1,1,0,0,0,NA
"105","01039961600",1,1,0,0,0,NA
"106","01039961900",1,0,1,0,0,0
"107","01039962400",6,5,0,1,0.166666666666667,1
"108","01039962500",1,1,0,0,0,NA
"109","01039962600",5,2,2,1,0.2,0.333333333333333
"110","01039962800",1,1,0,0,0,NA
"111","01041963700",1,1,0,0,0,NA
"112","01043964300",3,3,0,0,0,NA
"113","01043964600",1,1,0,0,0,NA
"114","01043964700",1,0,0,1,1,1
"115","01043964800",5,2,3,0,0,0
"116","01043964900",1,1,0,0,0,NA
"117","01043965000",4,3,0,1,0.25,1
"118","01043965300",3,3,0,0,0,NA
"119","01045020700",3,1,1,1,0.333333333333333,0.5
"120","01045020801",3,1,1,1,0.333333333333333,0.5
"121","01045020802",6,4,1,1,0.166666666666667,0.5
"122","01045021101",3,2,0,1,0.333333333333333,1
"123","01045021102",5,2,2,1,0.2,0.333333333333333
"124","01045021200",7,5,0,2,0.285714285714286,1
"125","01045021300",2,2,0,0,0,NA
"126","01045021400",2,2,0,0,0,NA
"127","01047956100",1,1,0,0,0,NA
"128","01047956202",1,1,0,0,0,NA
"129","01047957100",1,1,0,0,0,NA
"130","01047957200",3,3,0,0,0,NA
"131","01047957300",1,1,0,0,0,NA
"132","01049960100",2,2,0,0,0,NA
"133","01049960200",5,4,0,1,0.2,1
"134","01049960500",3,1,0,2,0.666666666666667,1
"135","01049960600",5,2,2,1,0.2,0.333333333333333
"136","01049960700",2,2,0,0,0,NA
"137","01049960900",3,3,0,0,0,NA
"138","01049961000",3,3,0,0,0,NA
"139","01049961100",2,1,1,0,0,0
"140","01049961300",2,1,0,1,0.5,1
"141","01049961400",1,1,0,0,0,NA
"142","01051030100",3,2,1,0,0,0
"143","01051030200",1,0,1,0,0,0
"144","01051030300",3,2,1,0,0,0
"145","01051030400",6,6,0,0,0,NA
"146","01051030500",8,3,3,2,0.25,0.4
"147","01051030701",6,5,1,0,0,0
"148","01051030702",2,2,0,0,0,NA
"149","01051030901",5,5,0,0,0,NA
"150","01051030902",3,3,0,0,0,NA
"151","01051031100",2,2,0,0,0,NA
"152","01051031200",3,2,1,0,0,0
"153","01051031300",1,1,0,0,0,NA
"154","01053969800",1,1,0,0,0,NA
"155","01053969900",8,7,0,1,0.125,1
"156","01053970100",4,2,1,1,0.25,0.5
"157","01053970200",3,3,0,0,0,NA
"158","01053970300",2,2,0,0,0,NA
"159","01053970500",2,1,1,0,0,0
"160","01055000200",4,3,0,1,0.25,1
"161","01055000300",6,3,2,1,0.166666666666667,0.333333333333333
"162","01055000400",3,3,0,0,0,NA
"163","01055000500",2,2,0,0,0,NA
"164","01055000600",2,2,0,0,0,NA
"165","01055000700",2,0,1,1,0.5,0.5
"166","01055000800",7,4,0,3,0.428571428571429,1
"167","01055000900",4,3,1,0,0,0
"168","01055001000",2,1,0,1,0.5,1
"169","01055001200",2,1,0,1,0.5,1
"170","01055001300",1,0,0,1,1,1
"171","01055001600",6,4,1,1,0.166666666666667,0.5
"172","01055010200",4,2,1,1,0.25,0.5
"173","01055010602",8,7,0,1,0.125,1
"174","01055010700",1,1,0,0,0,NA
"175","01055011001",2,2,0,0,0,NA
"176","01055011100",1,1,0,0,0,NA
"177","01055011200",4,3,0,1,0.25,1
"178","01057020000",1,0,0,1,1,1
"179","01057020100",5,2,2,1,0.2,0.333333333333333
"180","01057020200",3,0,1,2,0.666666666666667,0.666666666666667
"181","01057020300",2,2,0,0,0,NA
"182","01059972900",2,2,0,0,0,NA
"183","01059973000",3,2,0,1,0.333333333333333,1
"184","01059973100",1,1,0,0,0,NA
"185","01059973200",4,3,0,1,0.25,1
"186","01059973600",1,0,1,0,0,0
"187","01059973700",2,0,1,1,0.5,0.5
"188","01061050100",10,9,1,0,0,0
"189","01061050200",1,1,0,0,0,NA
"190","01061050300",7,6,1,0,0,0
"191","01061050400",7,1,2,4,0.571428571428571,0.666666666666667
"192","01061050500",2,2,0,0,0,NA
"193","01061050600",1,1,0,0,0,NA
"194","01065040500",2,2,0,0,0,NA
"195","01067030500",6,3,2,1,0.166666666666667,0.333333333333333
"196","01069040100",3,3,0,0,0,NA
"197","01069040201",6,1,5,0,0,0
"198","01069040202",4,0,3,1,0.25,0.25
"199","01069040301",5,1,2,2,0.4,0.5
"200","01069040302",4,0,3,1,0.25,0.25
"201","01069040400",4,1,2,1,0.25,0.333333333333333
"202","01069040500",2,0,0,2,1,1
"203","01069040600",7,0,5,2,0.285714285714286,0.285714285714286
"204","01069040700",4,0,3,1,0.25,0.25
"205","01069040800",4,3,1,0,0,0
"206","01069041000",11,0,5,6,0.545454545454545,0.545454545454545
"207","01069041100",2,0,1,1,0.5,0.5
"208","01069041200",6,2,4,0,0,0
"209","01069041400",4,0,2,2,0.5,0.5
"210","01069041500",7,3,2,2,0.285714285714286,0.5
"211","01069041700",1,1,0,0,0,NA
"212","01069041800",2,2,0,0,0,NA
"213","01069041900",6,6,0,0,0,NA
"214","01069042000",15,12,2,1,0.0666666666666667,0.333333333333333
"215","01071950600",4,1,2,1,0.25,0.333333333333333
"216","01071950700",1,1,0,0,0,NA
"217","01071950800",2,1,0,1,0.5,1
"218","01071950900",1,0,1,0,0,0
"219","01073000100",1,0,0,1,1,1
"220","01073000300",2,1,0,1,0.5,1
"221","01073000400",2,0,1,1,0.5,0.5
"222","01073000800",1,0,0,1,1,1
"223","01073001100",2,1,0,1,0.5,1
"224","01073001400",3,2,1,0,0,0
"225","01073001600",2,0,0,2,1,1
"226","01073002000",1,1,0,0,0,NA
"227","01073002306",2,0,2,0,0,0
"228","01073002400",1,0,0,1,1,1
"229","01073002700",2,1,1,0,0,0
"230","01073003001",1,0,0,1,1,1
"231","01073003802",1,1,0,0,0,NA
"232","01073003803",1,1,0,0,0,NA
"233","01073003900",1,1,0,0,0,NA
"234","01073004000",1,1,0,0,0,NA
"235","01073004200",1,1,0,0,0,NA
"236","01073004500",2,0,1,1,0.5,0.5
"237","01073004701",1,1,0,0,0,NA
"238","01073005101",1,0,0,1,1,1
"239","01073005200",1,1,0,0,0,NA
"240","01073005500",1,0,0,1,1,1
"241","01073005600",1,0,1,0,0,0
"242","01073005800",1,1,0,0,0,NA
"243","01073005903",4,4,0,0,0,NA
"244","01073005907",1,0,1,0,0,0
"245","01073005908",5,2,2,1,0.2,0.333333333333333
"246","01073005910",2,2,0,0,0,NA
"247","01073010001",16,13,0,3,0.1875,1
"248","01073010002",2,2,0,0,0,NA
"249","01073010100",7,5,0,2,0.285714285714286,1
"250","01073010200",8,3,1,4,0.5,0.8
"251","01073010301",7,4,1,2,0.285714285714286,0.666666666666667
"252","01073010302",9,3,1,5,0.555555555555556,0.833333333333333
"253","01073010401",16,8,2,6,0.375,0.75
"254","01073010402",4,2,0,2,0.5,1
"255","01073010500",1,0,0,1,1,1
"256","01073010602",1,0,0,1,1,1
"257","01073010603",1,1,0,0,0,NA
"258","01073010705",1,0,1,0,0,0
"259","01073010706",1,0,0,1,1,1
"260","01073010801",2,2,0,0,0,NA
"261","01073010802",2,0,2,0,0,0
"262","01073010803",4,2,2,0,0,0
"263","01073010804",1,1,0,0,0,NA
"264","01073010805",3,1,2,0,0,0
"265","01073010900",13,5,6,2,0.153846153846154,0.25
"266","01073011001",3,0,0,3,1,1
"267","01073011104",3,0,2,1,0.333333333333333,0.333333333333333
"268","01073011107",2,1,0,1,0.5,1
"269","01073011108",2,1,1,0,0,0
"270","01073011110",1,0,1,0,0,0
"271","01073011111",2,0,1,1,0.5,0.5
"272","01073011205",1,1,0,0,0,NA
"273","01073011207",2,1,1,0,0,0
"274","01073011208",2,2,0,0,0,NA
"275","01073011209",5,1,4,0,0,0
"276","01073011210",1,1,0,0,0,NA
"277","01073011301",4,2,1,1,0.25,0.5
"278","01073011302",2,2,0,0,0,NA
"279","01073011500",1,1,0,0,0,NA
"280","01073011703",2,0,2,0,0,0
"281","01073011705",2,1,1,0,0,0
"282","01073011706",2,1,0,1,0.5,1
"283","01073011802",9,6,2,1,0.111111111111111,0.333333333333333
"284","01073011803",5,2,3,0,0,0
"285","01073011804",5,4,0,1,0.2,1
"286","01073011901",6,5,0,1,0.166666666666667,1
"287","01073012001",4,3,1,0,0,0
"288","01073012103",1,1,0,0,0,NA
"289","01073012104",2,1,1,0,0,0
"290","01073012302",11,9,0,2,0.181818181818182,1
"291","01073012305",4,3,1,0,0,0
"292","01073012401",4,2,2,0,0,0
"293","01073012402",7,4,1,2,0.285714285714286,0.666666666666667
"294","01073012403",3,3,0,0,0,NA
"295","01073012500",16,13,2,1,0.0625,0.333333333333333
"296","01073012602",3,2,0,1,0.333333333333333,1
"297","01073012701",6,3,0,3,0.5,1
"298","01073012908",6,1,4,1,0.166666666666667,0.2
"299","01073012912",2,1,1,0,0,0
"300","01073012913",1,0,0,1,1,1
"301","01073013100",2,1,0,1,0.5,1
"302","01073013200",4,1,2,1,0.25,0.333333333333333
"303","01073013300",1,1,0,0,0,NA
"304","01073013400",6,5,0,1,0.166666666666667,1
"305","01073013601",3,2,0,1,0.333333333333333,1
"306","01073013801",5,5,0,0,0,NA
"307","01073013901",5,3,1,1,0.2,0.5
"308","01073013902",2,0,2,0,0,0
"309","01073014001",2,1,1,0,0,0
"310","01073014002",4,3,0,1,0.25,1
"311","01073014102",2,2,0,0,0,NA
"312","01073014104",1,0,0,1,1,1
"313","01073014105",4,2,2,0,0,0
"314","01073014204",2,2,0,0,0,NA
"315","01073014301",3,3,0,0,0,NA
"316","01073014302",3,3,0,0,0,NA
"317","01073014405",2,1,1,0,0,0
"318","01073014408",1,0,1,0,0,0
"319","01073014409",1,0,1,0,0,0
"320","01073014410",1,0,0,1,1,1
"321","01073014413",1,1,0,0,0,NA
"322","01075030100",1,1,0,0,0,NA
"323","01077010100",3,1,1,1,0.333333333333333,0.5
"324","01077010300",5,4,0,1,0.2,1
"325","01077010400",3,3,0,0,0,NA
"326","01077010600",4,4,0,0,0,NA
"327","01077010700",3,3,0,0,0,NA
"328","01077010800",6,4,1,1,0.166666666666667,0.5
"329","01077010900",2,2,0,0,0,NA
"330","01077011000",4,3,0,1,0.25,1
"331","01077011102",2,2,0,0,0,NA
"332","01077011400",1,1,0,0,0,NA
"333","01077011502",1,0,0,1,1,1
"334","01077011700",1,1,0,0,0,NA
"335","01077011802",3,2,1,0,0,0
"336","01079979400",5,2,0,3,0.6,1
"337","01079979500",2,1,0,1,0.5,1
"338","01079979800",1,1,0,0,0,NA
"339","01081041000",2,1,0,1,0.5,1
"340","01081041100",3,0,3,0,0,0
"341","01081041200",5,1,4,0,0,0
"342","01081041300",6,1,3,2,0.333333333333333,0.4
"343","01081041400",3,1,1,1,0.333333333333333,0.5
"344","01081041600",4,1,2,1,0.25,0.333333333333333
"345","01081041700",1,0,1,0,0,0
"346","01081041800",1,1,0,0,0,NA
"347","01081042002",6,5,1,0,0,0
"348","01081042004",1,0,1,0,0,0
"349","01081042102",3,3,0,0,0,NA
"350","01083020402",1,1,0,0,0,NA
"351","01083020600",1,0,1,0,0,0
"352","01083020700",2,1,0,1,0.5,1
"353","01083020801",1,1,0,0,0,NA
"354","01083020802",2,2,0,0,0,NA
"355","01083020900",1,0,1,0,0,0
"356","01083021000",1,0,0,1,1,1
"357","01083021100",1,1,0,0,0,NA
"358","01087231601",1,1,0,0,0,NA
"359","01087231603",1,1,0,0,0,NA
"360","01087231800",1,1,0,0,0,NA
"361","01087231900",2,1,0,1,0.5,1
"362","01087232000",3,1,0,2,0.666666666666667,1
"363","01087232100",1,1,0,0,0,NA
"364","01089000201",2,1,1,0,0,0
"365","01089000202",2,2,0,0,0,NA
"366","01089000301",10,7,1,2,0.2,0.666666666666667
"367","01089000302",3,2,1,0,0,0
"368","01089000403",4,2,2,0,0,0
"369","01089000502",3,1,2,0,0,0
"370","01089000503",3,2,1,0,0,0
"371","01089000601",3,3,0,0,0,NA
"372","01089000602",3,3,0,0,0,NA
"373","01089000701",2,0,2,0,0,0
"374","01089000702",1,1,0,0,0,NA
"375","01089000901",2,1,0,1,0.5,1
"376","01089001200",5,3,0,2,0.4,1
"377","01089001301",2,1,0,1,0.5,1
"378","01089001302",3,2,1,0,0,0
"379","01089001401",1,0,1,0,0,0
"380","01089001402",3,3,0,0,0,NA
"381","01089001500",4,2,2,0,0,0
"382","01089001901",1,1,0,0,0,NA
"383","01089001902",1,0,1,0,0,0
"384","01089001903",1,1,0,0,0,NA
"385","01089002000",1,1,0,0,0,NA
"386","01089002100",3,3,0,0,0,NA
"387","01089002200",2,1,0,1,0.5,1
"388","01089002300",2,1,0,1,0.5,1
"389","01089002400",1,0,0,1,1,1
"390","01089002501",2,0,0,2,1,1
"391","01089002502",5,1,3,1,0.2,0.25
"392","01089002600",2,0,1,1,0.5,0.5
"393","01089002721",2,2,0,0,0,NA
"394","01089002722",4,2,1,1,0.25,0.5
"395","01089002801",1,1,0,0,0,NA
"396","01089002921",5,5,0,0,0,NA
"397","01089003000",8,4,1,3,0.375,0.75
"398","01089010100",2,2,0,0,0,NA
"399","01089010200",5,5,0,0,0,NA
"400","01089010301",2,0,2,0,0,0
"401","01089010302",1,1,0,0,0,NA
"402","01089010401",1,0,0,1,1,1
"403","01089010402",1,1,0,0,0,NA
"404","01089010501",1,1,0,0,0,NA
"405","01089010502",1,1,0,0,0,NA
"406","01089010612",2,0,1,1,0.5,0.5
"407","01089010622",4,3,1,0,0,0
"408","01089010623",2,2,0,0,0,NA
"409","01089010624",3,3,0,0,0,NA
"410","01089010701",4,4,0,0,0,NA
"411","01089010702",3,1,2,0,0,0
"412","01089010800",7,6,1,0,0,0
"413","01089010901",5,4,0,1,0.2,1
"414","01089010902",1,1,0,0,0,NA
"415","01089011011",1,0,1,0,0,0
"416","01089011012",4,1,3,0,0,0
"417","01089011013",1,0,1,0,0,0
"418","01089011014",1,0,0,1,1,1
"419","01089011021",2,0,2,0,0,0
"420","01089011022",2,1,1,0,0,0
"421","01089011200",1,1,0,0,0,NA
"422","01089011300",3,2,1,0,0,0
"423","01089011400",9,9,0,0,0,NA
"424","01091972900",2,1,1,0,0,0
"425","01091973000",3,3,0,0,0,NA
"426","01091973100",6,4,2,0,0,0
"427","01091973200",7,6,0,1,0.142857142857143,1
"428","01091973300",7,6,0,1,0.142857142857143,1
"429","01093964000",7,6,0,1,0.142857142857143,1
"430","01093964300",3,3,0,0,0,NA
"431","01093964400",1,0,0,1,1,1
"432","01093964500",3,3,0,0,0,NA
"433","01093964600",1,1,0,0,0,NA
"434","01093964700",9,3,3,3,0.333333333333333,0.5
"435","01095030201",1,1,0,0,0,NA
"436","01095030202",7,6,1,0,0,0
"437","01095030300",8,6,1,1,0.125,0.5
"438","01095030500",1,1,0,0,0,NA
"439","01095030600",9,7,1,1,0.111111111111111,0.5
"440","01095030701",6,5,0,1,0.166666666666667,1
"441","01095030702",3,1,1,1,0.333333333333333,0.5
"442","01095030801",7,3,3,1,0.142857142857143,0.25
"443","01095030802",7,4,1,2,0.285714285714286,0.666666666666667
"444","01095030902",2,2,0,0,0,NA
"445","01095030903",7,1,3,3,0.428571428571429,0.5
"446","01095030904",9,5,1,3,0.333333333333333,0.75
"447","01095031000",15,9,4,2,0.133333333333333,0.333333333333333
"448","01097000200",2,0,2,0,0,0
"449","01097000401",3,1,0,2,0.666666666666667,1
"450","01097000402",1,0,1,0,0,0
"451","01097000500",1,1,0,0,0,NA
"452","01097000600",4,2,0,2,0.5,1
"453","01097000701",1,1,0,0,0,NA
"454","01097000702",3,1,0,2,0.666666666666667,1
"455","01097000800",8,6,1,1,0.125,0.5
"456","01097000902",1,1,0,0,0,NA
"457","01097000903",2,1,0,1,0.5,1
"458","01097001001",2,1,0,1,0.5,1
"459","01097001002",2,1,0,1,0.5,1
"460","01097001100",5,1,4,0,0,0
"461","01097001302",3,1,0,2,0.666666666666667,1
"462","01097001400",1,1,0,0,0,NA
"463","01097001501",2,0,2,0,0,0
"464","01097001502",1,1,0,0,0,NA
"465","01097001800",1,0,1,0,0,0
"466","01097001901",2,1,1,0,0,0
"467","01097001902",3,1,1,1,0.333333333333333,0.5
"468","01097002100",4,2,1,1,0.25,0.5
"469","01097002301",3,2,0,1,0.333333333333333,1
"470","01097002302",4,0,0,4,1,1
"471","01097002400",1,1,0,0,0,NA
"472","01097002501",5,3,1,1,0.2,0.5
"473","01097002502",3,2,1,0,0,0
"474","01097002600",5,2,0,3,0.6,1
"475","01097002700",2,1,0,1,0.5,1
"476","01097002800",9,4,3,2,0.222222222222222,0.4
"477","01097002900",7,4,3,0,0,0
"478","01097003000",2,2,0,0,0,NA
"479","01097003100",3,2,1,0,0,0
"480","01097003202",4,3,0,1,0.25,1
"481","01097003203",2,2,0,0,0,NA
"482","01097003204",4,2,1,1,0.25,0.5
"483","01097003205",3,2,1,0,0,0
"484","01097003301",1,1,0,0,0,NA
"485","01097003302",2,0,2,0,0,0
"486","01097003402",2,2,0,0,0,NA
"487","01097003407",4,2,0,2,0.5,1
"488","01097003408",3,0,2,1,0.333333333333333,0.333333333333333
"489","01097003501",2,2,0,0,0,NA
"490","01097003602",1,0,1,0,0,0
"491","01097003607",2,0,2,0,0,0
"492","01097003704",1,0,0,1,1,1
"493","01097003706",2,0,1,1,0.5,0.5
"494","01097003708",3,1,2,0,0,0
"495","01097003709",3,1,1,1,0.333333333333333,0.5
"496","01097003710",3,2,1,0,0,0
"497","01097003800",1,0,0,1,1,1
"498","01097003901",1,1,0,0,0,NA
"499","01097005600",8,5,1,2,0.25,0.666666666666667
"500","01097005700",1,1,0,0,0,NA
"501","01097006105",2,1,1,0,0,0
"502","01097006200",2,2,0,0,0,NA
"503","01097006301",1,1,0,0,0,NA
"504","01097006302",4,1,1,2,0.5,0.666666666666667
"505","01097006402",2,1,0,1,0.5,1
"506","01097006403",1,1,0,0,0,NA
"507","01097006404",2,1,1,0,0,0
"508","01097006405",3,3,0,0,0,NA
"509","01097006407",3,3,0,0,0,NA
"510","01097006501",1,0,0,1,1,1
"511","01097006801",2,0,1,1,0.5,0.5
"512","01097006802",1,1,0,0,0,NA
"513","01097006901",3,2,0,1,0.333333333333333,1
"514","01097006902",3,2,0,1,0.333333333333333,1
"515","01097007000",4,2,1,1,0.25,0.5
"516","01097007101",4,3,1,0,0,0
"517","01097007102",1,0,0,1,1,1
"518","01097007103",2,2,0,0,0,NA
"519","01097007300",1,0,0,1,1,1
"520","01097007400",4,0,2,2,0.5,0.5
"521","01097007600",6,4,0,2,0.333333333333333,1
"522","01099075900",10,5,2,3,0.3,0.6
"523","01099076000",8,6,1,1,0.125,0.5
"524","01099076100",3,2,1,0,0,0
"525","01101000400",1,1,0,0,0,NA
"526","01101005101",2,1,0,1,0.5,1
"527","01101005102",1,1,0,0,0,NA
"528","01103000300",3,2,0,1,0.333333333333333,1
"529","01103000400",1,1,0,0,0,NA
"530","01103000600",2,1,1,0,0,0
"531","01103000700",5,3,1,1,0.2,0.5
"532","01103000800",1,1,0,0,0,NA
"533","01103000900",1,1,0,0,0,NA
"534","01103005101",2,2,0,0,0,NA
"535","01103005107",1,1,0,0,0,NA
"536","01103005200",2,2,0,0,0,NA
"537","01103005301",8,7,0,1,0.125,1
"538","01103005302",2,2,0,0,0,NA
"539","01103005303",6,5,0,1,0.166666666666667,1
"540","01103005304",5,5,0,0,0,NA
"541","01103005404",1,1,0,0,0,NA
"542","01103005405",4,4,0,0,0,NA
"543","01103005500",3,3,0,0,0,NA
"544","01103005600",11,7,0,4,0.363636363636364,1
"545","01105687100",2,2,0,0,0,NA
"546","01107050000",4,2,0,2,0.5,1
"547","01107050200",3,3,0,0,0,NA
"548","01109188900",2,1,1,0,0,0
"549","01109189000",4,3,0,1,0.25,1
"550","01109189100",2,1,1,0,0,0
"551","01111000100",1,1,0,0,0,NA
"552","01111000200",1,1,0,0,0,NA
"553","01111000300",3,3,0,0,0,NA
"554","01111000400",6,2,2,2,0.333333333333333,0.5
"555","01111000500",6,5,0,1,0.166666666666667,1
"556","01113030200",6,1,4,1,0.166666666666667,0.2
"557","01113030300",5,2,2,1,0.2,0.333333333333333
"558","01113030401",2,0,2,0,0,0
"559","01113030402",5,3,1,1,0.2,0.5
"560","01113030500",2,1,1,0,0,0
"561","01113030600",7,5,2,0,0,0
"562","01113030700",3,1,2,0,0,0
"563","01113030800",2,0,2,0,0,0
"564","01113030901",21,16,1,4,0.19047619047619,0.8
"565","01113030902",2,2,0,0,0,NA
"566","01113031000",7,6,0,1,0.142857142857143,1
"567","01113031200",3,3,0,0,0,NA
"568","01115040103",3,2,1,0,0,0
"569","01115040105",1,0,1,0,0,0
"570","01115040106",1,1,0,0,0,NA
"571","01115040201",3,2,1,0,0,0
"572","01115040300",3,2,0,1,0.333333333333333,1
"573","01115040402",1,1,0,0,0,NA
"574","01115040501",7,6,0,1,0.142857142857143,1
"575","01115040502",3,2,1,0,0,0
"576","01117030304",1,0,1,0,0,0
"577","01117030305",1,0,1,0,0,0
"578","01117030306",2,1,1,0,0,0
"579","01117030314",2,1,1,0,0,0
"580","01117030315",3,1,2,0,0,0
"581","01117030319",2,0,1,1,0.5,0.5
"582","01117030320",1,0,1,0,0,0
"583","01117030330",3,1,2,0,0,0
"584","01117030333",1,0,1,0,0,0
"585","01117030340",1,1,0,0,0,NA
"586","01117030406",1,1,0,0,0,NA
"587","01117030501",1,1,0,0,0,NA
"588","01117030502",1,1,0,0,0,NA
"589","01117030605",2,1,1,0,0,0
"590","01117030607",2,0,2,0,0,0
"591","01117030608",1,0,1,0,0,0
"592","01117030703",4,2,1,1,0.25,0.5
"593","01117030704",2,2,0,0,0,NA
"594","01117030900",2,2,0,0,0,NA
"595","01119011300",5,4,0,1,0.2,1
"596","01119011500",5,5,0,0,0,NA
"597","01119011600",2,1,0,1,0.5,1
"598","01121010301",1,1,0,0,0,NA
"599","01121010302",11,8,1,2,0.181818181818182,0.666666666666667
"600","01121010400",1,1,0,0,0,NA
"601","01121011100",3,3,0,0,0,NA
"602","01121011200",7,6,0,1,0.142857142857143,1
"603","01121011300",1,1,0,0,0,NA
"604","01121011600",1,1,0,0,0,NA
"605","01121011700",6,5,1,0,0,0
"606","01121011800",5,0,1,4,0.8,0.8
"607","01121011900",4,0,1,3,0.75,0.75
"608","01121012000",1,0,0,1,1,1
"609","01123961900",1,1,0,0,0,NA
"610","01123962200",1,0,0,1,1,1
"611","01123962300",1,0,0,1,1,1
"612","01123962400",1,1,0,0,0,NA
"613","01123962501",1,1,0,0,0,NA
"614","01123962502",2,1,0,1,0.5,1
"615","01123962700",5,5,0,0,0,NA
"616","01125010201",1,1,0,0,0,NA
"617","01125010202",3,3,0,0,0,NA
"618","01125010203",1,1,0,0,0,NA
"619","01125010204",1,1,0,0,0,NA
"620","01125010301",1,1,0,0,0,NA
"621","01125010403",4,3,0,1,0.25,1
"622","01125010404",2,1,0,1,0.5,1
"623","01125010406",4,1,2,1,0.25,0.333333333333333
"624","01125010500",3,2,1,0,0,0
